time,compression,Page Size,Cluster Size,Cluster Bunch,throughput(MB/s),size(MB),memory,throughput_increase(%),size_decrease(%),memory_decrease(%),performance(%),accepted,writing_time,processing_time,res_0,res_1,res_2,res_3,res_4,res_5,res_6,res_7,res_8,res_9,res_10,res_11,res_12,res_13,res_14,res_15,res_16,res_17,res_18,res_19
23-04-25_09:40:36,lz4,65536,52428800,1,800.33,1103484973,352940,0.000,0.000,0.000,0.000,True,0.000,37.908,796.5,777.6,794.0,783.9,779.2,780.9,781.1,781.5,876.0,862.8,864.4,846.1,789.3,774.9,797.9,784.7,774.6,791.3,787.4,782.4
23-04-25_09:41:39,lz4,65536,52428800,2,1058.44,1103484969,403324,32.251,0.000,-14.276,5.992,True,28.962,33.908,1044.8,1058.0,1060.2,1065.4,1057.2,1051.0,1068.1,1038.8,1047.6,1069.2,1038.2,1041.9,1056.9,1050.1,1048.6,1037.9,1037.9,1190.1,1035.0,1071.9
23-04-25_09:42:43,lz4,65536,52428800,3,1078.94,1103484969,461468,34.812,0.000,-30.750,1.354,False,29.551,34.195,1086.3,1067.6,1064.6,1074.5,1076.1,1096.7,1099.1,1072.1,1092.8,1068.0,1073.0,1068.6,1066.3,1074.2,1085.9,1076.5,1086.9,1073.9,1095.8,1079.8
23-04-25_09:43:46,lz4,65536,52428800,1,1060.16,1103484969,360852,32.465,0.000,-2.242,10.075,True,29.569,33.142,1046.2,1038.7,1032.7,1159.8,1159.0,1041.5,1037.7,1046.0,1031.9,1149.1,1039.5,1045.2,1053.8,1043.3,1043.9,1040.6,1042.4,1057.3,1056.5,1038.1
23-04-25_09:44:50,lz4,65536,104857600,1,1062.82,1103445492,457056,32.798,0.004,-29.500,1.101,False,29.402,34.763,1065.4,1046.5,1040.8,1046.9,1036.0,1059.3,1023.7,1048.2,1046.5,1046.8,1191.1,1208.9,1057.6,1049.0,1049.7,1052.5,1044.3,1040.1,1047.3,1055.7
23-04-25_09:45:58,zstd,65536,52428800,1,917.05,1050014501,369140,14.585,4.846,-4.590,4.947,False,34.403,33.538,914.9,917.6,916.1,914.5,912.6,913.8,909.6,918.2,912.2,909.0,911.4,906.7,909.0,911.7,911.1,912.0,982.8,916.2,928.7,913.0
23-04-25_09:47:01,lz4,65536,52428800,2,1057.07,1103484969,410944,32.080,0.000,-16.435,5.215,False,29.455,33.711,1050.4,1047.6,1053.5,1055.4,1070.1,1044.1,1041.5,1051.4,1048.8,1044.3,1043.1,1038.7,1045.3,1063.1,1039.1,1053.3,1036.2,1060.6,1197.2,1057.9
23-04-25_09:48:04,lz4,65536,41943040,1,1025.66,1103488056,340392,28.156,-0.000,3.555,10.570,True,29.315,33.214,1022.5,1031.4,1027.1,1019.7,1025.6,1020.4,1014.8,1026.9,1035.0,1029.7,1030.2,1023.1,1022.1,1021.4,1028.1,1027.9,1018.7,1026.8,1026.4,1035.5
23-04-25_09:49:08,lz4,65536,41943040,2,1026.27,1103488056,366976,28.232,-0.000,-3.977,8.085,False,29.583,34.544,1092.2,1008.5,1017.7,1015.3,1009.2,1013.4,1000.7,1017.4,1011.6,1019.3,1021.0,1017.9,1138.3,1029.2,1015.5,1065.5,1000.4,1012.8,1006.3,1013.3
23-04-25_09:50:11,lz4,65536,52428800,1,1036.23,1103484969,371424,29.476,0.000,-5.237,8.080,False,29.506,33.057,1039.8,1032.5,1025.1,1037.2,1027.8,1019.2,1151.5,1025.3,1026.8,1032.9,1029.1,1028.2,1024.4,1040.0,1029.3,1034.4,1030.8,1020.3,1041.0,1029.2
23-04-25_09:51:14,lz4,65536,31457280,1,1057.81,1103490631,344124,32.172,-0.001,2.498,11.556,True,29.613,32.879,1067.4,1030.5,1067.4,1068.1,1056.8,1070.1,1047.3,1064.1,1057.5,1042.7,1061.2,1034.7,1055.1,1056.3,1059.0,1065.9,1065.0,1053.0,1060.8,1073.3
23-04-25_09:52:19,zstd,65536,31457280,1,962.49,1050007719,372408,20.263,4.846,-5.516,6.531,False,33.871,31.915,961.6,955.6,967.9,951.9,982.0,959.5,949.5,959.8,969.2,968.7,963.1,970.7,949.8,973.6,961.7,966.3,964.3,963.7,954.3,956.6
23-04-25_09:53:22,lz4,65536,31457280,2,1084.91,1103490631,422840,35.558,-0.001,-19.805,5.251,False,29.612,32.996,1056.9,1198.8,1068.5,1056.7,1063.7,1068.2,1066.2,1072.7,1066.9,1203.0,1058.6,1047.6,1062.4,1056.8,1080.2,1072.8,1069.4,1061.9,1064.0,1202.7
23-04-25_09:54:27,lz4,131072,31457280,1,1096.78,1100862689,345076,37.042,0.238,2.228,13.169,True,33.169,32.072,1109.0,1103.1,1095.6,1101.1,1096.6,1091.9,1094.6,1100.2,1093.3,1093.2,1095.6,1096.8,1099.4,1108.7,1098.9,1081.3,1096.0,1106.2,1078.9,1095.3
23-04-25_09:55:33,zstd,131072,31457280,1,1024.59,1048104359,371004,28.021,5.019,-5.118,9.307,False,34.189,31.138,1023.0,1014.3,1014.2,1025.3,1015.9,1018.9,1023.9,1024.5,1022.5,1028.3,1013.0,1024.1,1005.5,1017.0,1025.0,1028.2,1020.7,1022.9,1094.0,1030.4
23-04-25_09:56:38,lz4,131072,41943040,1,1050.73,1100869826,344476,31.288,0.237,2.398,11.308,True,32.504,32.230,1064.6,1041.1,1047.3,1046.9,1030.9,1048.5,1065.4,1047.3,1048.9,1041.2,1058.2,1051.8,1050.9,1048.2,1044.2,1057.8,1066.0,1048.7,1057.3,1049.4
23-04-25_09:57:45,zstd,131072,41943040,1,982.42,1047994626,348044,22.753,5.029,1.387,9.723,False,34.445,32.866,967.6,970.3,967.9,972.3,973.0,972.6,968.7,972.8,979.7,973.3,1043.0,973.9,971.0,974.7,971.8,1039.1,1035.6,984.7,970.6,965.6
23-04-25_09:58:51,lz4,131072,41943040,2,1115.77,1100869826,378728,39.415,0.237,-7.307,10.782,True,32.649,33.167,1095.1,1115.1,1131.5,1102.4,1120.2,1126.4,1108.2,1105.4,1202.0,1124.1,1100.4,1113.9,1111.2,1084.4,1120.9,1121.3,1114.5,1108.4,1109.7,1100.5
23-04-25_09:59:56,lz4,131072,31457280,2,1110.23,1100862689,449108,38.722,0.238,-27.248,3.904,False,32.830,31.952,1110.0,1128.4,1090.8,1108.5,1108.6,1107.3,1113.8,1113.1,1099.8,1111.5,1103.8,1102.6,1097.3,1121.5,1111.3,1122.3,1121.5,1107.3,1101.3,1123.9
23-04-25_10:01:04,lz4,262144,41943040,2,1143.34,1099067983,380720,42.859,0.400,-7.871,11.796,True,34.298,33.401,1132.0,1157.9,1139.9,1149.3,1152.4,1133.6,1140.7,1148.2,1150.0,1146.3,1145.4,1125.9,1143.9,1150.0,1135.1,1147.5,1155.1,1151.1,1150.6,1111.6
23-04-25_10:02:10,lz4,262144,41943040,3,1163.67,1099067983,424080,45.400,0.400,-20.156,8.548,False,34.336,31.460,1150.8,1140.5,1189.1,1150.6,1147.8,1156.5,1156.8,1158.5,1227.9,1163.4,1177.4,1160.9,1156.5,1150.5,1147.1,1166.8,1166.6,1168.0,1159.3,1178.5
23-04-25_10:03:16,zstd,262144,41943040,2,1029.68,1042889714,406396,28.657,5.491,-15.146,6.334,False,34.899,31.672,1019.6,1028.9,1046.7,1033.1,1034.5,1017.3,1027.6,1016.5,1017.9,1039.9,1017.5,1012.5,1048.3,1032.7,1042.2,1025.6,1044.6,1031.5,1028.3,1028.5
23-04-25_10:04:23,zstd,262144,41943040,2,1041.58,1042889714,412428,30.144,5.491,-16.855,6.260,False,34.534,32.521,1088.3,1095.8,1149.6,1040.2,1056.0,1021.2,1034.5,1022.8,1027.5,1017.8,1031.2,1029.8,1025.5,1038.0,1029.9,1025.7,1030.3,1012.8,1018.3,1036.2
23-04-25_10:05:29,lz4,262144,41943040,3,1160.77,1099067983,426424,45.037,0.400,-20.821,8.206,False,34.353,31.460,1154.1,1164.3,1147.9,1155.2,1166.4,1182.8,1156.1,1155.0,1181.0,1179.1,1163.5,1155.8,1141.6,1166.3,1157.0,1155.1,1152.3,1149.5,1170.9,1161.3
23-04-25_10:06:38,zstd,262144,41943040,2,1032.08,1042889714,408732,28.957,5.491,-15.808,6.214,False,34.715,33.426,1036.2,1011.4,1019.7,1024.0,1019.0,1029.2,1014.2,1019.5,1021.2,1036.9,1021.8,1011.3,1019.0,1040.2,1114.7,1113.7,1009.0,1024.8,1020.4,1035.4
23-04-25_10:07:45,zstd,262144,41943040,2,1039.99,1042889714,416504,29.946,5.491,-18.010,5.809,False,34.661,32.457,1032.8,1040.5,1038.2,1026.5,1036.4,1020.4,1036.7,1029.8,1049.7,1037.2,1036.8,1038.7,1033.8,1026.9,1036.5,1038.2,1052.9,1038.6,1036.7,1112.5
