time,compression,Page Size,Cluster Size,Cluster Bunch,throughput(MB/s),size(MB),memory,throughput_increase(%),size_decrease(%),memory_decrease(%),performance(%),accepted,writing_time,processing_time,res_0,res_1,res_2,res_3,res_4,res_5,res_6,res_7,res_8,res_9,res_10,res_11,res_12,res_13,res_14,res_15,res_16,res_17,res_18,res_19
23-04-25_07:08:28,lz4,2097152,104857600,2,1087.16,2260127456,339548,125.719,2.002,-14.570,37.717,False,111.268,19.710,1080.5,1112.9,1089.4,1088.4,1092.2,1086.9,1087.0,1077.6,1087.6,1089.1,1088.0,1087.1,1081.7,1085.0,1090.3,1079.2,1087.4,1080.6,1084.1,1088.3
23-04-25_07:10:37,lz4,2097152,52428800,1,936.34,2263906200,293348,94.406,1.838,1.019,32.421,False,108.261,20.848,931.4,933.4,923.3,916.7,935.6,925.2,935.2,942.5,938.2,928.7,995.6,929.2,942.8,938.2,938.6,935.3,928.3,935.6,936.5,936.6
23-04-25_07:12:49,lz4,4194304,104857600,1,1047.89,2259784018,314084,117.567,2.017,-5.978,37.869,False,111.642,20.152,1046.6,1042.1,1047.3,1045.0,1047.2,1043.0,1049.1,1050.9,1043.1,1054.9,1047.0,1027.4,1040.7,1046.4,1045.5,1052.0,1080.7,1066.9,1041.1,1041.3
23-04-25_07:15:00,lz4,2097152,52428800,1,909.17,2263906200,288452,88.764,1.838,2.671,31.091,False,110.427,20.962,901.9,908.3,895.8,906.0,906.4,914.9,897.8,909.2,903.9,892.1,902.3,914.8,913.3,913.9,903.6,969.7,906.4,899.5,923.4,900.0
23-04-25_07:17:11,lz4,1048576,104857600,1,941.44,2261544877,312716,95.465,1.940,-5.516,30.630,False,110.185,20.963,942.4,946.3,933.4,939.0,944.3,934.4,943.4,940.6,949.2,951.4,940.1,955.0,934.1,942.8,935.7,936.7,939.5,944.4,942.9,933.4
23-04-25_07:19:23,lz4,1048576,104857600,1,972.56,2261544877,311684,101.926,1.940,-5.168,32.900,False,110.429,20.814,976.7,979.3,969.8,976.2,964.3,973.4,971.6,963.8,967.8,970.0,982.3,972.1,970.2,976.0,982.4,971.2,971.3,973.6,972.1,967.1
23-04-25_07:21:39,lz4,2097152,157286400,1,1054.75,2258885708,335052,118.991,2.056,-13.053,35.998,False,115.880,20.227,1068.2,1060.0,1055.9,1054.5,1037.5,1056.0,1054.6,1075.2,1084.4,1049.4,1058.9,1039.6,1011.6,1089.6,1086.3,1038.0,1026.1,1054.8,1057.0,1037.4
23-04-25_07:23:48,lz4,2097152,52428800,1,983.18,2263906200,294756,104.131,1.838,0.544,35.504,False,109.405,20.166,989.1,987.3,975.9,978.5,972.6,979.3,972.5,984.1,995.3,983.4,980.2,976.9,990.2,973.7,973.6,1005.2,984.2,991.3,978.2,992.0
23-04-25_07:25:59,lz4,1048576,104857600,1,939.87,2261544877,312368,95.138,1.940,-5.399,30.560,False,110.357,20.848,929.0,929.0,932.7,952.2,950.6,950.7,937.6,937.7,941.9,934.4,936.9,935.3,938.0,937.3,942.8,943.3,950.0,940.3,934.0,943.6
23-04-25_07:28:09,lz4,1048576,104857600,1,999.73,2261544877,313108,107.566,1.940,-5.648,34.619,False,109.291,20.555,994.3,1010.2,992.4,997.8,999.5,1015.6,979.8,997.7,1013.8,1007.3,994.3,989.6,988.2,1006.1,1009.2,999.7,1000.2,998.6,994.6,1005.4
23-04-25_07:30:21,zstd,2097152,104857600,1,863.89,1947464899,321804,79.363,15.559,-8.583,28.780,False,110.112,21.477,853.2,862.9,860.5,863.5,863.2,862.1,861.5,860.4,861.2,856.6,859.6,862.3,864.0,856.0,882.4,890.8,887.6,856.1,857.0,856.9
23-04-25_07:32:33,zstd,2097152,104857600,1,875.26,1947464899,323272,81.724,15.559,-9.078,29.401,False,110.956,21.475,888.7,880.9,855.0,866.4,841.8,862.8,904.5,861.9,895.7,849.5,860.1,892.3,861.9,871.6,864.7,866.7,897.2,893.1,893.3,897.2
23-04-25_07:34:44,lz4,2097152,52428800,1,897.12,2263906200,293516,86.262,1.838,0.962,29.687,False,109.328,21.081,886.5,895.3,924.3,900.6,895.6,891.9,896.6,897.1,896.1,897.0,895.4,889.2,911.2,900.7,895.3,889.3,889.4,893.5,896.7,900.6
23-04-25_07:36:55,zstd,2097152,104857600,1,887.09,1947464899,321492,84.180,15.559,-8.477,30.420,False,109.715,21.282,865.4,875.6,877.5,874.3,899.6,870.7,864.0,898.0,865.2,894.2,896.8,898.5,900.6,897.8,897.2,895.9,895.8,907.9,871.9,894.8
23-04-25_07:39:06,lz4,2097152,104857600,2,995.56,2260127456,339168,106.701,2.002,-14.442,31.420,False,110.056,20.617,1002.5,989.7,994.3,987.7,996.4,993.6,1001.1,997.0,996.1,995.0,994.4,999.3,996.4,998.3,992.2,1000.0,994.5,994.6,993.8,994.4
23-04-25_07:41:17,lz4,2097152,104857600,2,1037.98,2260127456,340412,115.508,2.002,-14.861,34.216,False,110.700,20.328,1041.7,1040.3,1051.1,1041.6,1035.6,1036.9,1038.0,1039.7,1031.6,1043.1,1041.1,1038.9,1038.0,1036.6,1044.3,1036.4,1032.6,1038.1,1012.7,1041.3
23-04-25_07:43:27,lz4,4194304,104857600,1,1070.21,2259784018,313556,122.200,2.017,-5.800,39.472,True,110.101,20.223,1084.7,1075.0,1075.0,1067.6,1063.7,1104.5,1063.5,1061.5,1062.9,1074.0,1076.7,1066.7,1071.4,1052.2,1065.6,1064.2,1050.5,1097.8,1062.7,1064.0
23-04-25_07:45:39,lz4,8388608,104857600,1,1064.93,2259762968,312408,121.103,2.018,-5.412,39.236,False,111.785,20.167,1054.1,1060.8,1070.4,1074.1,1074.4,1055.9,1071.8,1056.7,1061.6,1060.0,1067.3,1096.4,1060.1,1061.0,1066.1,1076.3,1059.9,1056.3,1060.7,1054.8
23-04-25_07:47:50,lz4,4194304,104857600,2,1037.60,2259784018,340520,115.429,2.017,-14.898,34.183,False,111.004,20.419,1034.1,1036.0,1037.9,1033.2,1038.5,1037.2,1038.5,1038.8,1038.9,1038.7,1070.2,1029.9,1038.8,1043.1,1027.8,1039.0,1040.2,1039.3,1016.1,1035.7
