time,compression,Page Size,Cluster Size,Cluster Bunch,throughput(MB/s),size(MB),memory,throughput_increase(%),size_decrease(%),memory_decrease(%),performance(%),accepted,writing_time,processing_time,throughput_0,throughput_1,throughput_2,throughput_3,throughput_4,throughput_5,throughput_6,throughput_7,throughput_8,throughput_9,throughput_10,throughput_11,throughput_12,throughput_13,throughput_14,throughput_15,throughput_16,throughput_17,throughput_18,throughput_19,memory_0,memory_1,memory_2,memory_3,memory_4,memory_5,memory_6,memory_7,memory_8,memory_9,memory_10,memory_11,memory_12,memory_13,memory_14,memory_15,memory_16,memory_17,memory_18,memory_19
23-04-26_09:57:07,zstd,4194304,104857600,1,872.89,1946470506,321964.80,82.629,15.602,-8.949,29.760,False,112.768,21.819,904.1,866.4,863.0,860.9,867.2,859.4,863.1,869.7,897.5,892.3,861.3,858.5,890.5,867.7,849.2,867.9,888.9,870.2,870.0,890.0,321484.0,321372.0,322248.0,322000.0,322440.0,321392.0,322052.0,321292.0,321708.0,321420.0,323288.0,323348.0,321400.0,321832.0,323320.0,321540.0,322800.0,321272.0,321832.0,321256.0
23-04-26_09:59:18,lz4,4194304,52428800,1,906.71,2263864705,291928.00,89.705,1.840,1.215,30.920,False,109.485,21.415,897.5,892.1,904.7,907.6,901.0,911.1,914.0,908.7,908.8,914.3,909.2,899.4,908.4,902.4,913.8,905.8,931.9,901.2,903.4,899.0,289968.0,288712.0,289948.0,289372.0,289192.0,289960.0,294236.0,294144.0,289172.0,294388.0,294240.0,293288.0,288704.0,294988.0,288432.0,294268.0,293664.0,294328.0,294196.0,293360.0
23-04-26_10:01:34,lz4,4194304,52428800,1,874.37,2263864705,292310.00,82.940,1.840,1.086,28.622,False,113.693,21.797,868.7,863.7,861.1,866.9,862.1,881.9,888.6,884.7,879.2,863.9,881.5,885.3,888.1,890.2,881.7,876.2,870.1,859.4,873.6,860.7,288696.0,294144.0,294964.0,288836.0,294936.0,289380.0,293480.0,289416.0,288460.0,293232.0,293048.0,293284.0,293288.0,293840.0,293236.0,293280.0,294296.0,294464.0,293252.0,288668.0
23-04-26_10:03:50,lz4,8388608,104857600,1,1048.59,2259762968,311367.40,119.390,2.018,-5.363,38.682,False,115.006,20.886,1063.8,1015.8,1075.8,1044.4,1040.7,1042.8,1059.8,1065.4,1061.8,1052.8,1049.7,1047.6,1061.7,1047.5,1056.9,1048.7,1049.8,1048.1,1034.9,1003.7,312288.0,311580.0,311580.0,311364.0,302980.0,312080.0,311156.0,312324.0,311500.0,311248.0,312064.0,312232.0,311324.0,311672.0,311252.0,312260.0,311356.0,312952.0,312936.0,311200.0
23-04-26_10:06:04,lz4,8388608,104857600,1,1042.02,2259762968,311611.00,118.016,2.018,-5.445,38.196,False,113.915,20.688,1035.2,1020.8,1042.7,1047.1,1045.9,1047.6,1007.1,1040.0,1051.2,1043.9,1049.2,1048.2,1052.3,1048.0,1029.1,1044.9,1054.6,1038.2,1043.7,1050.8,311176.0,312332.0,311256.0,312380.0,311152.0,311660.0,311236.0,312072.0,311232.0,311544.0,311844.0,311180.0,310940.0,312360.0,311148.0,311436.0,312388.0,311244.0,312388.0,311252.0
23-04-26_10:08:18,lz4,4194304,104857600,2,1039.14,2259784018,339719.40,117.412,2.017,-14.957,34.824,False,112.838,20.592,1056.6,1038.6,1035.1,1045.9,1036.9,1038.6,1035.9,1033.4,1042.6,1045.3,1039.7,1043.8,997.7,1039.9,1047.7,1046.1,1035.4,1037.6,1043.2,1042.8,332020.0,340608.0,337796.0,338416.0,342236.0,340248.0,337780.0,340508.0,341740.0,340876.0,340684.0,340528.0,341680.0,338016.0,341656.0,338668.0,340976.0,341412.0,337824.0,340716.0
23-04-26_10:10:31,lz4,4194304,157286400,1,1048.59,2258421313,335471.20,119.391,2.076,-13.519,35.982,False,112.366,20.757,1038.4,1046.8,1056.1,1031.2,1052.0,1039.0,1054.1,1063.5,1043.1,1054.6,1028.3,1061.5,1055.3,1038.3,1043.0,1052.9,1073.9,1046.8,1047.0,1046.1,333864.0,345692.0,333448.0,333308.0,333832.0,333708.0,332752.0,346160.0,333884.0,333696.0,346940.0,333276.0,333888.0,334520.0,332784.0,334544.0,333500.0,333280.0,333504.0,332844.0
23-04-26_10:12:45,lz4,4194304,104857600,2,1033.26,2259784018,339280.40,116.183,2.017,-14.808,34.464,False,113.723,20.956,1013.6,1037.6,1015.7,1037.8,1024.2,1037.8,1026.8,1035.9,1038.7,1031.6,1050.9,1036.1,1052.5,1029.5,1038.9,1040.7,1035.1,1040.4,1015.3,1026.0,339692.0,337776.0,338984.0,340524.0,337708.0,338256.0,339000.0,337820.0,339568.0,338656.0,339008.0,339008.0,340208.0,337936.0,338280.0,342172.0,340680.0,339564.0,339996.0,340772.0
23-04-26_10:15:03,lz4,2097152,104857600,1,1010.05,2260127456,311622.00,111.326,2.002,-5.449,35.960,False,115.943,21.152,1053.7,1005.4,1025.9,1001.1,1009.3,1014.0,1038.3,1035.2,987.4,1016.7,973.4,987.6,1013.5,990.7,1028.1,1003.9,1035.6,1005.2,991.3,984.6,311680.0,311224.0,310940.0,311168.0,312380.0,311216.0,311204.0,311184.0,311212.0,311212.0,311984.0,311696.0,312392.0,311424.0,312948.0,312044.0,311420.0,311648.0,311204.0,312260.0
23-04-26_10:17:17,lz4,8388608,104857600,1,1056.35,2259762968,311784.80,121.014,2.018,-5.504,39.176,False,114.205,20.569,1023.5,1046.0,1037.5,1053.2,1076.1,1086.7,1060.8,1048.9,1072.2,1059.9,1072.2,1031.3,1054.2,1052.2,1052.1,1031.1,1093.5,1074.1,1057.4,1044.0,312420.0,311860.0,312324.0,312384.0,312452.0,311976.0,311224.0,311948.0,312404.0,311404.0,311248.0,312360.0,310924.0,310932.0,311652.0,311256.0,311252.0,312260.0,311176.0,312240.0
23-04-26_10:19:33,zstd,4194304,104857600,1,869.97,1946470506,322028.80,82.019,15.602,-8.971,29.550,False,113.791,21.913,879.4,880.8,878.5,873.0,859.3,879.8,851.7,850.7,894.6,861.1,885.0,853.1,857.2,882.3,880.8,853.1,882.6,843.0,874.9,878.6,321696.0,322316.0,321840.0,322108.0,321660.0,321440.0,321708.0,321560.0,322424.0,322072.0,321664.0,321464.0,322832.0,321404.0,323328.0,322228.0,322228.0,322604.0,321836.0,322164.0
23-04-26_10:21:47,lz4,4194304,104857600,2,993.69,2259784018,338518.00,107.903,2.017,-14.550,31.790,False,113.001,21.261,1009.3,977.5,957.2,995.2,1006.0,998.5,995.2,993.5,988.8,1001.6,991.3,1008.2,965.1,1004.5,982.0,984.3,993.7,1012.1,1006.2,1003.6,330124.0,339632.0,340188.0,339476.0,338404.0,339356.0,338344.0,339744.0,340452.0,338336.0,338648.0,338412.0,338660.0,338904.0,339440.0,340972.0,340220.0,339752.0,339992.0,331304.0
