compression,Page Size,Cluster Size,Cluster Bunch,throughput(MB/s),size(MB),throughput_increase(%),size_decrease(%),performance(%),accepted,res_0,res_1,res_2,res_3,res_4,res_5,res_6,res_7,res_8,res_9
lz4,16777216,41943040,4,993.98,1096411814,22.508,0.641,11.575,False,1051.2,1052.7,1047.1,955.5,975.8,979.0,983.4,974.7,956.0,964.5
lzma,16777216,31457280,4,34.09,987854597,-95.798,10.479,-42.66,False,33.9,34.2,34.0,34.1,34.1,34.4,33.9,34.3,33.9,34.1
lz4,8388608,31457280,4,983.34,1096531365,21.197,0.63,10.913,False,988.1,977.2,979.7,979.9,985.7,982.2,989.3,977.9,984.3,989.0
lz4,16777216,31457280,3,987.08,1096531370,21.658,0.63,11.144,False,984.0,993.9,994.7,987.7,986.2,994.1,975.4,984.5,979.3,990.8
none,16777216,31457280,4,1222.02,1574433749,50.614,-42.678,3.968,False,1229.8,1217.1,1223.2,1216.0,1215.9,1230.9,1226.0,1219.0,1224.3,1217.9
lz4,16777216,41943040,4,978.88,1096411814,20.647,0.641,10.644,False,961.9,974.4,980.2,987.0,989.2,968.6,980.9,987.4,979.8,979.2
lz4,16777216,31457280,5,980.01,1096531370,20.787,0.63,10.709,True,968.7,988.3,982.4,963.7,984.1,977.7,990.1,974.1,983.0,988.0
lz4,8388608,31457280,5,976.67,1096531365,20.375,0.63,10.502,True,963.5,978.7,980.0,954.2,978.6,987.5,979.7,985.9,979.3,979.3
lz4,8388608,31457280,4,972.13,1096531365,19.816,0.63,10.223,True,956.2,977.2,958.8,966.0,969.4,989.9,957.7,978.3,986.2,981.7
lz4,8388608,31457280,5,972.21,1096531365,19.825,0.63,10.228,True,960.2,977.1,959.6,974.2,964.7,975.0,981.5,970.5,980.6,978.7
zstd,8388608,31457280,5,925.13,1018359943,14.023,7.714,10.869,True,907.7,904.5,909.3,972.9,962.0,973.1,895.1,907.0,904.6,915.0
zlib,8388608,31457280,5,335.43,1034141423,-58.658,6.284,-26.187,False,333.1,337.5,337.3,333.2,336.9,337.6,335.6,332.9,336.4,334.0
zstd,8388608,41943040,5,924.69,1018150908,13.968,7.733,10.85,True,926.5,922.5,920.9,921.3,921.8,932.3,929.5,932.4,903.8,935.9
zstd,8388608,52428800,5,894.12,1018006847,10.2,7.746,8.973,False,876.5,880.4,864.0,866.5,866.1,920.3,914.7,918.3,916.8,917.6
zstd,8388608,31457280,5,910.89,1018359943,12.267,7.714,9.991,False,915.5,904.2,912.2,913.9,909.7,909.3,897.8,916.5,917.1,912.6
zlib,8388608,41943040,5,335.07,1034035671,-58.703,6.294,-26.205,False,335.6,335.3,332.8,338.9,336.4,334.5,332.8,336.9,333.6,333.9
none,8388608,41943040,5,1223.4,1574407017,50.785,-42.676,4.054,False,1221.7,1229.3,1217.0,1232.5,1220.3,1225.0,1223.7,1218.9,1223.0,1222.6
zstd,8388608,41943040,4,942.39,1018150908,16.149,7.733,11.941,True,928.5,929.1,932.4,924.3,938.0,985.7,991.1,936.6,923.5,934.6
zstd,8388608,41943040,5,925.18,1018150908,14.029,7.733,10.881,False,921.5,924.5,927.7,929.9,926.2,918.0,927.6,920.8,930.7,924.9
zstd,8388608,41943040,5,929.76,1018150908,14.594,7.733,11.163,False,904.1,982.3,919.9,928.6,922.7,922.0,926.1,935.8,939.0,917.1
zstd,16777216,41943040,4,926.85,1018150916,14.235,7.733,10.984,False,925.0,912.2,931.1,932.1,919.0,924.5,935.2,931.1,926.9,931.5
zstd,8388608,41943040,3,926.89,1018150908,14.239,7.733,10.986,False,933.0,926.6,934.9,924.4,927.0,933.0,914.0,920.4,921.0,934.5
zstd,16777216,41943040,4,944.89,1018150916,16.458,7.733,12.095,True,933.9,926.1,924.9,986.8,972.6,978.3,932.4,927.2,932.4,934.2
zstd,16777216,31457280,4,906.77,1018359947,11.76,7.714,9.737,False,909.6,917.3,899.3,912.2,909.0,906.7,906.2,904.9,896.8,905.7
zlib,16777216,41943040,4,334.55,1034035676,-58.767,6.294,-26.237,False,332.9,332.5,337.0,333.9,334.5,334.3,333.3,338.4,335.2,333.4
zstd,8388608,41943040,4,936.37,1018150908,15.408,7.733,11.57,True,937.9,938.1,933.6,924.6,923.1,936.7,933.2,981.7,915.9,938.8
zstd,8388608,31457280,4,902.82,1018359943,11.273,7.714,9.494,False,900.8,899.7,904.7,901.9,898.2,902.1,909.6,904.3,899.2,907.5
zstd,4194304,41943040,4,937.97,1018150908,15.606,7.733,11.669,True,937.7,933.6,932.9,934.8,925.0,925.3,938.0,937.4,917.8,997.3
zstd,4194304,41943040,3,928.11,1018150908,14.39,7.733,11.062,False,924.6,923.3,927.1,927.7,926.6,910.7,938.2,938.9,927.5,936.6
zstd,2097152,41943040,4,935.97,1018150787,15.358,7.733,11.546,False,945.2,924.1,938.0,939.0,937.7,936.7,926.3,936.6,931.0,945.3
zstd,2097152,41943040,4,921.19,1018150787,13.537,7.733,10.635,False,933.2,920.5,933.8,931.5,920.5,918.9,916.0,904.4,922.5,910.7
zstd,4194304,52428800,4,878.48,1018006847,8.274,7.746,8.01,False,919.3,871.1,910.8,917.1,855.8,851.2,846.2,915.3,847.1,851.1
zstd,4194304,41943040,3,965.82,1018150908,19.038,7.733,13.385,True,912.5,930.8,926.9,924.6,994.7,1001.2,989.2,990.7,996.3,991.3
zstd,2097152,41943040,3,933.58,1018150787,15.064,7.733,11.399,False,934.7,939.7,934.3,929.8,932.0,930.5,934.7,933.1,937.3,929.6
zstd,2097152,41943040,3,938.63,1018150787,15.687,7.733,11.71,True,944.1,931.2,941.0,932.5,944.0,932.6,940.6,942.0,947.1,931.3
zstd,1048576,41943040,3,882.12,1018285572,8.722,7.721,8.222,False,886.3,878.9,884.8,887.1,881.3,871.3,880.6,881.0,882.1,887.9
lz4,2097152,41943040,3,977.27,1096424582,20.449,0.64,10.545,True,968.9,982.1,989.0,973.9,973.1,986.5,980.0,981.1,978.5,959.6
lz4,2097152,41943040,2,1054.45,1096424582,29.962,0.64,15.301,True,1049.2,1058.2,1073.7,1038.6,1039.2,1040.3,1055.4,1066.1,1072.7,1051.2
zlib,2097152,41943040,2,326.37,1034090000,-59.775,6.289,-26.743,False,294.2,324.2,327.0,330.8,325.0,331.8,329.7,333.9,332.0,335.1
zstd,2097152,41943040,2,934.43,1018150787,15.168,7.733,11.451,False,931.0,928.8,933.2,937.1,946.1,939.2,939.7,932.5,935.4,921.3
lz4,2097152,41943040,3,980.72,1096424582,20.875,0.64,10.757,False,979.5,985.3,978.2,985.0,972.5,973.8,985.2,990.4,972.0,985.2
lz4,2097152,41943040,1,965.77,1096424582,19.032,0.64,9.836,False,975.2,979.7,969.2,966.8,970.0,975.9,968.8,952.3,937.1,962.7
lz4,2097152,41943040,1,972.82,1096424582,19.901,0.64,10.27,False,971.7,958.1,969.3,977.1,981.3,967.8,985.4,961.7,988.1,967.7
lzma,2097152,41943040,2,34.18,987605497,-95.787,10.501,-42.643,False,34.0,34.6,34.3,34.2,34.1,34.6,34.1,34.0,34.1,33.9
lz4,4194304,41943040,2,985.75,1096411810,21.494,0.641,11.068,False,997.7,979.4,999.0,991.9,996.8,993.1,965.6,959.9,993.3,980.8
lz4,2097152,41943040,1,968.15,1096424582,19.325,0.64,9.982,False,973.8,977.3,958.5,958.6,969.6,969.4,965.4,966.0,981.0,962.0
lz4,2097152,31457280,2,988.93,1096531365,21.886,0.63,11.258,False,989.2,989.6,993.6,995.1,995.6,972.8,995.8,988.2,994.3,975.1
lz4,2097152,41943040,1,970.94,1096424582,19.668,0.64,10.154,False,975.0,978.1,966.3,974.2,967.2,965.1,965.0,972.6,965.1,980.8
lz4,2097152,41943040,1,969.68,1096424582,19.514,0.64,10.077,False,951.8,968.3,980.4,969.0,983.3,969.6,962.6,982.7,973.2,956.0
lz4,2097152,52428800,2,938.62,1096596968,15.686,0.624,8.155,False,944.0,939.4,943.2,938.0,944.3,939.9,924.1,949.6,924.2,939.5
lz4,2097152,52428800,2,940.84,1096596968,15.959,0.624,8.291,False,948.3,944.8,929.4,948.6,945.0,928.6,926.0,952.1,945.2,940.4
lz4,2097152,41943040,3,974.68,1096424582,20.129,0.64,10.384,False,984.6,974.0,964.1,978.7,973.6,982.5,980.0,967.3,965.3,976.8
lz4,2097152,41943040,3,976.92,1096424582,20.406,0.64,10.523,False,979.4,973.9,979.2,960.7,973.9,986.2,980.0,964.5,991.1,980.4
lz4,2097152,41943040,3,983.42,1096424582,21.207,0.64,10.923,False,961.9,990.3,982.6,987.1,982.0,984.2,993.0,987.2,988.6,977.2
lz4,2097152,41943040,1,978.25,1096424582,20.57,0.64,10.605,False,975.6,973.3,980.0,971.1,984.1,986.4,967.4,983.8,987.2,973.6
lz4,1048576,41943040,2,932.61,1096750931,14.944,0.61,7.777,False,933.3,928.0,934.0,930.6,935.1,918.1,934.1,936.8,929.1,946.9
none,2097152,41943040,2,1238.89,1574407017,52.694,-42.676,5.009,False,1240.1,1228.8,1232.4,1254.9,1240.3,1234.4,1252.0,1242.9,1226.4,1236.8
lz4,1048576,41943040,2,945.0,1096750931,16.472,0.61,8.541,False,950.8,941.4,949.3,933.3,945.8,956.1,941.8,948.9,946.6,936.1
lz4,1048576,41943040,2,944.64,1096750931,16.427,0.61,8.519,False,947.6,942.7,944.4,929.9,945.7,940.8,951.1,945.0,943.1,956.0
lz4,1048576,41943040,2,937.6,1096750931,15.559,0.61,8.085,False,947.9,933.7,918.7,946.5,936.5,926.1,936.5,939.0,950.2,941.0
lz4,2097152,52428800,2,940.49,1096596968,15.916,0.624,8.27,False,936.5,938.6,945.9,945.2,946.1,934.2,926.1,944.6,945.5,942.2
zlib,2097152,41943040,2,331.17,1034090000,-59.183,6.289,-26.447,False,331.9,332.6,329.9,331.5,331.0,329.6,331.7,330.4,331.4,331.8
lz4,2097152,31457280,2,991.82,1096531365,22.243,0.63,11.436,False,987.5,984.7,989.8,996.7,986.9,993.4,1000.4,1005.2,981.4,992.3
lz4,4194304,41943040,2,981.45,1096411810,20.964,0.641,10.802,False,988.7,979.6,975.8,985.4,985.5,971.0,983.0,980.0,985.9,979.6
lz4,1048576,41943040,2,934.73,1096750931,15.206,0.61,7.908,False,929.0,934.6,935.6,935.9,938.9,919.5,945.6,940.2,935.7,932.3
