time,compression,Page Size,Cluster Size,Cluster Bunch,throughput(MB/s),size(MB),memory,throughput_increase(%),size_decrease(%),memory_decrease(%),performance(%),accepted,writing_time,processing_time,res_0,res_1,res_2,res_3,res_4,res_5,res_6,res_7,res_8,res_9,res_10,res_11,res_12,res_13,res_14,res_15,res_16,res_17,res_18,res_19
23-04-24_19:20:30,zstd,4194304,20971520,2,1238.88,864455432,337004,63.940,20.768,14.651,33.120,False,66.502,53.739,1244.1,1242.7,1243.9,1244.4,1228.9,1250.6,1240.8,1245.2,1237.6,1221.6,1236.6,1250.5,1234.3,1238.3,1241.5,1225.5,1234.0,1232.6,1236.4,1247.9
23-04-24_19:22:30,lz4,4194304,10485760,2,1594.42,1079825345,316792,110.988,1.029,19.770,43.929,True,72.270,47.936,1583.1,1595.6,1592.9,1596.9,1592.1,1590.8,1637.5,1610.6,1586.0,1590.2,1587.8,1592.8,1589.6,1591.6,1590.3,1599.2,1597.3,1584.8,1590.5,1589.1
23-04-24_19:24:30,lz4,8388608,10485760,2,1591.97,1079825345,315112,110.664,1.029,20.196,43.963,True,71.434,48.273,1596.0,1588.1,1583.0,1590.9,1587.2,1593.1,1594.8,1594.2,1588.9,1596.2,1592.0,1599.7,1586.7,1603.0,1594.6,1581.5,1580.9,1606.0,1589.5,1593.2
23-04-24_19:26:30,lz4,4194304,10485760,2,1595.95,1079825345,316176,111.191,1.029,19.926,44.049,True,71.464,48.314,1594.2,1619.5,1595.0,1592.1,1595.7,1594.6,1585.3,1590.5,1594.5,1596.3,1595.4,1591.6,1598.3,1596.3,1599.5,1592.8,1602.1,1592.9,1596.0,1596.5
23-04-24_19:28:24,zstd,4194304,10485760,2,1257.03,861535177,314272,66.342,21.036,20.408,35.929,False,62.102,52.212,1250.5,1245.5,1260.6,1262.2,1254.2,1272.8,1253.8,1258.3,1260.0,1287.4,1250.5,1246.1,1256.5,1258.1,1258.1,1252.3,1258.5,1250.3,1254.7,1250.1
23-04-24_19:30:19,zstd,4194304,10485760,2,1256.29,861535177,313516,66.243,21.036,20.600,35.960,False,62.727,52.414,1264.6,1268.7,1252.2,1257.1,1254.0,1266.3,1249.7,1259.1,1246.5,1257.2,1254.8,1262.1,1253.0,1256.1,1260.2,1255.5,1246.3,1251.0,1255.7,1255.4
23-04-24_19:32:22,lz4,4194304,20971520,2,1569.18,1078480886,353336,107.648,1.152,10.515,39.772,False,73.360,49.108,1570.8,1608.8,1562.1,1554.2,1577.1,1569.7,1582.5,1581.9,1570.2,1569.0,1548.8,1554.9,1555.8,1576.4,1571.6,1561.0,1560.9,1571.9,1565.2,1570.9
23-04-24_19:34:23,lz4,4194304,10485760,3,1612.89,1079825345,333276,113.433,1.029,15.596,43.352,False,72.252,48.396,1654.7,1623.3,1608.0,1605.5,1605.5,1613.7,1604.5,1599.8,1614.8,1608.2,1613.5,1603.9,1614.1,1602.6,1612.0,1614.3,1606.8,1621.2,1616.5,1615.1
23-04-24_19:36:25,lz4,4194304,20971520,2,1582.17,1078480886,353460,109.367,1.152,10.484,40.334,False,73.550,49.227,1572.9,1583.7,1569.5,1576.6,1589.5,1580.9,1562.3,1580.3,1579.2,1595.3,1573.9,1572.7,1585.2,1580.5,1582.2,1596.7,1570.5,1593.7,1589.0,1608.9
23-04-24_19:38:25,lz4,4194304,10485760,1,1543.36,1079825345,303952,104.232,1.029,23.022,42.761,False,71.139,48.210,1528.7,1551.3,1545.9,1533.5,1541.7,1555.6,1552.0,1543.5,1544.2,1544.9,1537.6,1557.0,1526.5,1541.6,1520.1,1550.2,1550.9,1549.9,1548.6,1543.6
23-04-24_19:40:20,zstd,4194304,10485760,2,1269.66,861535177,312888,68.013,21.036,20.759,36.603,False,62.340,52.363,1272.6,1269.3,1275.0,1265.8,1257.5,1267.0,1273.0,1273.4,1278.3,1270.5,1264.1,1269.7,1269.5,1266.3,1268.6,1264.6,1266.1,1281.2,1269.2,1271.6
23-04-24_19:42:22,lz4,4194304,20971520,2,1574.95,1078480886,354440,108.412,1.152,10.236,39.933,False,73.565,49.222,1588.1,1558.9,1572.7,1570.0,1590.8,1572.1,1561.8,1572.5,1569.8,1578.1,1561.3,1572.2,1578.4,1576.9,1616.6,1575.6,1568.0,1567.2,1581.6,1566.2
23-04-24_19:44:21,lz4,8388608,10485760,2,1590.85,1079825345,316788,110.516,1.029,19.771,43.772,True,70.810,48.137,1600.6,1593.8,1602.8,1588.1,1593.2,1585.5,1599.1,1588.5,1592.7,1588.6,1593.5,1591.3,1585.9,1587.0,1592.1,1583.2,1596.2,1587.6,1590.1,1577.0
23-04-24_19:46:17,zstd,8388608,10485760,2,1252.51,861535177,314088,65.743,21.036,20.455,35.745,False,62.911,52.440,1262.5,1246.1,1252.3,1264.2,1243.5,1246.9,1252.0,1247.1,1241.7,1258.3,1253.1,1252.4,1256.7,1248.4,1255.4,1248.9,1253.0,1253.6,1255.6,1258.5
23-04-24_19:48:12,zstd,8388608,10485760,2,1253.55,861535177,313460,65.882,21.036,20.614,35.844,False,62.972,52.481,1254.5,1260.6,1258.4,1254.7,1253.7,1253.5,1251.0,1255.8,1255.9,1252.5,1241.9,1248.8,1252.5,1245.0,1260.4,1253.0,1251.0,1263.6,1252.3,1251.9
23-04-24_19:50:10,lz4,16777216,10485760,2,1589.94,1079825352,315096,110.395,1.029,20.200,43.874,True,69.186,48.101,1582.9,1633.9,1587.0,1602.2,1589.5,1582.0,1582.1,1581.8,1598.1,1586.0,1592.2,1589.5,1595.6,1570.0,1592.4,1585.6,1586.6,1581.6,1595.5,1584.3
23-04-24_19:52:11,lz4,16777216,20971520,2,1571.34,1078480896,355020,107.935,1.152,10.089,39.725,False,71.819,48.977,1582.5,1568.7,1565.4,1573.4,1569.2,1567.2,1578.6,1575.7,1570.0,1577.1,1574.6,1574.6,1567.3,1575.0,1565.2,1558.6,1576.0,1577.5,1564.0,1566.4
23-04-24_19:54:10,lz4,8388608,10485760,2,1596.00,1079825345,316828,111.197,1.029,19.761,43.996,True,71.844,48.035,1595.3,1588.9,1593.8,1595.2,1601.8,1591.9,1601.2,1591.3,1590.6,1594.4,1593.1,1592.6,1613.0,1598.6,1590.1,1601.8,1602.7,1595.8,1603.6,1584.2
23-04-24_19:56:06,zstd,8388608,10485760,2,1260.03,861535177,313520,66.739,21.036,20.599,36.125,False,63.438,52.463,1262.9,1257.4,1268.9,1252.6,1260.4,1259.0,1259.0,1259.8,1245.6,1264.8,1260.6,1260.6,1261.6,1262.7,1260.6,1253.8,1267.5,1255.4,1264.4,1263.0
