time,compression,Page Size,Cluster Size,Cluster Bunch,throughput(MB/s),size(MB),memory,throughput_increase(%),size_decrease(%),memory_decrease(%),performance(%),accepted,writing_time,processing_time,throughput_0,throughput_1,throughput_2,throughput_3,throughput_4,throughput_5,throughput_6,throughput_7,throughput_8,throughput_9,throughput_10,throughput_11,throughput_12,throughput_13,throughput_14,throughput_15,throughput_16,throughput_17,throughput_18,throughput_19,memory_0,memory_1,memory_2,memory_3,memory_4,memory_5,memory_6,memory_7,memory_8,memory_9,memory_10,memory_11,memory_12,memory_13,memory_14,memory_15,memory_16,memory_17,memory_18,memory_19
23-04-25_17:56:27,zstd,131072,157286400,2,960.91,875455134,416522.80,28.563,19.760,-5.392,14.311,False,68.287,53.983,969.4,968.1,970.4,974.2,962.7,958.1,955.6,957.1,956.5,961.0,955.3,959.5,960.0,961.6,962.0,951.4,958.9,958.9,960.5,956.8,418684.0,417484.0,417496.0,392272.0,417512.0,417540.0,417844.0,417472.0,417740.0,418172.0,417524.0,418928.0,417624.0,417684.0,417844.0,417528.0,417532.0,418120.0,417624.0,417832.0
23-04-25_17:58:28,zstd,131072,104857600,1,958.46,875531619,353025.80,28.236,19.753,10.675,19.555,False,67.619,53.090,961.6,965.1,966.9,955.5,951.0,969.0,955.1,959.8,955.3,959.3,952.5,956.6,964.5,956.6,956.5,957.5,956.1,964.8,955.7,949.9,352528.0,352848.0,352736.0,352588.0,352680.0,353820.0,352612.0,352708.0,352896.0,352936.0,353648.0,352664.0,352952.0,353664.0,352892.0,353732.0,352924.0,353008.0,353028.0,353652.0
23-04-25_18:00:26,lz4,131072,157286400,1,1070.50,1085257652,387897.60,43.226,0.531,1.851,15.203,False,67.871,50.200,1070.2,1059.9,1066.1,1070.4,1060.3,1072.5,1067.5,1067.3,1059.6,1107.4,1113.8,1070.8,1072.0,1061.5,1060.3,1067.4,1060.1,1069.7,1066.9,1066.4,388436.0,387516.0,389132.0,387676.0,388044.0,387276.0,389132.0,388480.0,388568.0,387396.0,387348.0,387080.0,387516.0,387568.0,387240.0,387768.0,388108.0,388088.0,388392.0,387188.0
23-04-25_18:02:22,lz4,131072,157286400,1,1059.83,1085257652,387705.80,41.799,0.531,1.900,14.743,False,66.915,49.659,1052.9,1054.9,1051.8,1058.9,1060.9,1059.8,1078.2,1044.6,1055.2,1075.2,1051.3,1059.6,1062.7,1071.2,1059.6,1059.6,1061.1,1056.4,1060.3,1062.5,387260.0,387692.0,387260.0,388092.0,387340.0,387700.0,387340.0,387208.0,388348.0,388080.0,387356.0,388012.0,388344.0,387544.0,387584.0,388172.0,388492.0,387036.0,388156.0,387100.0
23-04-25_18:04:20,lz4,131072,157286400,1,1042.96,1085257652,387837.40,39.542,0.531,1.866,13.980,False,67.988,49.409,1041.2,1040.1,1043.7,1050.3,1038.6,1038.7,1055.9,1044.3,1050.1,1036.9,1038.8,1039.7,1047.1,1033.2,1039.0,1044.3,1042.1,1046.1,1044.2,1044.9,388432.0,387548.0,387316.0,387072.0,388560.0,388152.0,389072.0,387268.0,388496.0,387216.0,387760.0,387928.0,388196.0,387244.0,387584.0,387896.0,387108.0,388096.0,387444.0,388360.0
23-04-25_18:06:24,zstd,131072,157286400,2,899.61,875455134,416788.20,20.362,19.760,-5.459,11.554,False,70.010,54.287,841.3,742.5,696.0,671.0,643.1,957.4,961.2,961.7,957.6,965.3,962.1,974.0,954.5,956.4,959.5,956.7,959.6,960.8,952.9,958.6,417840.0,394108.0,418132.0,417956.0,417676.0,417752.0,417684.0,418116.0,417624.0,417520.0,418196.0,417580.0,417780.0,418628.0,418800.0,418420.0,417700.0,418628.0,417920.0,417704.0
23-04-25_18:08:26,zstd,131072,157286400,2,945.21,875455134,416944.20,26.463,19.760,-5.498,13.575,False,67.878,54.046,952.2,944.1,946.2,944.1,932.2,947.4,940.6,945.1,944.9,941.7,944.0,956.3,948.5,944.2,949.4,947.8,941.7,948.6,939.8,945.6,418572.0,417576.0,417852.0,418508.0,417676.0,419164.0,418620.0,417616.0,417644.0,419136.0,419456.0,393428.0,417528.0,418668.0,417748.0,418408.0,417500.0,417400.0,417740.0,418644.0
23-04-25_18:10:23,lz4,131072,157286400,1,1073.29,1085257652,388027.80,43.600,0.531,1.818,15.316,False,67.118,49.187,1062.8,1062.2,1110.2,1069.6,1073.9,1061.8,1086.6,1108.6,1068.9,1089.1,1063.6,1073.2,1072.8,1066.5,1072.0,1053.1,1054.4,1068.8,1073.5,1074.2,387748.0,388416.0,388912.0,388480.0,388488.0,387188.0,387444.0,388076.0,388116.0,388108.0,388268.0,387432.0,387472.0,388048.0,388388.0,388188.0,387408.0,388572.0,388508.0,387296.0
23-04-25_18:12:23,zstd,131072,157286400,2,956.72,875455134,416710.40,28.003,19.760,-5.439,14.108,False,66.888,53.841,963.4,954.1,952.9,958.7,948.4,958.5,955.1,957.6,951.7,951.5,952.8,963.8,952.3,966.6,959.6,960.6,957.0,954.0,954.8,961.0,417584.0,418552.0,419368.0,417924.0,417408.0,417916.0,418628.0,417340.0,417740.0,417904.0,417392.0,417980.0,417732.0,393104.0,418508.0,417648.0,417760.0,418644.0,417588.0,417488.0
23-04-25_18:14:21,lz4,131072,157286400,1,1053.91,1085257652,387926.40,41.006,0.531,1.844,14.460,False,68.316,49.250,1054.6,1056.6,1048.4,1058.3,1050.4,1058.1,1056.4,1057.1,1053.7,1046.6,1055.6,1052.7,1056.4,1057.6,1053.0,1044.2,1063.3,1034.6,1049.7,1070.7,388152.0,388120.0,387708.0,389124.0,388140.0,387452.0,387392.0,388172.0,387768.0,387564.0,387780.0,387340.0,387252.0,389028.0,387276.0,388896.0,388488.0,387304.0,388504.0,387068.0
23-04-25_18:16:18,lz4,131072,157286400,1,1056.23,1085257652,387756.20,41.316,0.531,1.887,14.578,False,68.097,49.158,1053.8,1055.1,1045.4,1059.0,1055.1,1058.2,1048.3,1054.3,1060.7,1054.9,1050.4,1059.7,1046.6,1046.7,1059.5,1057.4,1101.3,1054.7,1054.2,1049.2,388352.0,387268.0,387408.0,387068.0,388424.0,389136.0,388196.0,387884.0,387292.0,388248.0,387208.0,387208.0,387712.0,387236.0,387016.0,388116.0,387688.0,388544.0,387696.0,387424.0
23-04-25_18:18:20,zstd,131072,157286400,2,815.42,875455134,409324.40,9.098,19.760,-3.570,8.429,False,67.336,54.494,762.7,670.0,649.3,679.7,677.4,637.0,679.1,722.5,612.6,643.4,953.9,957.4,962.3,963.8,956.1,947.8,947.4,959.2,955.4,971.4,417844.0,392736.0,393104.0,417512.0,392656.0,393352.0,417876.0,417644.0,393160.0,418892.0,419224.0,417456.0,417732.0,393556.0,418096.0,417756.0,418352.0,418344.0,418620.0,392576.0
23-04-25_18:20:23,zstd,131072,104857600,1,976.20,875531619,353303.80,30.609,19.753,10.604,20.322,False,67.726,55.131,967.0,1002.0,953.3,957.5,965.4,960.7,1004.9,967.4,964.0,961.0,962.4,1014.2,1006.5,966.2,972.6,1015.3,1002.9,955.4,959.5,965.6,353732.0,353352.0,352928.0,352816.0,353748.0,352500.0,353708.0,353732.0,353344.0,353832.0,354360.0,354392.0,353396.0,352788.0,353396.0,352600.0,353324.0,352712.0,352704.0,352712.0
23-04-25_18:22:25,zstd,262144,157286400,1,1037.77,873129845,356534.20,38.847,19.973,9.787,22.869,True,69.122,52.981,1042.7,1043.2,1044.4,1047.4,1029.7,1051.2,1024.2,1014.6,1037.8,1044.0,1026.6,1038.8,1040.6,1037.2,1030.4,1038.0,1040.5,1047.9,1042.4,1033.7,370428.0,344792.0,345732.0,346312.0,370496.0,369704.0,344608.0,370116.0,370472.0,344504.0,344636.0,344668.0,345560.0,369796.0,369340.0,370116.0,371160.0,345592.0,346320.0,346332.0
23-04-25_18:24:29,zstd,262144,157286400,2,917.41,873129845,370683.20,22.743,19.973,6.207,16.308,False,69.608,53.679,830.3,779.9,706.9,740.0,721.1,683.3,637.9,917.5,1019.7,1030.6,1020.0,1028.3,1019.2,1030.6,1031.7,1018.3,1027.6,1028.8,1052.5,1024.0,369844.0,370952.0,370952.0,371392.0,370988.0,371324.0,369840.0,370720.0,371316.0,370588.0,370948.0,370936.0,371380.0,370164.0,370276.0,370340.0,370964.0,370024.0,370584.0,370132.0
23-04-25_18:26:30,zstd,262144,104857600,1,1031.66,873161275,366557.00,38.029,19.970,7.251,21.750,False,68.655,52.681,1052.1,1029.8,1027.2,1038.0,1060.9,1042.5,1022.4,1036.0,1036.4,1045.4,1027.9,1022.7,1018.9,1031.1,1006.6,1027.7,1024.6,1025.6,1022.7,1034.8,353692.0,378720.0,354796.0,380000.0,353460.0,378088.0,353632.0,354760.0,354916.0,379568.0,378624.0,379512.0,378308.0,378304.0,379940.0,353820.0,354748.0,354012.0,378468.0,353772.0
23-04-25_18:28:33,zstd,262144,104857600,1,1020.06,873161275,366603.20,36.477,19.970,7.239,21.229,True,70.068,52.793,1021.2,1028.3,1007.3,1021.9,1005.1,1017.0,1002.0,1031.0,1027.4,989.7,1025.5,1027.3,1028.7,1014.1,1027.8,1019.2,1019.6,1026.7,1031.9,1029.5,354484.0,354476.0,378368.0,354016.0,378784.0,355404.0,378356.0,379968.0,353664.0,353944.0,379468.0,353716.0,354900.0,380192.0,378296.0,378544.0,379168.0,353592.0,378940.0,353784.0
23-04-25_18:30:35,zstd,262144,52428800,1,1039.86,873129489,349209.40,39.126,19.973,11.640,23.580,True,68.954,52.799,1034.4,1033.6,1039.0,1037.2,1041.3,1041.7,1049.0,1045.3,1030.8,1049.4,1028.2,1037.2,1042.6,1036.5,1033.6,1041.4,1061.3,1036.4,1044.8,1033.5,348836.0,349640.0,349644.0,348872.0,348544.0,348952.0,349364.0,348900.0,348568.0,349368.0,349348.0,349724.0,348940.0,348556.0,348856.0,349812.0,349352.0,348960.0,350372.0,349580.0
23-04-25_18:32:37,zstd,131072,52428800,1,953.18,875508317,347901.60,27.529,19.755,11.971,19.752,False,68.511,53.343,948.0,952.2,948.9,941.4,949.5,943.9,944.9,950.9,952.1,953.9,948.3,1002.6,955.5,957.2,949.1,948.5,955.1,953.9,953.7,954.0,347324.0,348052.0,347992.0,348044.0,348284.0,348456.0,347572.0,347600.0,348344.0,347996.0,348004.0,348016.0,347164.0,347316.0,348272.0,347144.0,348492.0,347600.0,349036.0,347324.0
23-04-25_18:34:35,lz4,262144,52428800,1,1164.66,1081420255,364250.40,55.823,0.882,7.835,21.514,False,69.219,48.939,1233.3,1153.6,1166.8,1177.1,1154.4,1131.3,1163.7,1165.0,1181.2,1160.7,1145.6,1198.5,1167.9,1145.1,1145.7,1165.0,1168.1,1198.0,1146.5,1125.3,364212.0,364792.0,364832.0,365528.0,363976.0,363736.0,364084.0,364096.0,363500.0,363908.0,364164.0,363768.0,364896.0,364764.0,363884.0,364996.0,363836.0,364496.0,363864.0,363676.0
23-04-25_18:36:39,zstd,262144,52428800,2,927.85,873129489,398700.00,24.140,19.973,-0.882,14.410,False,70.043,53.807,877.8,768.6,832.9,722.7,708.7,972.0,872.9,852.2,723.7,921.5,1024.7,1028.7,1034.6,1037.6,1033.2,1029.1,1028.6,1027.8,1027.7,1032.0,399048.0,398792.0,399124.0,398308.0,399816.0,398792.0,397984.0,398364.0,399156.0,399264.0,398476.0,398324.0,399120.0,398332.0,398452.0,398388.0,398144.0,398128.0,399176.0,398812.0
23-04-25_18:38:33,zstd,524288,52428800,1,1119.20,866518344,354809.00,49.741,20.579,10.223,26.848,True,61.210,52.768,1120.8,1154.3,1122.6,1122.8,1074.1,1171.2,1095.7,1130.8,1123.7,1069.7,1139.5,1120.0,1094.9,1088.2,1209.8,1093.6,1123.1,1129.0,1093.4,1106.8,354320.0,355096.0,355608.0,354924.0,354520.0,354360.0,355272.0,354908.0,354796.0,354236.0,355052.0,355044.0,354272.0,354144.0,354120.0,355932.0,354168.0,354852.0,355316.0,355240.0
23-04-25_18:40:33,lz4,524288,52428800,1,1341.55,1079210822,399920.40,79.491,1.085,-1.191,26.462,False,70.485,49.112,1313.1,1319.2,1318.6,1311.1,1317.2,1308.4,1326.6,1307.8,1319.8,1327.3,1474.9,1318.7,1406.5,1469.8,1323.5,1321.7,1318.8,1324.5,1390.1,1313.5,400440.0,400544.0,399372.0,399808.0,400448.0,400184.0,399096.0,399136.0,400208.0,400200.0,400116.0,401148.0,399116.0,399140.0,399516.0,399364.0,400448.0,399484.0,400176.0,400464.0
23-04-25_18:42:29,zstd,524288,52428800,2,1054.87,866518344,452362.20,41.135,20.579,-14.460,15.751,False,62.471,53.264,822.4,777.4,753.2,1103.3,1100.1,1106.6,1104.7,1109.7,1094.9,1103.5,1095.4,1098.7,1102.9,1095.7,1121.4,1088.2,1099.2,1095.8,1123.0,1101.6,453456.0,453428.0,452064.0,451744.0,451748.0,452076.0,451772.0,453408.0,451584.0,453444.0,451744.0,451656.0,452012.0,451996.0,452080.0,451988.0,452072.0,452876.0,452656.0,453440.0
23-04-25_18:44:22,zstd,524288,104857600,1,1117.44,866554332,384574.20,49.506,20.576,2.692,24.258,False,60.692,52.572,1109.4,1105.0,1103.1,1113.0,1105.7,1097.4,1187.6,1110.2,1103.8,1111.4,1111.2,1114.9,1128.6,1104.4,1105.0,1111.6,1126.1,1168.7,1108.7,1122.9,384492.0,385264.0,384348.0,385172.0,384560.0,384240.0,385300.0,384916.0,384916.0,384432.0,384208.0,384284.0,384288.0,384180.0,384204.0,385184.0,384220.0,385216.0,384016.0,384044.0
23-04-25_18:46:22,lz4,524288,52428800,1,1321.16,1079210822,399972.20,76.762,1.085,-1.204,25.548,True,71.541,48.863,1314.3,1308.1,1397.3,1309.4,1325.5,1327.2,1325.3,1322.1,1306.1,1307.8,1305.2,1306.0,1309.9,1318.2,1316.8,1310.0,1319.2,1316.9,1335.5,1342.3,400608.0,399076.0,399608.0,399704.0,400620.0,399240.0,399656.0,400620.0,399696.0,399496.0,400648.0,399456.0,399820.0,401132.0,399348.0,400616.0,400532.0,399600.0,400176.0,399792.0
23-04-25_18:48:23,lz4,524288,104857600,1,1298.40,1079200433,415683.20,73.717,1.086,-5.179,23.208,False,70.390,50.128,1290.2,1282.5,1315.8,1322.8,1284.2,1310.2,1249.6,1283.8,1301.6,1230.9,1342.4,1304.5,1268.7,1416.9,1318.0,1339.1,1293.6,1278.5,1258.7,1276.0,405672.0,403924.0,404628.0,432180.0,404840.0,403844.0,431772.0,404108.0,405420.0,433220.0,432868.0,404180.0,431880.0,404848.0,404872.0,404932.0,404620.0,431464.0,431652.0,432740.0
23-04-25_18:50:24,lz4,524288,41943040,1,1244.96,1079339265,354392.60,66.567,1.073,10.329,25.990,True,71.522,49.039,1247.2,1250.1,1243.3,1245.7,1246.1,1226.9,1252.8,1244.3,1229.4,1253.3,1218.5,1245.4,1276.1,1231.5,1246.5,1241.5,1246.1,1232.5,1250.5,1271.2,355004.0,354612.0,354660.0,354180.0,354044.0,355644.0,353856.0,355088.0,353608.0,354304.0,354288.0,353792.0,353776.0,354888.0,355008.0,353896.0,354204.0,354200.0,354940.0,353860.0
23-04-25_18:52:24,lz4,524288,41943040,2,1287.58,1079339265,424931.80,72.270,1.073,-7.520,21.941,False,70.654,49.426,1253.8,1273.7,1277.2,1312.0,1273.8,1273.6,1270.1,1272.6,1263.3,1383.7,1276.5,1285.3,1241.1,1270.0,1309.2,1297.5,1275.0,1277.5,1315.9,1349.7,431336.0,431440.0,432156.0,405324.0,430852.0,431188.0,431124.0,431092.0,431552.0,406472.0,430152.0,431208.0,431116.0,432136.0,405744.0,405376.0,431308.0,432884.0,405144.0,431032.0
23-04-25_18:54:18,zstd,524288,41943040,1,1097.40,866518976,378886.00,46.825,20.579,4.131,23.845,True,60.933,52.810,1087.4,1101.6,1073.8,1103.1,1104.6,1090.5,1087.2,1136.9,1072.7,1090.2,1094.9,1108.6,1110.3,1142.1,1093.9,1089.6,1091.5,1090.2,1090.4,1088.5,378732.0,378768.0,378644.0,379572.0,378620.0,379512.0,378416.0,378624.0,379628.0,378640.0,378868.0,378384.0,378332.0,379648.0,378432.0,379524.0,378684.0,379496.0,378676.0,378520.0
23-04-25_18:56:14,zstd,524288,41943040,2,1112.77,866518976,451553.60,48.881,20.579,-14.256,18.401,False,63.675,52.987,1144.5,1114.1,1095.9,1117.4,1096.0,1125.1,1113.1,1100.5,1113.4,1104.7,1122.5,1112.4,1101.2,1124.2,1103.0,1143.0,1104.5,1093.2,1113.5,1113.1,451140.0,451508.0,451228.0,451352.0,451224.0,451068.0,451908.0,451172.0,451516.0,451548.0,451512.0,451976.0,451284.0,452276.0,452944.0,452232.0,451172.0,451156.0,451580.0,451276.0
23-04-25_18:58:07,zstd,524288,31457280,1,1199.14,865608526,342248.00,60.437,20.663,13.402,31.501,True,60.756,52.170,1152.8,1160.0,1166.8,1170.7,1171.6,1174.6,1169.4,1173.7,1169.3,1178.2,1159.3,1166.9,1254.2,1249.1,1244.1,1244.7,1236.3,1271.2,1226.4,1243.5,357748.0,338204.0,337600.0,340344.0,338776.0,339056.0,338696.0,339308.0,337940.0,356924.0,338248.0,337476.0,338356.0,338188.0,357024.0,338556.0,356868.0,338864.0,338960.0,337824.0
23-04-25_19:00:02,zstd,524288,41943040,1,1106.19,866518976,378987.20,48.002,20.579,4.106,24.229,False,61.587,52.982,1098.8,1105.3,1096.0,1093.9,1107.0,1099.1,1108.4,1106.7,1094.9,1105.9,1228.4,1096.8,1073.8,1106.1,1092.5,1093.3,1103.8,1114.0,1099.3,1099.8,378536.0,378608.0,379196.0,378348.0,379508.0,379224.0,378520.0,379496.0,378532.0,379252.0,378572.0,378512.0,380200.0,379476.0,378392.0,378776.0,378832.0,379464.0,379464.0,378836.0
23-04-25_19:01:55,zstd,524288,20971520,1,1194.38,864816929,314500.60,59.801,20.735,20.423,33.653,True,60.797,52.318,1183.1,1183.0,1193.3,1195.9,1197.7,1187.5,1199.2,1200.1,1189.0,1192.3,1189.2,1193.3,1220.2,1198.3,1218.2,1183.5,1196.4,1188.1,1197.0,1182.4,314504.0,314220.0,314216.0,315092.0,314432.0,314944.0,314256.0,314124.0,315224.0,313980.0,314960.0,314708.0,313932.0,315224.0,314204.0,313820.0,315636.0,313928.0,314276.0,314332.0
23-04-25_19:03:50,zstd,524288,20971520,2,1171.25,864816929,339740.60,56.706,20.735,14.036,30.493,False,62.017,52.675,1155.3,1167.1,1180.3,1152.4,1216.1,1165.1,1179.7,1153.2,1179.5,1173.4,1173.0,1170.0,1154.4,1180.4,1174.5,1175.2,1161.0,1171.5,1168.0,1174.9,340080.0,340032.0,339284.0,340088.0,339160.0,340020.0,340096.0,338936.0,340732.0,339312.0,340208.0,339392.0,339028.0,339372.0,340020.0,339180.0,340164.0,339696.0,339300.0,340712.0
23-04-25_19:05:43,zstd,524288,20971520,2,1172.70,864816929,339495.20,56.900,20.735,14.098,30.578,False,60.380,52.649,1171.0,1164.2,1176.3,1165.7,1165.7,1166.0,1208.6,1176.3,1168.8,1160.6,1155.6,1174.1,1164.7,1163.1,1180.6,1177.1,1173.4,1199.2,1178.6,1164.4,339216.0,338892.0,339052.0,339224.0,338928.0,340000.0,338948.0,339324.0,340064.0,340724.0,339236.0,339416.0,339092.0,340712.0,339496.0,339192.0,339016.0,340056.0,340024.0,339292.0
23-04-25_19:07:45,zstd,262144,20971520,1,1093.04,870598331,315648.60,46.242,20.205,20.132,28.860,False,69.964,52.126,1090.1,1075.1,1083.7,1094.6,1098.3,1078.4,1096.5,1142.1,1087.7,1080.1,1098.6,1093.3,1100.0,1087.9,1089.1,1092.2,1093.9,1096.3,1085.6,1097.2,310892.0,323640.0,325220.0,310840.0,310788.0,324444.0,310660.0,311840.0,311524.0,323660.0,310564.0,311844.0,311172.0,324216.0,323564.0,311580.0,310800.0,310824.0,323932.0,310968.0
23-04-25_19:09:45,lz4,524288,20971520,1,1412.22,1078999291,331986.80,88.946,1.104,15.998,35.350,True,71.362,48.598,1377.5,1407.1,1418.9,1412.6,1397.2,1451.2,1425.7,1476.8,1409.2,1423.0,1380.6,1421.5,1427.5,1399.9,1396.9,1404.8,1399.7,1403.8,1413.3,1397.1,338940.0,337828.0,326184.0,327676.0,338204.0,325660.0,327344.0,339320.0,326328.0,338012.0,338056.0,326352.0,326472.0,337812.0,337536.0,327208.0,340068.0,326152.0,327540.0,327044.0
23-04-25_19:11:45,lz4,524288,20971520,2,1406.53,1078999291,362341.40,88.185,1.104,8.318,32.536,False,70.771,48.826,1398.7,1425.0,1387.8,1391.7,1396.3,1400.9,1397.5,1415.5,1383.9,1411.2,1433.6,1401.5,1412.1,1399.7,1396.5,1418.9,1415.2,1402.3,1404.7,1437.7,361904.0,361540.0,362684.0,362360.0,362724.0,363276.0,363720.0,362620.0,361560.0,362200.0,362684.0,363168.0,361176.0,361912.0,362012.0,361436.0,361612.0,363160.0,363708.0,361372.0
23-04-25_19:13:44,lz4,524288,31457280,1,1366.53,1079230179,342544.80,82.833,1.083,13.327,32.414,False,70.492,48.846,1366.6,1365.2,1340.5,1368.9,1377.2,1373.6,1359.5,1374.6,1373.2,1346.4,1372.3,1362.0,1369.6,1334.5,1376.5,1371.7,1382.5,1371.2,1375.0,1369.5,336732.0,337564.0,355028.0,336640.0,337368.0,355964.0,336904.0,337704.0,336332.0,355288.0,337604.0,355252.0,337568.0,354896.0,336728.0,337616.0,336228.0,337556.0,336892.0,355032.0
23-04-25_19:15:45,lz4,524288,20971520,2,1501.23,1078999291,362827.60,100.855,1.104,8.195,36.718,True,72.338,48.298,1401.6,1379.4,1396.2,1433.3,1403.8,1548.0,1520.2,1520.6,1531.4,1557.0,1535.4,1522.0,1538.1,1525.8,1551.6,1519.3,1551.4,1523.4,1552.2,1513.9,361472.0,362232.0,362692.0,362492.0,361740.0,362628.0,361624.0,361180.0,362544.0,361560.0,362984.0,362616.0,361812.0,363000.0,361460.0,374712.0,362932.0,363080.0,361428.0,362364.0
23-04-25_19:17:40,zstd,524288,20971520,2,1173.93,864816929,339672.40,57.064,20.735,14.053,30.618,False,62.379,52.610,1170.6,1169.8,1184.3,1179.7,1194.1,1163.7,1183.2,1172.7,1193.8,1168.6,1175.1,1158.1,1166.7,1178.9,1160.9,1172.5,1171.8,1167.3,1170.9,1175.9,340244.0,340668.0,339740.0,339264.0,339248.0,339080.0,339040.0,340072.0,339172.0,340060.0,339248.0,339264.0,340676.0,340100.0,338944.0,339680.0,339300.0,340040.0,340740.0,338868.0
23-04-25_19:19:41,lz4,524288,31457280,2,1365.29,1079230179,374315.20,82.667,1.083,5.288,29.679,False,71.673,49.695,1316.9,1310.9,1344.6,1317.4,1330.4,1340.7,1323.5,1301.0,1344.0,1404.0,1341.7,1319.6,1460.0,1436.5,1427.7,1468.9,1400.7,1324.2,1322.8,1470.6,375352.0,373652.0,374356.0,373320.0,376324.0,374760.0,373924.0,373888.0,373108.0,374716.0,373560.0,373104.0,374208.0,374232.0,374472.0,373712.0,374236.0,374500.0,375340.0,375540.0
23-04-25_19:21:40,lz4,262144,20971520,2,1229.60,1081597519,346337.40,64.513,0.866,12.367,25.915,False,69.234,48.854,1230.1,1224.7,1234.0,1217.7,1231.5,1274.5,1227.2,1222.2,1216.5,1252.4,1210.1,1215.6,1223.0,1251.4,1221.2,1224.5,1231.2,1230.6,1223.1,1230.4,335876.0,348816.0,347756.0,348924.0,348120.0,347704.0,336860.0,347516.0,348092.0,347668.0,348828.0,348204.0,348940.0,347796.0,335444.0,348180.0,347712.0,347960.0,348732.0,347620.0
23-04-25_19:23:38,lz4,262144,20971520,2,1243.76,1081597519,343200.60,66.407,0.866,13.161,26.811,False,68.962,48.943,1234.6,1233.9,1250.8,1224.5,1231.6,1227.5,1253.6,1232.1,1252.8,1234.3,1235.3,1261.1,1288.3,1231.6,1258.2,1272.6,1231.4,1244.9,1239.4,1236.9,334972.0,335816.0,348924.0,348692.0,349512.0,347668.0,348756.0,336180.0,334960.0,347636.0,347728.0,335128.0,335092.0,335116.0,348932.0,335124.0,348864.0,347588.0,347784.0,349540.0
23-04-25_19:25:38,lz4,1048576,20971520,2,1630.68,1078480886,353903.40,118.175,1.152,10.453,43.260,True,71.603,48.783,1514.5,1520.4,1546.1,1521.5,1527.5,1518.8,1670.4,1683.1,1673.0,1670.2,1689.9,1667.4,1725.7,1665.7,1683.7,1679.7,1673.4,1662.8,1662.1,1657.8,353292.0,353536.0,355156.0,353592.0,354372.0,353428.0,353480.0,353284.0,354132.0,353396.0,354364.0,353720.0,353604.0,354060.0,354432.0,353564.0,354624.0,354460.0,353848.0,353724.0
23-04-25_19:27:39,lz4,1048576,20971520,1,1477.28,1078480886,337863.20,97.651,1.152,14.511,37.771,False,72.101,49.114,1470.2,1432.4,1455.1,1493.9,1455.4,1531.0,1441.0,1480.6,1480.9,1482.4,1508.9,1482.5,1461.6,1420.1,1477.2,1486.4,1463.9,1440.5,1468.3,1613.5,343768.0,343032.0,330844.0,331136.0,342484.0,332000.0,342716.0,342872.0,331712.0,331896.0,342664.0,342696.0,342096.0,342808.0,332676.0,331700.0,331424.0,343616.0,332264.0,342860.0
23-04-25_19:29:42,lz4,2097152,20971520,2,1533.71,1078480886,354088.40,105.201,1.152,10.406,38.920,False,73.494,49.176,1529.7,1517.3,1530.3,1535.1,1536.8,1540.5,1534.2,1532.9,1535.0,1576.8,1544.6,1524.1,1522.6,1524.8,1544.2,1529.7,1541.2,1524.7,1528.1,1521.6,354436.0,355144.0,355172.0,353632.0,353076.0,353724.0,354376.0,353112.0,354364.0,353356.0,353264.0,354596.0,353592.0,353500.0,354504.0,354144.0,354508.0,354352.0,355148.0,353768.0
23-04-25_19:31:46,lz4,1048576,20971520,1,1475.21,1078480886,339836.80,97.373,1.152,14.012,37.512,False,74.373,49.245,1452.1,1452.6,1460.7,1494.5,1474.8,1487.9,1540.1,1470.4,1441.5,1482.7,1461.0,1469.7,1445.1,1478.6,1489.1,1463.6,1479.1,1484.7,1483.2,1492.8,343588.0,342252.0,341936.0,341208.0,342752.0,330620.0,332752.0,342200.0,341700.0,342112.0,332628.0,343664.0,342984.0,342836.0,341736.0,330976.0,341892.0,342836.0,333496.0,342568.0
23-04-25_19:33:47,lz4,1048576,20971520,1,1470.87,1078480886,338756.00,96.792,1.152,14.285,37.410,False,72.273,49.130,1446.9,1468.7,1444.9,1480.3,1443.0,1481.0,1469.9,1495.6,1435.4,1488.8,1467.8,1468.6,1459.5,1543.0,1419.3,1521.4,1478.6,1462.4,1439.1,1503.1,343028.0,341584.0,341824.0,342784.0,341964.0,342236.0,342240.0,331756.0,343984.0,341808.0,343592.0,331308.0,332880.0,332004.0,342116.0,332184.0,342604.0,342676.0,331544.0,331004.0
23-04-25_19:35:48,lz4,1048576,20971520,3,1481.14,1078480886,375633.60,98.167,1.152,4.954,34.758,False,71.078,49.708,1491.3,1462.2,1487.2,1477.9,1473.1,1461.9,1500.9,1518.1,1477.6,1464.4,1465.9,1478.5,1474.6,1466.5,1473.2,1485.7,1529.1,1472.6,1476.0,1486.2,375524.0,375272.0,375056.0,376524.0,376312.0,375340.0,375312.0,375368.0,375072.0,376024.0,375352.0,375588.0,375412.0,375304.0,375416.0,375344.0,375764.0,375736.0,376548.0,376404.0
23-04-25_19:37:48,lz4,524288,20971520,2,1398.42,1078999291,362243.40,87.100,1.104,8.342,32.182,False,70.746,49.034,1426.8,1417.4,1421.2,1394.0,1399.8,1399.0,1380.7,1386.6,1397.4,1382.5,1377.5,1448.3,1384.9,1397.7,1392.8,1405.6,1373.8,1411.4,1378.5,1392.4,361548.0,361824.0,362188.0,362052.0,361464.0,361808.0,363076.0,361672.0,363648.0,363056.0,362640.0,361628.0,361660.0,362660.0,362660.0,361376.0,363096.0,361336.0,362732.0,362744.0
