compression,Page Size,Cluster Size,Cluster Bunch,throughput_atlas(MB/s),throughput_cms(MB/s),throughput_h1(MB/s),throughput_lhcb(MB/s),size_atlas(MB),size_cms(MB),size_h1(MB),size_lhcb(MB),writing_time_atlas(s),writing_time_cms(s),writing_time_h1(s),writing_time_lhcb(s),processing_time_atlas(s),processing_time_cms(s),processing_time_h1(s),processing_time_lhcb(s),throughput_increase_atlas(%),throughput_increase_cms(%),throughput_increase_h1(%),throughput_increase_lhcb(%),size_decrease_atlas(%),size_decrease_cms(%),size_decrease_h1(%),size_decrease_lhcb(%),performance_atlas(%),performance_cms(%),performance_h1(%),performance_lhcb(%),performance(%),accepted,res_atlas_0,res_atlas_1,res_atlas_2,res_atlas_3,res_atlas_4,res_atlas_5,res_atlas_6,res_atlas_7,res_atlas_8,res_atlas_9,res_atlas_10,res_atlas_11,res_atlas_12,res_atlas_13,res_atlas_14,res_atlas_15,res_atlas_16,res_atlas_17,res_atlas_18,res_atlas_19,res_cms_0,res_cms_1,res_cms_2,res_cms_3,res_cms_4,res_cms_5,res_cms_6,res_cms_7,res_cms_8,res_cms_9,res_cms_10,res_cms_11,res_cms_12,res_cms_13,res_cms_14,res_cms_15,res_cms_16,res_cms_17,res_cms_18,res_cms_19,res_h1_0,res_h1_1,res_h1_2,res_h1_3,res_h1_4,res_h1_5,res_h1_6,res_h1_7,res_h1_8,res_h1_9,res_h1_10,res_h1_11,res_h1_12,res_h1_13,res_h1_14,res_h1_15,res_h1_16,res_h1_17,res_h1_18,res_h1_19,res_lhcb_0,res_lhcb_1,res_lhcb_2,res_lhcb_3,res_lhcb_4,res_lhcb_5,res_lhcb_6,res_lhcb_7,res_lhcb_8,res_lhcb_9,res_lhcb_10,res_lhcb_11,res_lhcb_12,res_lhcb_13,res_lhcb_14,res_lhcb_15,res_lhcb_16,res_lhcb_17,res_lhcb_18,res_lhcb_19
zlib,524288,209715200,4,498.024,387.520,339.215,352.695,763290555,2792578238,2080291020,1037917519,75.081,303.683,106.462,39.776,75.142,19.188,34.637,81.837,-34.602,-19.912,-29.940,-56.272,30.041,19.400,9.799,5.942,-2.281,-0.256,-10.070,-25.165,-9.443,False,496.07,498.88,494.14,498.65,494.03,499.54,502.36,501.71,496.29,503.45,489.63,497.11,507.86,498.44,500.88,501.61,490.84,496.68,495.87,496.44,389.27,390.83,388.81,386.88,388.39,390.35,392.58,391.12,385.03,363.28,391.57,393.35,389.92,383.69,385.24,388.76,385.69,384.02,391.91,389.73,341.68,343.25,342.49,343.12,346.23,341.06,349.24,346.11,321.88,314.04,340.52,342.68,345.52,339.71,336.95,341.39,335.07,339.89,337.82,335.66,351.90,350.16,353.85,353.91,355.96,353.76,350.14,353.20,353.59,353.22,354.23,353.59,350.81,349.66,352.36,350.46,353.69,354.62,352.62,352.16
none,524288,209715200,4,931.490,626.394,893.583,1120.016,3209199640,8546798028,4667558544,1574505065,52.073,205.455,46.496,12.794,52.178,18.732,23.769,40.726,22.318,29.456,84.558,38.864,-194.139,-146.681,-102.384,-42.685,-85.910,-58.613,-8.913,-1.910,-38.837,False,965.42,951.36,867.92,932.25,928.15,929.72,934.22,914.94,937.52,933.71,948.21,934.45,928.59,925.61,931.00,939.03,927.27,929.21,937.75,933.48,627.08,630.39,628.95,622.89,618.42,624.20,625.45,623.22,633.58,627.20,636.87,625.24,627.52,626.38,622.74,625.18,624.48,633.27,619.96,624.83,891.88,900.09,904.18,854.52,908.04,911.66,904.58,905.28,905.64,893.12,871.61,921.40,842.58,854.51,907.17,901.20,905.47,897.14,888.33,903.27,1116.14,1284.04,1261.95,1091.53,1101.25,1100.02,1102.55,1094.22,1115.66,1091.87,1097.75,1098.17,1113.77,1107.47,1105.00,1104.94,1100.35,1105.13,1110.32,1098.19
lz4,524288,209715200,3,1281.568,935.769,876.583,1234.470,1079196618,3340423556,2263900001,1097750717,73.574,312.577,110.194,35.748,50.771,17.671,22.472,33.242,68.289,93.394,81.047,53.054,1.086,3.587,1.838,0.520,34.687,48.491,41.442,26.787,37.852,False,1278.81,1044.55,1061.14,1313.78,1268.32,1293.78,1304.59,1360.03,1320.68,1304.67,1322.94,1259.73,1330.78,1287.12,1315.34,1287.73,1342.31,1314.60,1296.22,1324.24,939.95,930.78,972.78,942.36,943.48,930.51,938.48,937.69,934.80,885.04,947.88,941.72,939.81,882.00,932.65,941.57,946.51,934.39,943.61,949.38,883.26,855.95,856.29,883.43,857.62,869.32,860.05,865.01,863.23,898.56,889.36,872.48,867.09,866.73,884.17,884.95,862.86,920.78,865.74,924.78,1243.15,1222.99,1234.02,1239.94,1223.58,1246.41,1237.74,1223.23,1233.44,1248.99,1221.58,1261.46,1228.17,1213.35,1232.13,1232.19,1237.29,1233.24,1229.68,1246.82
lz4,524288,209715200,5,1260.805,926.657,913.744,1277.179,1079196618,3340423556,2263900001,1097750717,72.151,314.254,109.668,36.933,52.352,17.767,22.667,37.264,65.562,91.511,88.722,58.350,1.086,3.587,1.838,0.520,33.324,47.549,45.280,29.435,38.897,True,1256.58,1271.04,1248.27,1270.18,1259.23,1230.66,1238.69,1246.31,1267.39,1277.94,1254.46,1291.00,1280.09,1264.76,1265.09,1276.08,1242.86,1279.03,1233.17,1263.26,929.24,935.17,933.41,933.55,956.27,937.07,924.67,926.70,938.31,935.64,943.36,845.56,944.33,861.84,929.73,915.55,934.40,940.03,937.01,931.29,864.32,909.27,910.73,904.57,913.65,910.12,959.22,907.24,891.27,905.68,908.04,962.73,914.10,930.30,897.26,959.00,910.00,907.53,906.94,902.92,1232.32,1247.43,1236.73,1242.97,1382.04,1443.58,1442.95,1230.37,1265.66,1244.93,1251.51,1249.55,1252.28,1267.38,1273.56,1255.22,1265.65,1249.92,1267.01,1242.51
lz4,262144,209715200,5,1157.408,879.372,761.023,1218.677,1081421935,3366310161,2272684063,1099065353,70.022,316.177,105.607,35.007,52.684,17.855,24.146,38.178,51.985,81.738,57.179,51.096,0.882,2.840,1.457,0.401,26.433,42.289,29.318,25.748,30.947,False,1149.07,1137.75,1149.75,1136.87,1144.84,1155.13,1172.98,1146.44,1150.43,1175.68,1142.46,1177.69,1186.06,1164.34,1174.41,1168.99,1154.38,1157.57,1164.62,1138.70,884.72,816.89,890.63,891.90,900.49,892.21,876.73,892.62,882.48,889.43,878.15,905.40,883.92,886.24,879.42,781.88,885.07,893.45,886.97,888.84,755.79,764.12,758.08,753.22,793.76,782.53,753.04,754.86,753.32,753.49,761.99,749.73,755.09,759.18,752.17,759.25,756.26,756.09,791.25,757.22,1159.56,1227.47,1223.19,1202.93,1231.48,1212.55,1247.29,1234.35,1226.35,1185.49,1217.17,1263.37,1241.52,1230.84,1266.27,1221.42,1159.05,1235.09,1222.71,1165.43
lz4,524288,314572800,5,1231.328,1005.403,885.878,1252.232,1079211836,3337132995,2264121215,1097740207,71.822,315.216,109.512,37.110,52.658,17.982,23.842,37.913,61.691,107.785,82.966,55.256,1.085,3.682,1.829,0.521,31.388,55.734,42.397,27.889,39.352,True,1201.50,1236.25,1228.01,1261.08,1254.80,1313.73,1212.24,1233.18,1246.13,1215.48,1201.76,1080.89,1224.86,1224.12,1211.15,1247.54,1232.47,1247.60,1226.69,1327.08,1018.79,974.95,1044.49,1035.16,1034.19,995.35,1013.13,1023.62,1014.29,925.93,928.76,1024.61,1025.41,1041.72,1045.66,1039.74,1037.99,947.13,899.67,1037.46,883.59,895.86,884.62,869.75,880.58,874.36,919.49,879.02,877.87,885.41,879.32,894.92,916.93,879.48,881.35,908.77,877.32,875.35,878.25,875.31,1202.61,1385.80,1244.66,1234.51,1230.00,1386.91,1240.15,1223.97,1241.67,1226.82,1243.83,1255.07,1245.35,1244.30,1236.52,1245.82,1238.64,1231.98,1227.65,1258.39
zlib,524288,314572800,5,494.101,400.737,335.362,353.149,763347840,2791406352,2080373852,1037965817,73.000,294.902,106.459,40.125,75.357,19.329,35.754,83.202,-35.117,-17.180,-30.736,-56.215,30.035,19.433,9.796,5.937,-2.541,1.127,-10.470,-25.139,-9.256,False,487.58,494.22,499.74,494.16,503.05,490.90,500.31,494.09,502.31,491.70,501.25,489.74,490.11,490.29,492.51,497.42,495.88,491.78,478.70,496.29,409.84,368.57,351.69,370.75,408.70,405.81,407.74,405.50,378.51,408.30,406.98,409.44,411.97,414.47,409.07,410.43,410.30,408.65,406.83,411.18,338.67,336.15,332.18,335.40,339.76,336.52,333.90,334.69,334.52,334.66,332.35,332.98,335.72,336.28,340.10,332.73,335.02,334.63,336.01,334.98,357.43,353.85,351.93,349.51,349.36,351.34,357.65,356.08,350.36,355.89,355.44,352.32,353.58,350.15,353.58,352.52,352.55,352.02,351.44,356.00
lz4,524288,209715200,5,1261.436,935.981,904.317,1228.225,1079196618,3340423556,2263900001,1097750717,71.208,312.567,109.739,35.549,52.529,17.848,22.793,37.936,65.645,93.437,86.775,52.280,1.086,3.587,1.838,0.520,33.366,48.512,44.306,26.400,38.146,False,1268.82,1251.78,1233.20,1275.11,1229.99,1255.43,1257.39,1233.36,1232.81,1326.29,1334.45,1233.93,1215.91,1272.56,1249.50,1281.88,1263.37,1248.48,1273.91,1290.55,871.49,940.36,953.48,954.45,937.22,932.01,943.98,957.92,943.35,951.13,824.62,952.99,940.56,942.97,936.40,954.64,932.32,942.38,958.16,949.20,919.56,885.92,894.25,957.52,893.50,888.45,910.07,891.72,925.84,892.34,943.19,893.00,906.82,882.55,931.29,901.62,893.00,891.31,878.18,906.21,1238.88,1217.42,1216.46,1233.18,1228.70,1230.39,1227.63,1222.92,1226.75,1227.32,1224.62,1233.00,1252.35,1229.94,1216.63,1225.15,1240.52,1234.91,1227.90,1209.84
lz4,262144,314572800,5,1154.423,841.067,809.074,1198.856,1081433460,3363568569,2272654664,1099063773,70.711,306.446,107.665,34.471,52.451,18.000,24.078,38.482,51.593,73.822,67.103,48.639,0.881,2.919,1.459,0.401,26.237,38.371,34.281,24.520,30.852,False,1125.34,1164.92,1143.75,1095.92,1164.80,1161.55,1164.28,1173.78,1158.81,1169.77,1157.21,1137.32,1168.28,1162.48,1152.81,1149.41,1134.87,1162.83,1193.55,1146.78,791.77,854.46,865.08,857.88,858.80,859.23,866.12,860.21,852.31,863.42,861.49,869.37,749.77,784.89,859.46,859.10,841.41,862.07,748.44,856.06,798.69,794.85,810.05,815.01,815.45,813.13,793.67,793.68,793.21,818.92,815.09,813.26,807.79,813.35,816.83,822.03,790.77,840.05,796.06,819.59,1173.07,1203.99,1193.42,1188.72,1190.08,1172.12,1165.01,1206.41,1181.68,1221.98,1236.47,1201.86,1206.10,1213.61,1198.07,1183.74,1225.66,1222.44,1194.69,1198.00
lz4,524288,314572800,4,1265.060,1007.279,857.145,1249.777,1079211836,3337132995,2264121215,1097740207,73.568,312.772,109.593,35.945,51.933,17.902,23.536,37.474,66.121,108.172,77.032,54.952,1.085,3.682,1.829,0.521,33.603,55.927,39.430,27.736,39.174,True,1358.56,1250.75,1235.38,1254.68,1243.90,1235.96,1347.05,1240.33,1244.79,1239.26,1249.36,1291.66,1255.96,1243.47,1221.55,1227.59,1260.43,1358.27,1285.73,1256.50,1033.66,1034.90,1011.74,1053.46,1027.60,1009.27,896.77,1039.27,941.03,1035.07,1026.42,921.02,954.72,1034.67,1061.23,1031.43,931.86,1040.24,1028.20,1033.01,861.68,846.92,857.28,850.67,859.46,852.41,855.48,853.88,855.73,879.96,851.18,853.85,863.51,859.36,861.43,855.46,849.80,862.39,854.99,857.46,1222.93,1246.00,1390.91,1231.93,1235.68,1269.42,1220.87,1238.33,1230.10,1239.08,1268.29,1232.46,1257.72,1242.51,1250.72,1274.73,1236.60,1235.81,1231.34,1240.11
zstd,524288,314572800,4,1084.752,905.572,736.282,1127.234,866593735,2543267376,1946434061,1019553956,62.193,331.410,101.626,22.001,55.466,18.008,24.723,39.293,42.444,87.153,52.069,39.759,20.572,26.595,15.603,7.606,31.508,56.874,33.836,23.682,36.475,False,1077.97,1081.04,1099.82,1077.72,1080.90,1085.47,1079.67,1076.86,1087.32,1093.06,1075.93,1076.75,1084.97,1084.01,1091.37,1084.31,1110.79,1098.95,1076.40,1071.73,912.19,830.67,911.42,933.61,948.31,933.25,928.58,938.99,931.58,828.71,809.97,911.04,933.31,924.04,928.88,927.02,928.62,798.79,931.22,921.24,727.76,733.30,731.98,734.70,729.48,729.04,762.94,724.88,752.68,731.74,734.96,736.47,737.07,732.46,768.61,731.18,726.04,733.73,728.22,738.40,1119.61,1094.79,1140.14,1130.67,1122.93,1121.48,1134.97,1145.68,1137.50,1127.28,1125.21,1132.95,1128.33,1124.67,1128.80,1126.33,1100.29,1132.61,1160.40,1110.04
lz4,1048576,314572800,4,1275.700,999.545,940.456,1258.853,1078267794,3325031813,2260403126,1096916385,74.615,303.981,111.341,37.231,52.050,17.863,22.919,37.629,67.518,106.574,94.239,56.077,1.171,4.032,1.990,0.595,34.345,55.303,48.114,28.336,41.525,True,1252.50,1264.29,1260.51,1272.26,1243.19,1233.70,1267.33,1260.48,1280.84,1317.27,1287.75,1302.24,1250.18,1277.51,1274.92,1286.71,1300.02,1293.72,1301.84,1286.75,998.72,1026.97,952.97,1027.41,996.76,988.73,996.48,1000.17,1015.39,1001.46,1016.08,1014.95,1052.04,1055.06,1007.81,906.79,1005.35,878.77,1008.37,1040.60,936.15,940.99,934.32,944.86,933.11,989.28,936.96,951.41,939.44,967.49,945.26,947.28,940.70,936.92,887.84,928.53,877.44,996.81,931.75,942.56,1238.89,1243.68,1239.84,1295.26,1245.18,1289.73,1248.29,1262.79,1253.90,1247.65,1281.39,1273.33,1258.20,1281.24,1257.08,1242.83,1258.16,1247.21,1249.21,1263.22
lz4,524288,314572800,4,1258.983,1002.360,892.120,1246.626,1079211836,3337132995,2264121215,1097740207,71.294,314.518,110.146,36.746,51.772,17.765,23.197,37.505,65.323,107.156,84.256,54.562,1.085,3.682,1.829,0.521,33.204,55.419,43.042,27.541,39.802,False,1245.37,1280.22,1246.09,1264.43,1259.76,1244.74,1256.52,1240.67,1253.05,1349.80,1256.12,1271.91,1268.38,1257.29,1242.01,1277.03,1242.61,1250.11,1258.15,1215.40,1022.94,1005.64,951.63,1022.95,1029.27,970.13,870.43,1050.79,921.02,913.27,1031.89,1003.62,1044.20,1029.04,1041.43,1017.74,1041.47,1017.78,1020.49,1041.48,885.89,907.90,892.81,893.77,868.43,893.88,893.46,873.98,905.23,894.45,886.53,894.57,896.55,890.79,892.39,888.63,894.94,893.99,902.21,891.99,1254.36,1251.42,1281.07,1233.80,1231.70,1250.70,1238.48,1251.28,1244.67,1231.17,1237.57,1241.34,1234.44,1244.29,1251.28,1259.53,1251.02,1241.06,1250.74,1252.61
lz4,524288,314572800,4,1258.338,1011.881,879.755,1261.805,1079211836,3337132995,2264121215,1097740207,71.596,314.732,110.274,36.641,51.837,17.820,23.236,37.477,65.238,109.124,81.702,56.443,1.085,3.682,1.829,0.521,33.162,56.403,41.765,28.482,39.953,True,1251.93,1256.80,1256.95,1238.10,1262.67,1218.84,1294.50,1256.21,1258.92,1280.30,1264.94,1264.42,1247.90,1253.57,1312.58,1261.27,1247.11,1228.96,1246.70,1264.13,1032.27,1024.27,950.86,1041.06,1045.45,1067.06,907.18,924.13,1044.94,1036.58,1037.51,1037.61,1044.38,1015.12,935.95,1031.65,1070.01,1025.12,931.25,1035.22,869.95,880.07,887.41,873.33,881.55,873.47,883.16,870.49,880.11,876.93,868.44,859.68,913.23,889.54,884.11,874.24,876.51,908.88,877.51,866.49,1270.07,1376.25,1270.78,1266.80,1358.64,1392.38,1249.20,1257.47,1248.77,1225.73,1234.82,1225.09,1234.66,1235.71,1230.61,1219.38,1248.23,1219.88,1231.48,1240.16
lz4,524288,419430400,4,1259.304,1053.475,930.420,1254.115,1079211836,3336616959,2263931013,1097761897,72.503,313.203,110.154,35.417,51.757,17.724,22.264,37.679,65.365,117.720,92.166,55.490,1.085,3.697,1.837,0.519,33.225,60.709,47.001,28.004,42.235,True,1119.82,1248.33,1254.72,1209.42,1278.42,1322.54,1261.25,1259.08,1290.76,1311.16,1233.85,1247.41,1335.23,1219.79,1263.17,1288.24,1280.62,1250.08,1240.85,1271.33,1056.87,1034.72,981.40,977.26,1088.59,1065.36,1072.87,1075.59,1047.84,1072.32,1061.56,1076.73,1052.85,1081.82,1079.13,1075.72,1049.32,1073.26,961.32,1084.98,970.86,945.16,930.29,926.77,920.04,915.78,920.74,921.51,931.78,916.95,908.84,977.25,912.67,925.14,926.04,923.98,969.80,920.25,921.17,923.38,1232.77,1232.92,1385.26,1396.14,1249.07,1241.28,1232.19,1275.79,1231.50,1225.18,1239.86,1242.24,1224.69,1278.74,1226.93,1236.66,1231.26,1234.81,1250.68,1214.34
lz4,524288,524288000,4,1255.015,911.321,902.390,1266.710,1079211836,3335266357,2263931013,1097761897,73.591,320.418,111.323,35.869,51.737,18.045,22.985,37.585,64.802,88.341,86.377,57.052,1.085,3.736,1.837,0.519,32.943,46.039,44.107,28.785,37.968,False,1240.25,1265.33,1305.54,1298.49,1286.30,1244.11,1269.68,1315.82,1341.97,1236.89,1015.71,1257.87,1256.69,1236.54,1240.85,1259.78,1262.38,1252.16,1232.85,1281.10,920.95,961.25,957.65,956.64,865.25,948.56,925.38,866.43,863.91,877.42,952.44,809.26,843.62,914.26,952.72,850.90,961.75,972.39,960.22,865.42,880.72,878.26,894.46,936.70,890.74,936.70,893.19,890.49,887.73,920.49,904.43,895.79,919.45,936.87,916.03,892.83,889.30,898.78,896.15,888.67,1247.29,1309.36,1255.48,1258.08,1358.02,1256.67,1259.66,1259.34,1264.77,1260.39,1233.92,1232.71,1266.38,1243.06,1296.91,1260.90,1260.83,1288.44,1265.47,1256.54
lz4,524288,419430400,5,1246.503,1015.713,912.473,1232.517,1079211836,3336616959,2263931013,1097761897,72.178,324.177,110.334,36.270,52.435,17.919,23.800,38.039,63.684,109.915,88.459,52.812,1.085,3.697,1.837,0.519,32.385,56.806,45.148,26.665,40.251,False,1247.58,1243.57,1254.38,1029.17,1266.95,1244.62,1276.95,1341.86,1309.49,1225.24,1263.25,1271.11,1224.77,1237.91,1217.61,1254.25,1218.82,1276.15,1284.25,1242.15,1055.37,1066.32,988.81,1057.68,952.89,941.38,1042.84,1062.16,914.62,1064.69,1056.88,957.58,1056.34,1093.72,959.96,1059.99,969.87,1066.10,888.54,1058.51,896.29,908.68,904.53,924.91,902.99,907.24,948.26,899.13,901.37,913.75,889.72,898.10,953.38,937.82,904.96,914.20,910.25,902.15,906.39,925.35,1234.58,1210.53,1227.78,1230.55,1265.14,1219.62,1242.38,1238.93,1252.21,1222.73,1226.62,1222.00,1228.12,1233.91,1223.80,1233.30,1263.40,1230.19,1214.74,1229.81
lz4,262144,419430400,4,1103.532,875.396,820.567,1219.157,1081433460,3363356807,2272432190,1099057790,69.514,307.058,107.537,34.904,52.590,17.857,23.611,38.758,44.910,80.916,69.477,51.156,0.881,2.926,1.468,0.401,22.896,41.921,35.473,25.778,31.517,False,1157.56,1046.34,1004.39,1116.48,1093.37,787.04,888.37,1128.81,1166.80,1200.65,1151.24,1184.18,1118.09,1170.42,1130.69,1134.18,1131.92,1177.31,1127.51,1155.30,879.21,884.47,886.76,889.01,889.16,884.13,889.91,885.33,880.93,891.39,886.81,888.00,887.41,856.29,886.12,817.97,883.26,890.20,888.90,762.64,819.09,811.96,815.43,816.48,815.93,814.03,821.56,820.02,816.55,814.79,821.27,813.07,817.09,815.76,816.24,857.60,824.68,833.77,815.78,830.25,1195.83,1315.44,1208.90,1215.07,1220.38,1196.30,1199.72,1248.36,1208.32,1214.06,1207.35,1191.26,1252.37,1202.58,1268.30,1197.94,1201.34,1238.56,1216.24,1184.83
lz4,524288,524288000,4,1252.053,932.816,879.199,1226.305,1079211836,3335266357,2263931013,1097761897,71.670,313.518,110.044,35.739,51.738,17.851,23.223,37.921,64.413,92.783,81.587,52.042,1.085,3.736,1.837,0.519,32.749,48.260,41.712,26.280,37.250,False,1195.85,1059.22,1244.28,1256.41,1256.11,1242.65,1304.36,1247.14,1250.60,1246.89,1293.88,1260.05,1307.97,1241.87,1323.04,1253.92,1324.44,1229.63,1235.86,1266.88,904.89,861.72,843.27,966.77,944.41,965.79,951.78,975.08,993.04,966.89,970.41,965.96,829.15,970.30,851.14,968.47,943.03,951.85,956.01,876.34,910.84,884.22,865.72,862.27,888.89,875.58,867.84,924.86,873.18,867.22,876.02,871.48,865.41,859.09,868.02,915.75,884.28,873.92,880.10,869.27,1228.71,1232.49,1227.69,1217.79,1261.80,1216.27,1228.35,1225.46,1218.84,1228.58,1227.91,1210.16,1240.43,1233.18,1235.46,1200.17,1223.66,1226.10,1224.70,1218.35
lz4,524288,419430400,5,1258.044,1023.930,890.002,1249.948,1079211836,3336616959,2263931013,1097761897,72.563,316.961,112.286,36.144,52.323,17.850,23.899,37.377,65.200,111.614,83.818,54.973,1.085,3.697,1.837,0.519,33.142,57.656,42.827,27.746,40.343,False,1253.96,1247.98,1228.03,1319.08,1236.88,1236.67,1277.69,1260.46,1232.75,1267.13,1263.35,1291.71,1236.20,1225.75,1258.00,1332.92,1246.83,1216.34,1270.97,1258.19,1050.07,1081.04,1075.21,1084.82,981.48,1080.75,1061.42,936.73,1077.59,1070.62,1070.85,898.34,1048.76,880.14,899.59,1073.77,896.60,1055.88,1080.23,1074.73,894.60,872.59,870.99,873.44,927.06,876.95,918.68,880.59,876.10,920.37,918.85,878.74,899.54,915.87,877.89,893.45,876.98,871.80,878.38,877.15,1197.66,1243.02,1267.69,1220.89,1261.02,1243.75,1296.41,1263.33,1243.50,1219.76,1251.30,1286.10,1244.81,1246.40,1281.96,1256.52,1237.74,1260.55,1236.32,1240.21
lz4,262144,419430400,4,1159.415,872.110,810.870,1180.273,1081433460,3363356807,2272432190,1099057790,71.321,313.584,107.049,34.526,52.160,17.943,23.735,38.687,52.248,80.237,67.474,46.335,0.881,2.926,1.468,0.401,26.565,41.581,34.471,23.368,31.496,False,1184.58,1185.10,1121.24,1173.25,1176.25,1184.20,1138.85,1169.71,1128.34,1137.92,1158.20,1145.03,1168.24,1136.60,1164.52,1148.66,1145.96,1180.01,1173.34,1168.29,884.24,806.49,891.24,895.07,897.55,800.77,809.92,901.69,897.44,778.16,894.66,904.37,892.85,887.91,896.77,821.11,904.49,887.94,899.28,890.26,808.11,805.88,804.56,805.13,812.41,807.18,824.08,798.01,807.30,796.52,804.48,799.97,806.32,832.92,811.36,842.17,802.11,808.44,835.91,804.50,1165.99,1188.69,1182.80,1181.66,1170.80,1179.93,1165.06,1193.25,1201.43,1180.35,1172.83,1168.55,1178.92,1169.05,1171.85,1176.44,1211.13,1160.08,1217.19,1169.46
lz4,524288,314572800,4,1279.212,1025.581,868.541,1263.280,1079211836,3337132995,2264121215,1097740207,72.845,333.664,111.540,35.946,51.802,17.683,23.222,37.082,67.979,111.955,79.386,56.626,1.085,3.682,1.829,0.521,34.532,57.819,40.607,28.573,40.383,False,1202.38,1283.84,1354.84,1295.79,1288.88,1248.54,1247.09,1270.89,1296.08,1268.41,1339.18,1291.46,1337.98,1246.87,1269.13,1275.79,1217.82,1236.20,1290.75,1322.33,1065.53,1038.00,1056.10,1026.58,1065.14,1036.70,1019.84,1039.24,1033.00,1056.67,1033.87,1046.29,1048.50,1045.47,945.19,1025.62,1022.08,950.41,1033.04,924.35,862.56,866.02,871.27,869.46,865.54,866.11,859.68,870.43,867.63,869.76,871.83,871.17,859.14,871.04,866.67,871.22,873.88,878.59,865.70,873.13,1270.24,1255.90,1240.65,1270.99,1258.18,1255.87,1260.84,1250.89,1268.58,1288.62,1251.36,1303.14,1272.62,1246.54,1259.34,1261.10,1268.61,1262.49,1258.20,1261.43
lz4,262144,419430400,4,1132.933,858.044,795.109,1203.269,1081433460,3363356807,2272432190,1099057790,70.354,307.126,107.967,34.651,51.978,18.043,23.849,38.079,48.771,77.330,64.219,49.186,0.881,2.926,1.468,0.401,24.826,40.128,32.844,24.794,30.648,False,1112.80,1170.09,1129.99,1101.92,1133.57,1138.71,1102.34,1144.37,1165.04,1165.71,1129.76,1130.97,1093.89,1109.42,1151.22,1174.87,1131.81,1091.18,1152.49,1128.49,889.27,863.70,887.70,890.88,823.36,884.81,872.78,874.72,867.75,868.48,895.93,807.51,861.38,820.51,808.47,821.95,877.44,883.91,879.78,780.57,781.21,786.68,813.83,810.69,798.43,786.26,789.06,788.97,791.63,812.06,796.01,814.64,795.73,789.85,785.01,789.84,810.58,783.69,786.96,791.03,1202.51,1219.29,1175.94,1232.59,1244.40,1183.10,1210.68,1210.39,1190.13,1188.67,1233.97,1192.97,1209.00,1203.96,1204.31,1190.43,1206.57,1193.63,1178.36,1194.47
none,524288,419430400,4,929.843,686.474,856.445,1127.358,3209196397,8544468001,4667522244,1574505309,49.488,207.549,45.831,11.382,52.623,18.059,24.264,41.541,22.102,41.872,76.887,39.774,-194.139,-146.614,-102.382,-42.685,-86.018,-52.371,-12.747,-1.455,-38.148,False,907.74,909.66,840.71,939.77,947.15,943.71,941.94,943.76,955.31,938.43,937.62,931.63,923.21,937.26,909.13,927.25,931.61,939.87,936.38,954.72,684.33,689.99,689.81,684.43,677.50,684.93,687.82,686.47,698.34,685.00,691.48,689.53,683.09,686.74,687.87,685.98,678.54,687.79,683.17,686.68,840.48,861.44,858.71,852.16,860.81,866.14,856.14,851.43,856.11,871.36,853.76,852.92,853.39,866.57,864.98,857.48,858.72,859.38,833.40,853.53,1097.77,1103.26,1293.80,1294.37,1113.56,1116.27,1114.70,1099.36,1107.21,1106.18,1115.41,1102.22,1105.19,1114.78,1109.57,1098.74,1111.56,1113.95,1111.73,1117.52
lzma,524288,419430400,4,95.644,97.190,45.136,35.764,615115178,2359157346,1805959523,990036383,250.196,1703.330,929.874,237.076,221.811,26.505,159.704,651.018,-87.441,-79.914,-90.678,-95.566,43.622,31.909,21.694,10.281,-21.909,-24.002,-34.492,-42.642,-30.762,False,96.45,95.86,95.17,95.28,94.81,96.06,95.84,95.13,95.73,96.04,95.65,95.96,95.66,95.99,95.48,95.28,95.63,96.04,95.72,95.10,97.56,93.87,94.77,98.05,95.08,97.73,98.61,93.98,97.21,97.24,98.00,98.41,97.89,97.29,98.13,97.34,98.08,98.54,97.84,98.15,45.59,44.98,45.17,44.78,45.10,45.06,44.92,44.98,45.22,45.39,45.25,45.05,45.41,44.89,45.07,44.93,45.45,45.41,44.97,45.09,35.67,35.88,35.87,35.77,35.78,35.65,35.84,35.77,35.83,35.16,35.86,35.72,35.79,35.81,36.02,35.72,35.79,35.81,35.83,35.69
lzma,524288,419430400,4,95.449,97.116,45.070,35.847,615115178,2359157346,1805959523,990036383,249.382,1718.980,932.040,237.082,222.120,26.545,159.832,649.488,-87.466,-79.929,-90.691,-95.556,43.622,31.909,21.694,10.281,-21.922,-24.010,-34.499,-42.637,-30.767,False,95.47,94.97,95.57,95.61,95.50,95.66,94.94,95.63,94.58,96.10,95.73,95.91,94.90,95.42,95.88,95.24,95.23,95.70,95.22,95.71,93.21,98.56,98.29,98.88,95.90,98.50,98.75,97.59,95.05,98.69,98.14,95.17,93.19,98.67,98.51,98.76,98.55,93.88,95.46,98.56,45.09,45.09,44.91,44.86,45.12,45.07,45.33,45.05,44.98,45.05,44.94,45.15,44.85,45.07,45.16,45.17,45.03,45.36,44.91,45.21,35.81,35.81,35.74,35.92,35.75,36.08,36.04,35.79,36.10,35.79,35.74,35.72,35.75,35.77,35.67,35.69,35.80,35.82,35.93,36.21
