compression,Page Size,Cluster Size,Cluster Bunch,throughput_atlas(MB/s),throughput_cms(MB/s),throughput_h1(MB/s),throughput_lhcb(MB/s),size_atlas(MB),size_cms(MB),size_h1(MB),size_lhcb(MB),writing_time_atlas(s),writing_time_cms(s),writing_time_h1(s),writing_time_lhcb(s),processing_time_atlas(s),processing_time_cms(s),processing_time_h1(s),processing_time_lhcb(s),throughput_increase_atlas(%),throughput_increase_cms(%),throughput_increase_h1(%),throughput_increase_lhcb(%),size_decrease_atlas(%),size_decrease_cms(%),size_decrease_h1(%),size_decrease_lhcb(%),performance_atlas(%),performance_cms(%),performance_h1(%),performance_lhcb(%),performance(%),accepted,res_atlas_0,res_atlas_1,res_atlas_2,res_atlas_3,res_atlas_4,res_atlas_5,res_atlas_6,res_atlas_7,res_atlas_8,res_atlas_9,res_atlas_10,res_atlas_11,res_atlas_12,res_atlas_13,res_atlas_14,res_atlas_15,res_atlas_16,res_atlas_17,res_atlas_18,res_atlas_19,res_cms_0,res_cms_1,res_cms_2,res_cms_3,res_cms_4,res_cms_5,res_cms_6,res_cms_7,res_cms_8,res_cms_9,res_cms_10,res_cms_11,res_cms_12,res_cms_13,res_cms_14,res_cms_15,res_cms_16,res_cms_17,res_cms_18,res_cms_19,res_h1_0,res_h1_1,res_h1_2,res_h1_3,res_h1_4,res_h1_5,res_h1_6,res_h1_7,res_h1_8,res_h1_9,res_h1_10,res_h1_11,res_h1_12,res_h1_13,res_h1_14,res_h1_15,res_h1_16,res_h1_17,res_h1_18,res_h1_19,res_lhcb_0,res_lhcb_1,res_lhcb_2,res_lhcb_3,res_lhcb_4,res_lhcb_5,res_lhcb_6,res_lhcb_7,res_lhcb_8,res_lhcb_9,res_lhcb_10,res_lhcb_11,res_lhcb_12,res_lhcb_13,res_lhcb_14,res_lhcb_15,res_lhcb_16,res_lhcb_17,res_lhcb_18,res_lhcb_19
none,524288,104857600,3,1008.541,464.247,904.511,1077.902,3209267550,8551284660,4667728346,1574516641,52.066,206.158,45.732,12.809,51.547,20.048,23.371,37.121,32.436,-4.055,86.815,33.642,-194.145,-146.810,-102.391,-42.686,-80.855,-75.433,-7.788,-4.522,-42.149,False,1013.72,1008.38,1007.44,1011.54,1021.38,1016.48,1001.92,1007.98,1005.66,1010.33,1019.73,998.00,989.97,1006.04,1005.29,1011.55,1015.57,1019.49,995.23,1005.12,461.89,465.02,465.23,466.48,461.71,468.64,463.45,464.42,463.55,464.05,466.84,465.16,468.40,463.65,461.98,464.33,462.71,459.75,463.53,464.13,903.03,906.95,900.32,904.33,906.70,894.32,910.81,906.53,904.73,907.70,903.38,900.05,898.50,900.66,909.08,904.22,896.73,916.21,912.48,903.47,1070.42,1068.18,1077.30,1091.01,1077.89,1060.39,1086.16,1076.28,1079.72,1085.01,1098.99,1065.05,1071.25,1088.57,1068.02,1072.87,1085.84,1083.66,1077.06,1074.37
lz4,524288,209715200,3,1257.965,925.502,883.030,1225.915,1079196618,3340423556,2263900001,1097750717,72.696,313.227,109.565,35.849,51.348,17.899,22.464,33.413,65.189,91.272,82.378,51.994,1.086,3.587,1.838,0.520,33.138,47.430,42.108,26.257,37.233,True,1218.71,996.77,1054.59,1240.49,1290.82,1247.27,1292.54,1304.55,1267.78,1342.48,1355.68,1293.49,1243.37,1239.38,1279.04,1298.74,1308.55,1314.23,1302.23,1268.60,933.41,938.37,940.20,872.81,935.16,948.08,932.94,933.22,887.74,934.03,931.16,873.01,931.99,934.25,932.41,958.81,934.34,941.85,880.48,935.78,900.10,859.30,880.42,878.80,875.64,867.12,909.57,901.29,880.00,866.17,870.84,927.85,869.86,871.81,867.57,855.03,911.08,905.29,870.54,892.32,1223.11,1243.18,1226.93,1250.34,1220.19,1212.38,1254.48,1233.69,1219.25,1220.63,1230.20,1219.50,1217.56,1221.60,1228.73,1217.46,1211.40,1224.51,1221.66,1221.51
lz4,524288,209715200,4,1282.684,931.936,861.043,1256.819,1079196618,3340423556,2263900001,1097750717,72.171,313.572,109.959,35.907,51.631,17.849,22.728,35.833,68.435,92.602,77.837,55.825,1.086,3.587,1.838,0.520,34.761,48.095,39.838,28.172,37.716,True,1299.07,1269.17,1340.17,1264.86,1276.64,1244.40,1284.33,1311.08,1282.22,1291.88,1268.57,1282.42,1269.40,1273.49,1258.26,1277.33,1313.50,1271.58,1298.32,1276.99,953.75,878.00,945.06,947.22,940.29,948.06,967.56,950.94,938.34,940.92,867.99,871.11,943.00,945.49,905.85,955.98,948.21,941.23,921.12,928.60,848.24,857.65,856.64,853.93,854.46,880.85,857.96,856.92,860.88,876.97,855.77,871.28,861.90,859.96,855.11,851.70,855.80,861.80,886.95,856.10,1245.23,1262.72,1280.56,1257.65,1262.78,1251.44,1258.02,1244.53,1253.57,1226.80,1258.14,1256.05,1262.26,1280.70,1250.09,1254.48,1253.32,1254.39,1253.46,1270.17
none,524288,209715200,4,933.133,625.906,901.212,1096.706,3209199640,8546798028,4667558544,1574505065,49.680,205.433,45.539,11.892,52.195,18.691,23.649,40.040,22.534,29.355,86.133,35.974,-194.139,-146.681,-102.384,-42.685,-85.803,-58.663,-8.125,-3.355,-38.986,False,897.59,929.52,934.21,905.17,942.89,948.84,922.23,949.65,929.93,936.86,951.24,918.54,927.36,922.06,936.73,935.22,949.64,927.14,952.40,945.42,619.49,637.05,622.30,625.52,626.68,627.32,631.01,624.64,621.89,635.11,624.43,624.13,623.74,625.00,622.42,626.24,624.87,627.96,623.61,624.74,909.57,904.90,879.06,898.74,918.44,897.60,892.09,917.99,920.53,903.07,896.38,896.12,894.80,896.65,903.27,892.77,893.74,896.35,904.38,907.81,1099.96,1099.62,1095.87,1090.80,1101.98,1098.52,1095.41,1103.34,1094.83,1105.83,1090.91,1096.91,1087.32,1111.41,1091.53,1088.01,1098.11,1093.25,1098.53,1092.01
lz4,524288,314572800,4,1258.979,984.680,864.148,1254.583,1079211836,3337132995,2264121215,1097740207,71.944,313.914,110.293,35.830,51.850,17.906,23.408,37.444,65.322,103.502,78.478,55.548,1.085,3.682,1.829,0.521,33.204,53.592,40.153,28.034,38.746,True,1064.31,946.95,1288.09,1278.34,1309.40,1285.35,1256.18,1317.44,1249.17,1308.64,1316.40,1263.47,1261.71,1257.12,1321.12,1350.31,1304.09,1255.77,1264.44,1281.31,872.44,1031.39,919.90,1019.27,924.46,1015.37,1024.32,996.29,964.07,1000.95,918.95,1011.89,1018.46,1022.91,936.32,987.96,1006.73,955.73,1024.05,1042.16,873.29,868.44,859.55,860.47,861.16,858.56,862.50,864.49,859.23,856.18,853.45,860.50,859.99,872.19,863.81,864.54,860.62,861.17,876.06,886.75,1288.25,1298.73,1243.22,1218.18,1253.20,1253.24,1257.80,1285.29,1275.03,1274.48,1250.80,1237.86,1243.16,1225.89,1247.13,1259.82,1227.50,1252.39,1248.47,1251.22
lz4,262144,314572800,4,1163.537,849.211,786.476,1261.554,1081433460,3363568569,2272654664,1099063773,69.605,306.310,107.323,34.775,51.895,17.887,23.946,37.755,52.790,75.505,62.436,56.412,0.881,2.919,1.459,0.401,26.835,39.212,31.947,28.406,31.600,False,1146.44,1135.75,1181.02,1160.86,1187.72,1160.32,1207.24,1157.82,1160.92,1181.06,1170.29,1136.54,1136.84,1166.15,1157.71,1176.69,1148.45,1187.58,1156.16,1155.16,860.31,866.72,860.13,863.20,867.66,869.82,782.01,867.65,790.00,801.68,867.05,864.87,864.66,853.58,867.49,864.49,867.84,864.00,862.24,778.81,780.79,783.41,783.31,779.21,786.37,813.44,785.52,774.07,775.81,788.05,809.58,800.44,779.37,781.94,788.41,787.09,783.30,778.69,788.77,781.95,1281.16,1293.38,1354.92,1233.20,1260.99,1255.02,1246.32,1237.67,1275.82,1250.71,1271.76,1230.51,1271.93,1280.41,1257.85,1262.83,1257.91,1253.06,1220.56,1235.06
lz4,524288,209715200,4,1261.572,922.311,880.573,1262.085,1079196618,3340423556,2263900001,1097750717,71.598,332.995,109.816,36.062,51.756,17.831,22.595,35.313,65.663,90.612,81.871,56.478,1.086,3.587,1.838,0.520,33.375,47.100,41.854,28.499,37.707,True,1292.06,1260.31,1035.51,1150.87,1121.54,1294.27,1302.31,1277.92,1348.19,1245.24,1357.65,1278.05,1242.35,1325.80,1328.38,1331.71,1238.33,1258.05,1279.31,1263.56,944.24,924.75,934.13,929.48,926.23,933.87,935.76,935.00,871.43,876.21,927.91,932.63,925.03,929.58,923.87,929.33,938.32,857.41,933.38,937.66,887.18,890.66,895.49,903.19,873.45,868.85,884.16,872.06,883.23,881.89,865.83,883.98,875.58,873.30,864.80,899.13,900.26,871.25,867.04,870.13,1250.67,1263.01,1244.76,1255.03,1256.02,1253.50,1254.34,1271.65,1250.72,1267.01,1283.02,1277.59,1285.53,1248.78,1252.43,1251.12,1258.07,1269.09,1268.70,1280.67
zlib,524288,209715200,4,497.129,380.474,341.501,353.373,763290555,2792578238,2080291020,1037917519,72.729,297.379,106.851,39.830,75.062,19.428,34.668,81.801,-34.720,-21.368,-29.467,-56.187,30.041,19.400,9.799,5.942,-2.339,-0.984,-9.834,-25.123,-9.570,False,503.79,486.57,509.07,498.80,490.37,497.83,496.80,490.47,506.12,495.36,500.83,508.08,497.21,493.34,496.78,494.35,502.70,489.67,494.23,490.22,387.19,388.22,356.20,391.10,389.78,362.05,389.74,357.28,387.03,388.44,358.84,385.96,386.23,387.54,387.15,389.19,388.97,354.55,388.46,385.54,340.28,336.21,339.02,336.73,338.20,342.77,339.09,350.87,339.38,348.58,335.29,350.63,336.05,340.44,343.43,337.51,340.58,348.00,339.13,347.84,353.08,349.58,351.82,354.99,354.43,348.15,355.57,350.89,349.05,352.00,356.30,359.68,357.02,355.13,356.87,352.01,354.72,352.96,349.77,353.44
lz4,524288,104857600,4,1262.996,858.511,857.917,1213.445,1079200433,3349585070,2264147157,1097688171,73.121,314.621,110.196,35.889,51.590,17.864,22.277,32.306,65.850,77.427,77.191,50.448,1.086,3.323,1.827,0.525,33.468,40.375,39.509,25.486,34.710,False,1270.29,1239.09,1282.25,1278.92,1266.08,1321.14,1262.24,1251.70,1284.59,1245.44,1261.13,1289.16,1256.74,1292.55,1256.17,1256.03,1236.68,1171.53,1249.90,1288.27,859.37,860.68,872.11,858.20,859.74,860.11,858.93,842.38,853.09,856.22,857.68,850.01,856.48,853.94,861.11,857.56,856.81,856.81,875.84,863.16,858.49,857.55,894.49,859.39,846.51,858.12,854.01,857.48,856.64,857.27,848.52,860.25,847.84,859.36,856.38,854.48,860.37,857.62,859.28,854.28,1195.65,1228.00,1204.87,1199.04,1219.85,1227.32,1206.15,1244.51,1209.40,1205.68,1209.22,1234.06,1217.36,1229.59,1219.59,1197.35,1202.29,1203.47,1206.35,1209.13
lz4,524288,209715200,3,1252.937,945.364,889.081,1261.133,1079196618,3340423556,2263900001,1097750717,72.546,311.933,111.719,35.832,51.126,17.684,22.434,33.860,64.529,95.377,83.628,56.360,1.086,3.587,1.838,0.520,32.808,49.482,42.733,28.440,38.366,True,1260.56,1266.85,1233.70,1311.87,1023.57,967.71,1265.45,1305.37,1232.69,1300.09,1280.82,1354.27,1257.38,1252.55,1320.77,1243.63,1302.89,1276.53,1248.66,1353.36,950.85,955.79,958.24,956.14,944.16,912.55,952.51,946.28,888.73,963.11,965.82,947.90,949.10,945.87,960.11,959.86,888.86,957.60,948.85,954.93,913.38,899.51,868.75,899.30,884.95,880.84,875.63,908.26,893.11,879.15,874.14,882.65,896.83,903.28,908.77,865.31,912.32,876.11,884.54,874.79,1248.78,1261.94,1249.37,1259.45,1290.63,1263.86,1259.56,1243.16,1245.98,1253.94,1287.26,1249.38,1261.50,1261.61,1256.40,1262.91,1255.47,1268.60,1283.37,1259.50
lz4,262144,209715200,3,1154.267,890.988,747.655,1181.259,1081421935,3366310161,2272684063,1099065353,70.836,308.291,108.258,35.072,51.065,17.731,23.809,34.662,51.572,84.139,54.418,46.457,0.882,2.840,1.457,0.401,26.227,43.490,27.938,23.429,30.271,False,1153.27,1247.44,1170.56,1139.09,1166.50,1145.93,1174.14,1147.90,1171.78,1022.99,1050.54,898.19,1201.73,1229.17,1156.74,1159.92,1204.98,1229.79,1213.26,1201.39,909.21,919.34,903.88,899.37,899.90,889.90,908.07,903.29,900.99,886.06,903.24,903.74,822.24,892.48,819.65,841.26,902.56,894.09,899.66,920.84,733.38,745.68,750.57,744.28,743.67,737.86,743.59,749.47,747.77,749.93,748.27,745.16,746.49,767.84,744.51,758.16,754.70,753.61,750.65,737.52,1183.10,1168.87,1187.75,1176.42,1189.73,1168.04,1170.54,1175.55,1212.01,1179.03,1165.96,1189.72,1176.41,1169.34,1192.23,1175.17,1188.16,1182.94,1184.89,1189.32
zlib,524288,209715200,3,493.562,388.592,340.829,353.942,763290555,2792578238,2080291020,1037917519,72.414,305.592,106.038,39.697,74.688,19.236,34.175,79.555,-35.188,-19.690,-29.606,-56.117,30.041,19.400,9.799,5.942,-2.574,-0.145,-9.903,-25.088,-9.428,False,495.31,494.60,457.17,490.22,489.81,494.57,491.96,495.80,494.54,489.09,499.06,497.85,501.20,500.67,495.80,491.36,502.56,498.19,495.93,495.54,356.58,393.49,391.03,386.34,388.38,391.12,388.01,393.56,390.24,384.36,393.17,388.88,390.40,393.27,390.36,387.10,392.69,386.68,395.18,391.01,343.81,347.16,342.29,341.81,332.01,343.30,336.18,344.67,345.27,339.75,341.12,339.25,335.44,338.40,342.24,337.67,342.41,350.49,335.76,337.53,352.29,350.09,350.45,353.46,353.09,349.15,350.50,358.87,356.07,358.05,355.60,356.25,354.80,352.41,351.90,353.02,353.98,358.76,354.56,355.55
lz4,524288,209715200,4,1283.770,946.834,892.596,1250.335,1079196618,3340423556,2263900001,1097750717,70.306,311.326,110.633,36.120,51.648,17.910,22.467,35.726,68.578,95.680,84.354,55.021,1.086,3.587,1.838,0.520,34.832,49.634,43.096,27.771,38.833,True,1304.83,1310.69,1294.62,1267.03,1076.80,1310.87,1292.02,1287.34,1372.01,1273.68,1295.21,1275.96,1266.81,1272.79,1312.40,1295.24,1319.13,1278.53,1283.18,1286.26,877.30,950.99,959.12,945.54,952.07,882.47,944.67,952.62,952.04,956.84,952.11,950.46,961.71,955.86,950.87,958.17,961.18,953.91,952.46,966.30,878.22,882.28,895.00,911.25,874.22,875.58,892.32,896.44,875.13,884.56,875.19,915.04,869.02,883.31,904.49,921.14,878.04,895.87,904.65,940.16,1257.96,1250.44,1255.76,1249.45,1246.20,1246.82,1245.86,1260.10,1247.18,1262.89,1243.92,1230.35,1252.95,1254.27,1241.61,1281.75,1246.10,1254.29,1239.96,1238.85
lz4,262144,209715200,4,1171.070,879.605,823.666,1198.024,1081421935,3366310161,2272684063,1099065353,70.156,307.647,107.948,35.301,51.764,17.948,23.151,37.253,53.779,81.786,70.117,48.536,0.882,2.840,1.457,0.401,27.331,42.313,35.787,24.468,32.475,False,1172.39,1194.23,1168.04,1159.13,1146.66,1169.60,1167.55,1177.83,1151.50,1173.97,1186.00,1196.06,1171.25,1167.23,1188.19,1207.98,1162.49,1182.58,1143.07,1135.66,887.56,891.97,887.84,886.51,890.42,901.50,900.76,894.89,823.74,815.67,886.91,896.26,829.94,900.91,891.10,897.81,842.96,879.99,887.44,897.92,810.51,836.12,820.28,831.70,851.68,816.00,837.43,829.78,811.10,820.52,832.07,828.51,813.79,824.04,809.73,818.42,811.24,817.66,835.19,817.55,1207.94,1180.63,1200.64,1201.62,1211.17,1192.18,1176.71,1215.46,1195.91,1185.41,1208.56,1190.65,1189.14,1192.29,1222.89,1219.15,1205.87,1190.58,1188.83,1184.85
