compression,Page Size,Cluster Size,Cluster Bunch,throughput(MB/s),size(MB),throughput_increase(%),size_decrease(%),performance(%),accepted,res_0,res_1,res_2,res_3,res_4,res_5,res_6,res_7,res_8,res_9
lz4,131072,41943040,3,879.11,1085114302,2.919,0.544,1.731,False,919.4,908.5,775.4,781.9,780.1,925.6,927.7,922.5,924.1,925.9
lz4,131072,52428800,2,901.81,1085246806,5.577,0.532,3.054,True,898.5,904.6,905.0,900.7,902.7,898.3,904.5,900.4,901.4,902.0
lz4,131072,52428800,1,907.38,1085246806,6.229,0.532,3.38,True,914.4,901.3,915.3,902.2,913.7,910.7,890.6,910.5,905.0,910.1
lz4,262144,52428800,1,1029.76,1081420259,20.556,0.882,10.719,True,1040.7,1040.7,1035.7,1021.3,1022.3,1023.1,1020.7,1029.1,1029.4,1034.7
lz4,262144,52428800,2,1010.79,1081420259,18.335,0.882,9.609,True,983.7,1014.3,1016.2,1014.7,1009.5,1015.6,1023.5,1002.1,1015.2,1013.0
zlib,262144,52428800,2,450.92,765025034,-47.209,29.882,-8.664,False,449.9,452.1,450.2,448.6,454.7,450.0,452.3,455.0,438.4,458.0
lz4,131072,52428800,2,899.38,1085246806,5.292,0.532,2.912,False,898.8,896.8,899.4,893.4,896.7,902.4,897.9,903.2,904.4,900.5
zlib,262144,52428800,2,452.11,765025034,-47.071,29.882,-8.594,False,455.4,451.1,451.1,451.5,453.7,452.8,450.5,454.4,451.4,449.2
lz4,262144,52428800,3,1021.13,1081420259,19.546,0.882,10.214,True,1016.5,1025.0,1028.8,1029.1,1023.6,1015.4,1023.9,1007.1,1016.6,1025.2
zlib,262144,52428800,3,452.78,765025034,-46.992,29.882,-8.555,False,455.3,447.3,447.8,456.1,453.2,454.9,451.4,452.9,453.7,455.3
lz4,262144,104857600,3,996.45,1081421742,16.656,0.882,8.769,False,799.2,1016.8,1012.4,989.5,1031.1,1028.8,1020.2,1015.4,1027.4,1023.7
lz4,131072,52428800,3,886.25,1085246806,3.755,0.532,2.144,False,900.5,799.9,808.4,906.7,905.8,907.2,907.8,909.7,909.5,907.0
lz4,131072,52428800,3,905.18,1085246806,5.971,0.532,3.251,False,902.4,906.9,905.1,907.0,904.5,906.8,902.8,907.1,905.6,903.6
lz4,131072,52428800,3,898.22,1085246806,5.157,0.532,2.844,False,899.4,899.2,897.2,898.9,901.6,899.8,896.0,899.6,896.4,894.2
lz4,262144,104857600,3,980.78,1081421742,14.822,0.882,7.852,False,1013.8,1012.9,995.5,748.0,992.0,1008.6,1012.1,1006.8,1015.7,1002.3
lz4,262144,52428800,2,1025.13,1081420259,20.014,0.882,10.448,True,1032.6,1026.2,1029.6,1005.9,1031.2,1012.0,1035.2,1016.4,1034.7,1027.4
lz4,131072,52428800,2,902.92,1085246806,5.707,0.532,3.119,False,900.6,896.1,905.6,900.1,900.2,905.9,902.8,908.6,905.7,903.7
lz4,262144,52428800,1,1013.39,1081420259,18.64,0.882,9.761,False,1010.7,1025.9,1010.9,1010.7,1016.7,1013.7,1013.2,1016.7,994.9,1020.7
lzma,262144,52428800,2,91.02,619764652,-89.345,43.195,-23.075,False,90.7,91.2,90.7,90.5,91.3,91.4,90.9,90.1,91.5,91.8
lz4,131072,52428800,2,882.16,1085246806,3.276,0.532,1.904,False,895.8,896.1,892.2,898.7,892.8,888.0,899.7,896.8,890.5,771.1
zstd,262144,52428800,2,898.36,873129493,5.173,19.973,12.573,True,880.3,897.6,899.6,893.5,901.0,903.8,903.7,900.7,898.9,904.6
zstd,262144,41943040,2,883.57,873147376,3.441,19.972,11.706,False,885.0,890.2,888.7,887.9,889.0,858.7,883.6,882.5,879.8,890.2
zstd,262144,52428800,3,883.16,873129493,3.393,19.973,11.683,False,784.3,890.8,889.4,890.2,895.3,891.4,898.8,898.9,900.0,892.5
zstd,262144,104857600,2,895.05,873161279,4.786,19.97,12.378,False,895.6,899.1,895.7,894.3,889.7,889.5,895.5,900.8,898.3,892.1
lz4,262144,52428800,2,946.37,1081420259,10.794,0.882,5.838,False,800.3,916.9,716.0,988.8,1009.6,1007.2,996.4,1011.0,1009.2,1008.4
lz4,262144,52428800,2,1034.25,1081420259,21.081,0.882,10.982,False,1030.9,1036.9,1025.9,1016.5,1045.1,1032.3,1038.7,1037.7,1033.3,1045.1
lz4,262144,52428800,2,958.62,1081420259,12.228,0.882,6.555,False,1032.9,1047.7,1040.7,997.5,845.4,792.8,723.5,1029.8,1035.9,1040.0
zstd,262144,104857600,2,866.99,873161279,1.5,19.97,10.735,True,753.2,716.0,902.2,906.4,899.8,902.5,894.4,903.0,898.6,893.8
none,262144,104857600,2,880.03,3209833401,3.027,-194.197,-95.585,False,880.3,880.8,880.3,881.8,882.1,884.1,873.8,881.6,882.6,872.8
zstd,262144,52428800,2,856.62,873129493,0.286,19.973,10.13,True,878.4,721.2,708.9,895.5,900.8,898.9,895.9,875.3,891.3,900.1
zlib,262144,52428800,2,455.45,765025034,-46.68,29.882,-8.399,False,457.0,455.0,457.4,454.9,451.4,454.8,457.2,455.0,456.3,455.4
zstd,262144,52428800,1,899.39,873129493,5.294,19.973,12.634,True,899.1,885.8,896.1,888.7,903.5,901.3,893.7,898.3,930.9,896.6
zstd,262144,52428800,2,883.19,873129493,3.397,19.973,11.685,False,732.4,905.4,899.5,891.2,898.0,904.8,903.5,907.5,893.6,895.9
zstd,131072,52428800,1,850.13,875508321,-0.473,19.755,9.641,False,831.4,834.3,862.1,871.1,869.2,870.7,866.8,832.1,831.6,832.1
zstd,262144,52428800,2,875.32,873129493,2.475,19.973,11.224,False,896.5,884.7,890.0,882.4,722.7,900.5,898.5,892.5,893.8,891.6
zlib,262144,52428800,1,408.8,765025034,-52.141,29.882,-11.13,False,379.8,371.5,367.5,371.3,356.9,448.1,445.5,450.0,450.8,446.6
zstd,262144,52428800,2,897.87,873129493,5.115,19.973,12.544,True,901.2,899.2,898.2,896.8,900.0,898.7,902.5,894.3,899.2,888.7
zstd,262144,41943040,2,840.01,873147376,-1.659,19.972,9.156,False,716.5,695.9,784.0,875.7,888.4,892.3,884.1,890.8,882.0,890.3
zstd,131072,52428800,2,820.02,875508321,-3.999,19.755,7.878,False,835.7,687.8,754.2,847.6,848.8,846.7,842.4,845.6,848.7,842.7
zstd,262144,52428800,3,887.89,873129493,3.948,19.973,11.96,False,905.3,755.8,899.2,894.7,906.1,902.1,901.5,904.4,899.9,909.9
zstd,262144,104857600,2,894.89,873161279,4.767,19.97,12.369,True,891.6,894.8,896.3,892.9,895.9,898.5,894.0,888.5,901.5,894.9
zstd,524288,104857600,2,960.31,866554336,12.426,20.576,16.501,True,944.6,964.8,973.2,948.1,950.0,964.5,968.6,951.2,970.6,967.5
zstd,1048576,104857600,2,984.18,865611213,15.22,20.662,17.941,True,977.3,997.1,985.1,1003.2,965.0,979.5,984.2,983.3,983.9,983.0
zstd,1048576,209715200,2,964.45,865579890,12.91,20.665,16.788,False,969.6,967.4,974.4,950.7,948.7,966.9,955.6,961.0,985.9,964.3
zstd,524288,104857600,2,960.23,866554336,12.416,20.576,16.496,True,975.0,968.1,954.8,952.8,977.7,958.6,961.1,936.0,952.4,965.9
zstd,524288,104857600,1,959.54,866554336,12.335,20.576,16.455,True,967.7,950.2,959.5,954.3,960.3,960.2,964.6,957.7,953.7,967.1
zstd,524288,104857600,2,923.89,866554336,8.161,20.576,14.369,False,949.3,956.0,957.9,823.1,795.1,955.5,950.4,948.6,937.6,965.3
zstd,262144,104857600,1,894.5,873161279,4.721,19.97,12.345,False,890.8,889.8,905.2,892.5,895.3,889.0,899.1,903.0,889.6,890.6
none,524288,104857600,1,1002.13,3209267553,17.321,-194.145,-88.412,False,992.5,1019.8,1001.2,1000.9,996.0,999.3,1026.7,995.2,1009.5,980.2
zstd,524288,52428800,1,950.67,866518348,11.296,20.579,15.938,False,945.4,951.0,949.7,947.7,957.2,951.9,956.2,939.4,957.8,950.4
lz4,524288,104857600,1,1106.91,1079200437,29.588,1.086,15.337,True,1109.0,1093.4,1104.7,1116.5,1124.2,1079.3,1113.9,1103.6,1096.1,1128.5
lz4,1048576,104857600,1,1115.49,1078256410,30.593,1.172,15.883,True,1101.7,1089.6,1100.4,1099.8,1193.8,1146.5,1102.9,1109.4,1097.5,1113.3
lz4,524288,104857600,1,1094.95,1079200437,28.188,1.086,14.637,True,1056.0,1135.2,1105.3,1095.9,1083.9,1092.6,1119.1,1098.9,1071.8,1090.8
zlib,524288,104857600,1,462.67,763314177,-45.834,30.038,-7.898,False,461.9,467.0,463.9,460.4,462.2,461.3,462.5,463.7,461.0,462.8
lz4,524288,209715200,1,1089.3,1079196622,27.527,1.086,14.307,True,1095.9,1079.0,1103.5,1082.0,1084.2,1099.4,1076.9,1100.5,1076.9,1094.8
lz4,524288,209715200,2,913.74,1079196622,6.973,1.086,4.03,False,1110.6,1089.3,1091.6,936.1,928.0,811.5,864.8,803.1,761.5,740.9
lz4,524288,314572800,1,1123.27,1079211840,31.504,1.085,16.294,True,1079.6,1118.0,1110.6,1095.8,1153.0,1141.6,1129.6,1137.4,1132.6,1134.6
lz4,524288,314572800,2,1117.51,1079211840,30.829,1.085,15.957,True,1124.8,1103.7,1123.1,1127.8,1131.2,1106.4,1123.0,1108.1,1136.8,1090.2
lz4,1048576,314572800,2,1096.15,1078267798,28.328,1.171,14.75,False,1126.8,1085.0,1081.5,1094.7,1104.0,1101.3,1079.9,1102.4,1094.4,1091.4
lz4,524288,209715200,2,1113.87,1079196622,30.403,1.086,15.745,True,1124.7,1119.6,1111.9,1111.3,1123.3,1076.7,1104.4,1120.3,1123.5,1123.2
lz4,524288,314572800,2,922.77,1079211840,8.03,1.085,4.558,False,1110.0,1111.2,1110.8,1094.7,885.7,824.1,828.4,758.8,775.0,729.1
zstd,524288,209715200,2,869.83,866519660,1.833,20.579,11.206,False,948.1,929.6,832.2,760.4,701.0,734.8,942.9,965.8,930.0,953.5
lz4,524288,209715200,1,1094.68,1079196622,28.156,1.086,14.621,False,1072.0,1102.0,1095.9,1097.3,1123.0,1094.7,1081.9,1089.3,1073.1,1117.5
lz4,1048576,209715200,2,1090.44,1078256131,27.66,1.172,14.416,False,1102.6,1106.9,1102.4,1074.2,1078.0,1073.7,1096.9,1104.5,1090.6,1074.5
zstd,524288,209715200,2,926.37,866519660,8.452,20.579,14.516,False,949.4,863.2,756.2,954.2,954.1,965.4,930.8,950.0,956.5,984.0
lz4,524288,209715200,3,1083.34,1079196622,26.829,1.086,13.958,False,890.1,1095.2,1102.1,1096.5,1118.3,1109.9,1088.5,1100.6,1114.9,1117.2
lz4,524288,314572800,2,1000.73,1079211840,17.157,1.085,9.121,False,850.5,696.8,755.8,1091.1,1102.4,1106.3,1102.2,1112.3,1108.8,1081.1
lz4,524288,314572800,2,904.51,1079211840,5.893,1.085,3.489,False,1104.7,1115.0,1086.2,941.3,828.2,824.3,830.5,774.6,732.2,808.0
lz4,524288,209715200,1,1086.24,1079196622,27.169,1.086,14.127,True,1074.5,1091.8,1054.7,1107.9,1065.4,1100.5,1085.8,1078.5,1104.4,1098.9
lz4,524288,209715200,2,1110.64,1079196622,30.025,1.086,15.555,True,1091.2,1090.5,1120.2,1116.5,1122.9,1114.8,1115.1,1108.8,1127.1,1099.3
lz4,524288,104857600,2,959.9,1079200437,12.378,1.086,6.732,False,1100.1,1086.1,948.6,893.8,768.5,751.4,744.8,1095.9,1089.5,1120.3
lzma,524288,209715200,2,94.76,615072967,-88.906,43.626,-22.64,False,94.7,94.1,94.1,95.3,95.5,94.3,95.2,95.0,95.1,94.3
lz4,524288,209715200,3,1110.51,1079196622,30.009,1.086,15.548,True,1098.8,1105.7,1112.4,1120.3,1116.5,1106.4,1109.4,1116.3,1095.5,1123.8
zlib,524288,209715200,3,467.14,763290559,-45.311,30.041,-7.635,False,456.0,469.0,466.1,467.6,465.0,473.3,472.7,471.2,464.8,465.6
lz4,262144,209715200,3,1014.73,1081421939,18.796,0.882,9.839,False,865.1,1026.8,1039.6,1018.3,1034.0,1034.9,1034.9,1042.3,1024.3,1027.1
lz4,524288,314572800,3,1082.99,1079211840,26.788,1.085,13.936,True,1132.0,1109.4,1135.6,1036.3,1131.3,831.7,1112.2,1105.8,1115.9,1119.8
lz4,262144,314572800,3,990.25,1081433464,15.93,0.881,8.406,False,1002.6,1024.2,1022.6,1016.6,1004.7,966.3,827.7,1008.7,1025.5,1003.6
lz4,524288,419430400,3,1099.69,1079211840,28.743,1.085,14.914,True,1098.9,1109.7,1090.6,1110.9,1082.8,1073.0,1106.0,1112.5,1113.1,1099.3
lz4,524288,419430400,2,873.67,1079211840,2.283,1.085,1.684,False,999.7,951.3,824.5,917.6,824.2,755.5,871.1,873.1,823.6,896.1
lz4,262144,419430400,3,979.05,1081433464,14.619,0.881,7.75,False,919.6,944.8,853.8,1018.3,1012.7,1015.7,997.5,1016.2,1010.7,1001.2
zstd,524288,419430400,3,929.25,866593739,8.789,20.572,14.681,True,963.0,940.9,956.1,885.0,914.2,785.7,968.0,952.4,955.2,972.0
zstd,1048576,419430400,3,991.89,865646937,16.123,20.659,18.391,True,987.7,998.9,982.9,995.7,997.2,983.2,1008.8,988.2,979.8,996.5
zstd,1048576,419430400,2,973.04,865646937,13.915,20.659,17.287,False,1005.9,972.7,976.6,976.9,960.9,953.0,964.2,977.8,969.2,973.2
zstd,1048576,524288000,3,951.89,865646937,11.44,20.659,16.05,False,914.8,948.9,953.3,881.3,891.1,972.2,992.7,987.8,976.6,1000.3
