time,number_of_changes,compression,Page Size,Cluster Size,Cluster Bunch,throughput(MB/s),size(MB),throughput_increase(%),size_decrease(%),performance(%),accepted,writing_time,processing_time,res_0,res_1,res_2,res_3,res_4,res_5,res_6,res_7,res_8,res_9,res_10,res_11,res_12,res_13,res_14,res_15,res_16,res_17,res_18,res_19
23-04-19_18:07:22,1,lz4,1048576,314572800,2,1258.23,1078267794,63.051,1.171,32.111,False,72.308,50.512,1300.2,1258.4,1263.5,1222.6,1279.8,1254.2,1237.6,1266.7,1267.4,1260.2,1258.0,1255.2,1249.1,1268.5,1262.9,1271.8,1227.7,1276.8,1246.8,1237.2
23-04-19_18:09:46,1,zlib,524288,314572800,2,508.35,763347840,-34.123,30.035,-2.044,False,70.814,72.851,500.1,507.3,507.2,507.4,507.5,502.1,507.7,511.0,513.1,515.4,510.7,509.4,505.1,508.0,512.0,507.2,509.8,507.2,510.1,508.8
23-04-19_18:11:48,1,lz4,1048576,314572800,2,996.36,1078267794,29.116,1.171,15.144,False,72.220,50.626,1313.4,1246.8,949.1,1141.4,1010.4,991.7,975.6,947.5,980.0,983.4,970.4,967.8,1011.9,934.5,865.9,941.4,947.3,912.8,918.8,917.1
23-04-19_18:13:30,3,none,262144,314572800,3,837.77,3209775289,8.565,-194.192,-92.813,False,49.483,51.934,780.3,872.9,886.7,883.2,872.1,849.8,858.1,863.6,841.3,833.3,820.6,826.7,823.4,821.5,820.5,818.9,829.0,815.8,827.9,809.7
23-04-19_18:15:30,2,lz4,262144,314572800,1,1188.54,1081433460,54.020,0.881,27.451,False,70.550,49.507,1170.1,1200.8,1168.8,1186.7,1187.2,1165.2,1178.5,1188.8,1200.5,1193.3,1171.4,1190.5,1214.7,1208.1,1209.1,1181.9,1224.8,1168.3,1203.1,1159.0
23-04-19_18:17:32,1,lz4,524288,419430400,2,1033.38,1079211836,33.914,1.085,17.499,False,71.175,50.681,1189.1,1149.9,1124.0,1162.5,973.6,1053.9,954.9,961.4,1049.7,1024.7,967.8,1025.0,1039.2,956.8,940.1,1029.3,1030.8,1042.9,1061.9,930.2
23-04-19_18:19:31,2,lz4,524288,209715200,1,1298.20,1079196618,68.232,1.086,34.659,True,69.850,49.234,1314.3,1301.8,1320.4,1312.4,1311.5,1298.0,1248.6,1285.3,1287.9,1297.5,1258.1,1306.6,1283.7,1279.3,1348.1,1326.7,1320.7,1274.8,1290.4,1298.1
23-04-19_18:21:56,1,zlib,524288,209715200,1,410.75,763290555,-46.771,30.041,-8.365,False,71.591,73.296,396.1,398.5,388.5,401.9,384.0,409.5,394.4,393.7,405.1,405.1,409.1,422.2,428.5,400.7,410.1,419.1,413.4,405.6,423.1,506.5
23-04-19_18:23:54,1,lz4,262144,209715200,1,1217.05,1081421935,57.715,0.882,29.299,False,68.877,48.857,1254.1,1204.4,1218.7,1222.1,1204.0,1191.3,1227.9,1266.2,1219.5,1241.2,1205.9,1206.0,1226.4,1208.9,1251.8,1200.5,1211.4,1183.3,1193.7,1203.8
23-04-19_18:25:56,1,lz4,1048576,209715200,1,1346.35,1078256127,74.471,1.172,37.822,True,72.182,49.431,1315.5,1431.6,1383.3,1303.1,1404.0,1403.9,1355.7,1279.9,1299.2,1367.3,1367.5,1445.9,1297.8,1328.2,1372.4,1375.4,1280.3,1305.1,1318.2,1292.7
23-04-19_18:27:36,3,none,2097152,314572800,1,1050.51,3208803271,36.134,-194.103,-78.984,False,48.730,51.232,1056.8,1062.1,1004.4,1136.3,1051.9,1050.8,1047.7,1049.5,1051.4,1030.6,1053.7,1024.1,1035.9,1055.0,1048.2,1018.4,1124.8,1047.2,1029.8,1031.6
23-04-19_18:29:39,2,lz4,1048576,314572800,2,1273.95,1078267794,65.089,1.171,33.130,False,73.097,50.555,1271.4,1219.4,1245.9,1322.3,1294.5,1239.4,1318.0,1255.8,1281.6,1261.7,1250.0,1311.7,1257.4,1279.7,1295.8,1263.7,1276.1,1258.8,1285.6,1290.0
23-04-19_18:31:41,2,lz4,524288,314572800,1,1292.91,1079211836,67.546,1.085,34.315,False,71.601,49.572,1388.4,1221.5,1279.3,1315.4,1287.4,1327.2,1239.9,1307.6,1305.5,1303.4,1248.9,1308.9,1311.6,1270.4,1312.1,1270.8,1303.5,1302.5,1282.3,1271.8
23-04-19_18:39:32,3,lzma,1048576,314572800,2,99.64,612813184,-87.088,43.833,-21.627,False,257.361,213.785,98.9,100.0,100.1,100.3,100.0,99.9,99.9,99.4,99.5,99.8,100.1,99.5,99.6,99.7,99.7,99.7,99.5,99.2,99.4,98.7
23-04-19_18:47:16,2,lzma,524288,209715200,1,96.79,615072963,-87.458,43.626,-21.916,False,245.419,218.462,96.5,97.1,96.8,95.9,97.1,97.2,97.4,96.3,96.7,96.5,96.8,96.9,97.5,97.5,97.4,96.6,96.0,97.1,95.7,96.7
23-04-19_18:49:21,1,lz4,2097152,209715200,1,1421.69,1077687656,84.234,1.225,42.729,True,74.452,50.309,1431.7,1418.8,1415.1,1427.3,1419.3,1413.3,1415.3,1441.5,1449.1,1421.1,1411.4,1415.7,1415.6,1418.2,1431.6,1413.2,1437.9,1416.1,1413.7,1407.7
23-04-19_18:51:25,1,lz4,4194304,209715200,1,1431.63,1077687656,85.523,1.225,43.374,True,73.748,50.381,1413.5,1419.1,1413.6,1433.5,1419.6,1428.8,1432.6,1432.2,1421.2,1414.2,1462.6,1407.6,1436.3,1418.4,1439.1,1523.1,1431.4,1412.1,1428.3,1445.4
23-04-19_18:53:27,3,zstd,2097152,104857600,1,1170.57,865771122,51.692,20.648,36.170,False,68.608,53.749,1149.4,1168.2,1167.1,1173.9,1162.8,1186.7,1150.4,1171.3,1174.4,1173.4,1171.3,1172.4,1186.5,1171.2,1153.3,1163.5,1182.2,1186.7,1163.7,1183.0
23-04-19_18:55:54,3,zlib,2097152,209715200,2,521.00,761624058,-32.485,30.193,-1.146,False,72.809,73.681,507.5,521.5,519.2,521.2,522.7,521.7,524.4,515.5,518.4,517.9,520.3,529.5,517.7,521.6,520.2,526.2,521.6,524.5,523.8,524.7
23-04-19_18:58:19,3,zlib,2097152,104857600,1,527.58,761636174,-31.632,30.192,-0.720,False,72.161,72.693,524.6,524.7,527.4,525.6,527.4,527.9,530.2,526.0,528.6,530.1,526.6,529.6,530.5,526.9,527.5,528.7,522.9,527.8,530.1,528.6
23-04-19_19:00:44,4,zlib,2097152,104857600,2,516.75,761636174,-33.036,30.192,-1.422,False,72.067,73.362,508.4,402.0,521.7,520.7,518.3,524.8,530.0,518.1,523.1,523.6,525.3,522.3,520.6,525.0,525.7,531.0,523.9,525.0,519.5,526.0
23-04-19_19:02:24,2,none,4194304,104857600,1,1155.48,3208886494,49.736,-194.110,-72.187,False,49.322,50.638,1163.3,1164.3,1168.8,1146.3,1160.6,1170.4,1171.1,1128.1,1153.2,1149.1,1145.1,1137.8,1148.7,1148.6,1161.6,1157.6,1188.7,1161.2,1161.8,1123.1
23-04-19_19:04:29,1,lz4,4194304,104857600,1,1467.90,1077688922,90.222,1.224,45.723,True,75.018,49.894,1385.6,1439.8,1415.9,1431.9,1467.1,1536.8,1501.6,1501.2,1598.1,1498.0,1454.8,1504.3,1502.3,1497.9,1427.8,1431.8,1431.8,1434.1,1455.1,1442.1
23-04-19_19:06:29,3,zstd,4194304,52428800,2,1181.43,865743369,53.099,20.650,36.875,False,66.211,54.104,1176.7,1180.2,1196.8,1180.0,1178.7,1180.1,1182.8,1184.7,1207.4,1176.4,1221.1,1173.3,1159.0,1174.9,1184.6,1168.2,1184.1,1174.1,1181.3,1164.1
23-04-19_19:14:16,1,lzma,4194304,104857600,1,106.06,610419621,-86.256,44.052,-21.102,False,262.574,204.047,105.9,106.5,105.9,106.5,105.8,106.7,106.5,106.5,105.2,106.6,105.8,105.8,106.7,105.9,106.3,105.6,105.0,106.1,106.4,105.6
23-04-19_19:16:21,1,lz4,4194304,104857600,2,1341.44,1077688922,73.835,1.224,37.530,False,73.779,50.801,1007.0,1090.9,944.8,939.8,1127.9,1438.2,1445.6,1479.2,1438.7,1433.1,1465.5,1439.2,1409.0,1544.9,1487.7,1435.8,1447.7,1415.0,1414.6,1424.2
23-04-19_19:18:25,1,lz4,4194304,209715200,1,1419.79,1077687656,83.988,1.225,42.606,False,73.439,50.393,1418.2,1409.4,1443.6,1411.7,1471.9,1411.5,1431.7,1403.6,1434.2,1407.6,1419.4,1421.8,1412.3,1414.8,1432.2,1396.5,1412.3,1427.2,1404.4,1411.5
23-04-19_19:26:13,4,lzma,2097152,209715200,2,105.68,610424437,-86.305,44.052,-21.127,False,262.988,205.131,105.8,105.6,106.2,104.5,105.8,105.7,105.2,106.1,105.3,105.5,105.9,106.2,106.0,105.9,105.4,106.2,106.5,105.1,104.9,105.8
23-04-19_19:28:17,2,lz4,4194304,52428800,2,1250.44,1077688572,62.042,1.224,31.633,False,73.708,50.375,1449.3,1465.2,1462.9,1427.8,1245.4,1060.1,1033.0,957.0,940.5,939.6,907.5,915.5,906.5,1462.9,1487.5,1462.5,1457.8,1463.1,1494.8,1469.9
23-04-19_19:30:00,3,none,8388608,104857600,2,1122.54,3208886494,45.467,-194.110,-74.321,False,51.037,51.414,1098.1,1129.5,1122.9,1136.8,1146.6,1143.6,1125.3,1115.8,1130.9,1111.8,1132.7,1127.6,1109.6,1125.2,1101.6,1132.5,1113.4,1113.2,1124.6,1108.8
23-04-19_19:37:48,4,lzma,8388608,52428800,2,105.29,610405281,-86.355,44.053,-21.151,False,262.684,205.830,104.6,104.4,105.2,105.8,104.3,105.8,104.1,105.7,105.8,104.9,106.2,105.9,105.5,106.0,105.9,105.4,105.6,104.6,104.6,105.6
23-04-19_19:39:54,2,lz4,2097152,104857600,2,1435.76,1077688922,86.057,1.224,43.641,False,74.824,50.669,1434.5,1445.6,1407.3,1430.1,1416.4,1452.8,1422.8,1442.2,1475.0,1435.0,1452.7,1450.9,1391.6,1441.6,1448.6,1383.3,1445.4,1424.2,1438.1,1477.1
23-04-19_19:41:36,2,none,4194304,104857600,2,1143.66,3208886494,48.204,-194.110,-72.953,False,51.336,51.457,1121.9,1164.4,1141.0,1124.1,1214.4,1147.5,1130.3,1134.7,1128.1,1130.9,1147.9,1139.6,1144.6,1135.1,1143.8,1149.3,1141.1,1141.2,1150.4,1142.7
23-04-19_19:49:26,1,lzma,4194304,104857600,1,105.82,610419621,-86.286,44.052,-21.117,False,264.550,204.479,105.2,105.9,106.4,106.2,105.5,106.2,106.3,105.9,106.5,106.9,105.0,105.8,104.8,106.6,105.5,105.9,105.7,105.7,105.4,104.9
23-04-19_19:51:26,3,zstd,2097152,209715200,1,1194.62,865747059,54.809,20.650,37.729,False,65.962,54.454,1184.9,1190.2,1174.1,1170.1,1189.6,1178.4,1201.3,1209.8,1199.7,1188.4,1199.2,1197.9,1229.1,1178.4,1192.3,1199.7,1193.2,1217.4,1200.0,1198.8
23-04-19_19:53:32,2,lz4,4194304,52428800,2,1334.34,1077688572,72.914,1.224,37.069,False,75.514,50.414,1250.8,1067.0,999.7,973.4,967.3,918.2,1455.5,1467.7,1456.6,1462.9,1467.3,1472.3,1458.3,1462.1,1472.4,1483.7,1428.7,1509.8,1473.9,1439.2
23-04-19_19:55:12,1,none,4194304,104857600,1,1169.32,3208886494,51.531,-194.110,-71.290,False,49.832,49.857,1156.2,1163.0,1169.5,1161.9,1169.6,1183.0,1169.5,1167.3,1151.1,1161.4,1206.5,1191.6,1156.3,1165.0,1158.6,1167.5,1153.4,1159.8,1208.9,1166.4
23-04-19_19:57:17,2,lz4,2097152,104857600,2,1295.98,1077688922,67.943,1.224,34.584,False,74.791,50.528,1464.2,1438.0,1434.1,1443.2,1448.0,1437.8,1422.9,1411.9,1186.0,1163.5,1046.4,1033.5,995.8,923.0,904.4,1433.2,1425.5,1449.6,1420.9,1437.7
23-04-19_19:59:21,2,lz4,2097152,209715200,1,1418.44,1077687656,83.813,1.225,42.519,False,73.417,50.225,1432.8,1397.1,1412.3,1457.4,1414.7,1415.3,1468.0,1420.2,1425.6,1396.4,1426.4,1403.3,1436.1,1405.4,1402.2,1431.1,1421.9,1387.9,1426.2,1388.4
23-04-19_20:01:25,1,lz4,8388608,104857600,1,1433.53,1077688922,85.768,1.224,43.496,False,74.498,50.022,1426.8,1428.4,1423.9,1427.7,1428.0,1419.3,1425.3,1409.8,1489.3,1452.0,1407.6,1432.3,1425.9,1432.9,1409.7,1480.1,1473.1,1425.4,1405.3,1447.6
23-04-19_20:03:29,1,lz4,4194304,104857600,2,1384.58,1077688922,79.425,1.224,40.325,False,73.479,50.516,1441.0,1399.9,1423.1,1417.6,1378.8,1211.6,1180.3,1046.7,1400.7,1435.9,1442.3,1430.8,1452.6,1443.7,1443.2,1407.6,1413.1,1448.7,1437.5,1436.8
23-04-19_20:11:16,1,lzma,4194304,104857600,1,105.88,610419621,-86.280,44.052,-21.114,False,261.853,204.591,105.9,106.2,105.8,106.5,105.7,105.9,106.0,106.4,106.1,106.6,106.0,105.1,104.9,105.9,105.5,104.8,106.5,105.3,106.4,106.1
23-04-19_20:19:06,3,lzma,4194304,209715200,2,105.06,610424437,-86.386,44.052,-21.167,False,263.446,206.395,105.0,104.4,105.7,105.9,104.5,104.9,105.3,105.1,105.0,105.0,105.3,105.3,105.2,105.4,105.2,104.4,104.9,104.6,105.7,104.5
23-04-19_20:21:07,3,zstd,2097152,209715200,1,1186.59,865747059,53.768,20.650,37.209,False,66.437,54.272,1160.8,1178.4,1261.6,1199.6,1182.1,1187.8,1160.0,1179.4,1172.9,1189.2,1174.3,1171.7,1204.5,1185.0,1192.8,1181.5,1170.4,1177.3,1156.5,1245.8
23-04-19_20:23:10,1,lz4,2097152,104857600,1,1416.06,1077688922,83.505,1.224,42.365,False,73.486,50.032,1425.2,1407.1,1388.0,1435.3,1385.8,1424.5,1419.1,1436.9,1424.9,1419.0,1419.0,1428.0,1422.6,1427.0,1380.2,1417.3,1376.7,1432.5,1419.8,1432.1
23-04-19_20:25:16,1,lz4,4194304,104857600,2,1276.84,1077688922,65.463,1.224,33.344,False,75.756,50.503,1439.0,1463.4,1447.5,1423.2,1126.6,1220.6,1131.2,1070.9,926.9,914.2,917.9,912.1,1433.1,1438.1,1421.0,1433.3,1444.3,1436.4,1426.4,1510.5
23-04-19_20:27:21,2,lz4,8388608,104857600,2,1436.87,1077688922,86.201,1.224,43.713,False,73.615,50.578,1440.1,1468.6,1424.4,1504.2,1424.8,1434.3,1438.3,1408.9,1448.7,1441.7,1437.9,1456.0,1445.2,1397.0,1421.0,1427.5,1412.4,1437.0,1434.3,1435.1
23-04-19_20:29:26,3,lz4,8388608,52428800,2,1468.96,1077688572,90.360,1.224,45.792,True,74.835,50.477,1448.5,1458.0,1441.7,1465.9,1469.1,1467.2,1474.8,1529.7,1475.3,1433.4,1476.1,1454.9,1449.2,1455.3,1464.2,1487.6,1438.3,1505.2,1454.7,1530.1
23-04-19_20:31:05,1,none,8388608,52428800,2,1137.93,3209163910,47.462,-194.136,-73.337,False,49.263,49.496,1119.4,1141.4,1133.0,1139.4,1142.8,1153.2,1140.6,1142.9,1147.0,1145.4,1136.0,1142.4,1120.7,1142.6,1136.2,1145.4,1125.4,1124.6,1139.7,1140.5
23-04-19_20:33:31,3,zlib,8388608,104857600,3,519.62,761636174,-32.664,30.192,-1.236,False,72.321,73.718,518.8,517.5,514.1,521.5,512.2,521.9,519.4,520.4,523.1,522.4,521.7,516.7,522.2,522.8,521.2,519.7,522.3,520.2,519.2,515.0
23-04-19_20:35:35,1,lz4,4194304,52428800,2,1308.76,1077688572,69.600,1.224,35.412,False,73.077,50.374,1411.6,1219.8,1179.6,1084.7,1022.5,980.6,1064.9,965.3,923.9,1474.3,1477.0,1482.6,1474.0,1452.8,1550.7,1523.7,1468.8,1461.6,1465.6,1491.1
23-04-19_20:37:38,1,lz4,4194304,52428800,2,1329.43,1077688572,72.278,1.224,36.751,False,73.148,50.392,1448.9,1555.5,1461.1,1459.9,1455.9,1442.4,1204.1,1066.9,958.2,919.4,1007.5,903.3,1457.9,1452.0,1449.2,1455.0,1473.1,1441.2,1493.3,1483.8
23-04-19_20:40:05,1,zlib,8388608,52428800,2,523.86,761645166,-32.114,30.191,-0.961,False,72.770,73.550,522.6,523.2,524.8,525.1,523.4,521.3,530.1,524.8,519.9,522.7,524.1,524.5,524.6,522.8,518.4,525.8,527.4,525.5,520.7,525.5
23-04-19_20:42:11,1,lz4,8388608,52428800,1,1428.98,1077688572,85.179,1.224,43.202,False,75.594,50.386,1432.3,1431.9,1445.2,1411.7,1438.7,1431.2,1402.9,1410.0,1427.9,1468.4,1430.9,1432.0,1413.9,1421.3,1427.6,1424.6,1451.8,1435.7,1421.9,1419.7
23-04-19_20:44:13,3,lz4,16777216,104857600,1,1412.05,1077688931,82.985,1.224,42.105,False,72.381,50.415,1422.9,1407.2,1417.0,1427.1,1413.0,1412.4,1417.4,1406.7,1423.3,1413.6,1398.3,1382.7,1411.7,1417.5,1418.2,1424.6,1424.1,1402.3,1382.5,1418.3
23-04-19_20:46:19,2,lz4,8388608,41943040,3,1400.95,1077801462,81.547,1.214,41.380,False,74.669,50.739,1480.9,1460.1,1460.1,1473.0,1478.8,1161.6,1075.6,1072.8,1159.1,1459.8,1447.6,1456.0,1495.2,1467.8,1448.5,1483.6,1475.9,1484.1,1477.9,1500.5
23-04-19_20:48:23,1,lz4,4194304,52428800,2,1348.00,1077688572,74.685,1.224,37.955,False,73.432,50.318,1476.0,1467.2,1437.3,1403.4,1170.9,1048.3,968.5,1239.5,1031.0,914.3,1510.4,1472.4,1475.4,1485.3,1490.5,1485.6,1475.9,1454.5,1472.7,1480.8
23-04-19_20:50:27,1,lz4,8388608,52428800,1,1424.00,1077688572,84.533,1.224,42.879,False,73.962,50.051,1405.9,1427.2,1428.0,1420.7,1431.2,1426.4,1416.7,1390.9,1416.1,1437.1,1411.1,1437.0,1415.5,1412.0,1434.1,1495.8,1422.4,1420.0,1419.4,1412.3
23-04-19_20:52:30,2,lz4,8388608,41943040,1,1483.82,1077801462,92.286,1.214,46.750,True,73.830,49.794,1503.9,1489.9,1482.3,1489.1,1482.5,1478.9,1470.3,1547.7,1495.3,1483.5,1462.8,1477.3,1487.1,1473.6,1468.6,1472.5,1472.9,1475.5,1474.0,1488.4
23-04-19_20:54:34,2,lz4,16777216,52428800,1,1417.45,1077688571,83.685,1.224,42.455,False,73.299,50.104,1416.0,1416.7,1408.3,1422.6,1429.6,1436.6,1408.5,1389.8,1417.8,1419.6,1422.5,1398.9,1457.5,1416.3,1438.7,1411.7,1407.3,1414.7,1409.2,1406.5
23-04-19_20:56:58,3,zlib,16777216,41943040,2,524.27,761631903,-32.061,30.193,-0.934,False,70.891,73.299,484.5,526.4,523.6,529.5,528.8,521.9,527.1,530.6,520.5,521.3,524.9,528.0,537.2,521.3,523.4,524.2,533.3,522.8,527.7,528.4
23-04-19_20:59:00,1,lz4,16777216,41943040,1,1476.98,1077801466,91.399,1.214,46.306,False,71.868,50.063,1461.7,1487.7,1468.3,1533.2,1487.4,1458.8,1498.0,1475.4,1533.1,1456.1,1459.4,1474.1,1468.5,1471.5,1458.7,1489.4,1456.3,1468.6,1457.0,1476.1
23-04-19_21:01:01,1,zstd,8388608,41943040,1,1185.33,865752161,53.605,20.650,37.127,False,66.782,53.756,1174.9,1165.1,1163.6,1204.1,1212.1,1171.3,1201.3,1172.4,1196.7,1164.1,1167.5,1184.2,1196.9,1208.4,1169.0,1177.6,1168.0,1177.7,1253.0,1178.7
23-04-19_21:02:42,1,none,8388608,41943040,1,1174.40,3209311850,52.188,-194.149,-70.981,False,51.879,49.669,1187.4,1202.3,1190.5,1167.4,1165.2,1177.2,1164.3,1163.7,1175.9,1166.1,1166.4,1164.2,1176.8,1183.7,1148.9,1209.9,1185.9,1170.3,1151.3,1170.4
23-04-19_21:05:10,1,zlib,8388608,41943040,1,449.54,761631911,-41.744,30.193,-5.776,False,74.331,72.970,534.6,525.3,527.7,514.1,447.6,432.0,436.5,433.5,430.0,433.8,434.8,428.0,422.6,416.2,418.1,432.8,427.1,432.0,432.6,431.6
23-04-19_21:07:13,1,lz4,8388608,31457280,1,1502.98,1078012319,94.768,1.195,47.982,True,73.634,49.432,1494.5,1518.8,1481.4,1497.1,1501.9,1500.3,1497.4,1482.4,1559.4,1498.2,1511.0,1486.1,1521.8,1521.6,1508.7,1507.0,1498.1,1503.6,1488.5,1481.9
23-04-19_21:09:14,1,lz4,8388608,20971520,1,1507.16,1078480886,95.310,1.152,48.231,True,72.257,49.126,1529.5,1494.0,1514.5,1514.7,1507.6,1502.8,1490.1,1512.9,1501.9,1497.5,1492.3,1475.7,1482.5,1518.8,1528.5,1511.9,1512.8,1515.1,1519.4,1520.7
23-04-19_21:11:12,1,zstd,8388608,20971520,1,1236.23,864455432,60.200,20.768,40.484,False,64.699,53.159,1229.6,1222.4,1244.9,1261.0,1219.5,1242.6,1242.5,1244.9,1219.9,1241.2,1237.1,1238.3,1229.4,1233.4,1228.7,1236.9,1235.3,1237.2,1239.1,1240.5
23-04-19_21:13:37,1,zlib,8388608,20971520,1,528.29,762134406,-31.540,30.147,-0.697,False,71.854,72.746,529.2,530.7,528.2,530.8,525.8,530.9,528.1,525.8,526.9,527.4,527.9,529.4,532.6,528.5,529.8,530.0,528.1,528.3,520.7,526.7
23-04-19_21:15:16,2,none,8388608,20971520,2,1179.00,3210014643,52.784,-194.214,-70.715,False,51.014,48.470,1164.7,1260.4,1159.4,1160.7,1165.7,1186.3,1293.3,1166.1,1166.4,1163.8,1165.5,1162.0,1169.0,1244.0,1159.2,1158.9,1162.9,1160.6,1155.5,1155.4
23-04-19_21:17:15,3,zstd,16777216,20971520,2,1239.61,864455432,60.638,20.768,40.703,False,64.875,53.382,1237.6,1239.7,1235.5,1228.2,1248.4,1231.2,1242.9,1251.0,1251.0,1243.2,1252.1,1243.4,1242.9,1245.1,1232.1,1237.9,1236.2,1228.4,1240.5,1224.9
