time,number_of_changes,compression,Page Size,Cluster Size,Cluster Bunch,throughput(MB/s),size(MB),throughput_increase(%),size_decrease(%),performance(%),accepted,writing_time,processing_time,res_0,res_1,res_2,res_3,res_4,res_5,res_6,res_7,res_8,res_9,res_10,res_11,res_12,res_13,res_14,res_15,res_16,res_17,res_18,res_19
23-04-20_11:30:36,1,lz4,1048576,31457280,1,1396.97,1078353583,79.489,1.164,40.326,True,72.176,50.182,1396.5,1405.0,1395.1,1397.7,1390.0,1411.5,1389.8,1401.5,1398.0,1389.5,1400.5,1391.8,1397.1,1401.0,1399.5,1393.3,1399.6,1401.9,1388.3,1391.6
23-04-20_11:38:30,2,lzma,524288,31457280,1,94.71,615186838,-87.831,43.615,-22.108,False,249.943,223.383,95.2,96.2,95.2,95.6,95.7,96.0,95.9,96.5,95.3,95.0,94.6,94.9,94.1,94.2,93.9,93.8,91.9,94.3,92.8,93.3
23-04-20_11:40:35,1,lz4,1048576,20971520,1,1533.63,1078480886,97.049,1.152,49.100,True,74.972,50.147,1492.8,1469.6,1487.2,1419.3,1525.5,1494.8,1500.0,1459.2,1489.0,1471.5,1515.0,1495.0,1652.7,1585.6,1569.2,1616.0,1633.3,1581.3,1608.5,1607.3
23-04-20_11:43:03,2,zlib,1048576,31457280,1,451.29,762173955,-42.017,30.143,-5.937,False,73.109,75.112,501.4,487.8,456.9,487.8,444.8,457.9,411.3,447.4,445.6,430.4,445.5,464.2,445.1,451.4,427.0,449.3,461.2,429.3,459.0,422.3
23-04-20_11:45:08,1,lz4,524288,20971520,1,1424.65,1078999291,83.046,1.104,42.075,False,75.030,49.835,1387.7,1438.7,1435.5,1416.3,1441.6,1444.8,1416.9,1451.1,1451.4,1434.4,1396.5,1421.5,1409.1,1418.9,1416.8,1417.8,1395.4,1429.3,1425.8,1443.4
23-04-20_11:47:13,1,lz4,1048576,20971520,2,1551.78,1078480886,99.380,1.152,50.266,True,74.366,50.192,1542.8,1571.1,1573.0,1608.5,1543.4,1546.9,1537.7,1604.6,1573.7,1525.4,1522.5,1564.5,1548.8,1580.1,1555.8,1528.9,1547.4,1546.9,1553.7,1459.7
23-04-20_11:49:17,1,lz4,524288,20971520,2,1414.94,1078999291,81.798,1.104,41.451,False,73.522,50.384,1431.4,1444.2,1403.6,1431.0,1427.2,1444.3,1404.9,1399.2,1337.4,1385.2,1371.2,1453.2,1415.8,1394.0,1432.2,1422.3,1455.3,1426.2,1434.2,1385.9
23-04-20_11:51:46,1,zlib,1048576,20971520,2,503.07,762698379,-35.364,30.095,-2.634,False,75.088,74.526,501.3,505.8,498.5,498.6,500.4,497.3,504.6,504.8,494.7,507.3,502.4,500.1,504.2,516.6,499.4,502.7,504.8,503.0,513.0,502.0
23-04-20_11:53:50,1,lz4,1048576,31457280,2,1371.74,1078353583,76.248,1.164,38.706,False,72.719,50.485,1345.0,1409.1,1362.0,1359.9,1339.6,1355.5,1360.1,1378.9,1361.2,1382.7,1355.1,1418.7,1353.7,1392.4,1369.2,1361.4,1365.6,1444.8,1368.1,1351.9
23-04-20_11:55:30,4,none,524288,31457280,3,1193.31,3209543001,53.322,-194.171,-70.424,False,51.076,49.134,1172.3,1174.8,1208.8,1143.2,1136.2,1152.5,1145.4,1164.0,1226.0,1173.6,1212.6,1158.9,1174.5,1351.4,1319.9,1171.0,1159.7,1213.4,1213.0,1194.9
23-04-20_11:57:30,1,zstd,1048576,20971520,2,1233.37,864455432,58.469,20.768,39.619,False,65.768,54.189,1221.3,1220.8,1237.1,1227.6,1229.4,1258.1,1238.8,1237.8,1229.8,1248.2,1227.6,1235.5,1221.9,1233.6,1230.6,1251.7,1232.5,1241.1,1243.0,1201.2
23-04-20_11:59:30,2,zstd,2097152,20971520,2,1232.33,864455432,58.336,20.768,39.552,False,66.118,54.332,1241.4,1225.7,1227.4,1249.1,1207.4,1231.2,1226.7,1217.6,1257.6,1248.2,1204.5,1230.2,1231.7,1239.4,1229.2,1228.5,1233.9,1254.1,1234.9,1228.0
23-04-20_12:01:09,2,none,524288,20971520,2,1145.13,3210014639,47.132,-194.214,-73.541,False,49.468,49.371,1177.6,1240.2,1240.8,1193.7,1187.7,1182.4,1122.5,1110.1,1101.1,1164.0,1159.0,1097.4,1108.8,1101.9,1143.1,1093.6,1158.6,1106.5,1111.6,1101.9
23-04-20_12:02:48,1,none,1048576,20971520,2,1098.77,3210014643,41.175,-194.214,-76.520,False,49.831,48.955,1098.6,1078.4,1104.5,1107.0,1117.2,1077.1,1083.5,1156.2,1082.1,1080.4,1116.9,1085.6,1198.3,1101.3,1080.9,1089.3,1085.2,1078.2,1064.8,1089.8
23-04-20_12:04:53,1,lz4,1048576,20971520,1,1506.50,1078480886,93.562,1.152,47.357,False,73.858,50.649,1506.6,1533.3,1476.7,1472.2,1487.4,1505.0,1499.4,1495.7,1478.1,1564.2,1574.5,1594.4,1466.7,1485.7,1480.1,1421.0,1480.3,1481.5,1511.1,1616.1
23-04-20_12:06:57,1,lz4,524288,20971520,2,1414.40,1078999291,81.729,1.104,41.417,False,73.779,50.385,1361.0,1372.3,1397.5,1380.1,1401.0,1385.8,1629.4,1407.7,1443.5,1432.2,1407.7,1418.3,1410.0,1432.5,1396.0,1386.1,1438.7,1413.1,1393.0,1382.0
23-04-20_12:08:40,1,none,1048576,20971520,2,1081.19,3210014643,38.916,-194.214,-77.649,False,53.802,49.000,1061.0,1081.3,1057.7,1061.2,1043.8,1064.8,1060.4,1053.5,1078.2,1080.7,1086.9,1132.1,1079.5,1107.9,1071.2,1175.2,1103.9,1078.9,1064.0,1081.6
23-04-20_12:11:09,1,zlib,1048576,20971520,2,482.18,762698379,-38.047,30.095,-3.976,False,74.571,74.500,492.9,498.8,494.2,498.8,505.7,496.5,495.4,494.8,488.6,505.0,500.7,503.1,505.3,499.0,498.9,488.9,427.0,406.7,402.9,440.4
23-04-20_12:13:13,1,lz4,1048576,31457280,2,1385.73,1078353583,78.045,1.164,39.604,False,73.485,50.476,1328.8,1360.7,1427.6,1399.6,1457.0,1374.3,1401.3,1376.5,1392.6,1447.9,1370.1,1418.1,1362.7,1363.2,1368.9,1374.4,1378.2,1370.0,1367.6,1375.5
23-04-20_12:15:14,3,zstd,1048576,31457280,3,1050.65,864908074,34.993,20.727,27.860,False,65.584,55.306,1084.3,1063.4,813.0,929.7,760.5,1065.2,1121.7,1087.8,1139.3,1074.8,1070.2,1089.2,1053.5,1111.5,1053.5,1070.4,1142.4,1050.9,1151.1,1080.7
23-04-20_12:17:18,1,lz4,524288,20971520,2,1479.09,1078999291,90.040,1.104,45.572,False,73.449,50.477,1383.6,1493.9,1401.7,1440.9,1542.4,1386.2,1385.5,1415.1,1609.7,1496.3,1549.3,1568.7,1550.0,1533.0,1545.5,1428.8,1435.3,1431.4,1436.9,1547.5
23-04-20_12:19:22,2,lz4,524288,31457280,2,1316.01,1079230179,69.087,1.083,35.085,False,73.519,50.768,1287.0,1307.2,1320.2,1310.0,1321.2,1342.6,1286.3,1276.4,1313.8,1264.1,1314.8,1376.5,1298.8,1320.4,1383.6,1343.5,1334.3,1318.9,1303.4,1297.1
23-04-20_12:27:26,2,lzma,1048576,31457280,2,96.64,612814272,-87.583,43.833,-21.875,False,263.014,220.375,96.4,96.2,96.3,97.2,97.8,97.6,97.2,97.4,96.8,96.5,96.0,96.0,96.4,96.2,96.2,96.2,96.6,96.9,96.9,95.7
23-04-20_12:29:34,1,lz4,2097152,20971520,2,1524.47,1078480886,95.871,1.152,48.512,False,77.442,50.708,1531.2,1528.8,1534.5,1545.8,1506.7,1516.3,1532.9,1516.1,1518.1,1519.8,1494.0,1512.9,1547.3,1547.4,1521.6,1502.2,1501.6,1540.6,1526.2,1545.3
23-04-20_12:32:02,4,zlib,524288,31457280,1,496.49,763333247,-36.209,30.037,-3.086,False,73.406,74.484,491.7,492.3,489.7,492.6,497.7,499.1,490.1,498.8,504.2,495.1,501.2,503.4,494.3,501.7,479.1,495.9,490.8,509.6,499.9,502.5
