time,number_of_changes,compression,Page Size,Cluster Size,Cluster Bunch,throughput(MB/s),size(MB),throughput_increase(%),size_decrease(%),performance(%),accepted,writing_time,processing_time,res_0,res_1,res_2,res_3,res_4,res_5,res_6,res_7,res_8,res_9,res_10,res_11,res_12,res_13,res_14,res_15,res_16,res_17,res_18,res_19
23-04-21_07:19:17,1,lz4,262144,209715200,2,789.80,2272684063,63.246,1.457,32.352,False,106.385,22.928,796.4,761.1,774.8,812.6,772.6,794.9,783.4,791.3,793.2,779.0,768.5,792.4,795.7,848.0,798.2,775.6,779.8,798.8,806.8,772.9
23-04-21_07:21:27,2,lz4,524288,104857600,1,906.67,2264147157,87.404,1.827,44.616,True,108.227,21.173,897.0,914.7,913.7,911.3,911.9,906.6,896.1,905.9,902.6,888.7,907.9,930.4,908.5,890.6,912.4,894.7,916.5,906.3,910.6,907.2
23-04-21_07:23:37,1,lz4,524288,104857600,2,912.49,2264147157,88.606,1.827,45.217,True,109.023,21.239,911.8,904.5,898.6,908.5,909.6,908.6,907.9,908.3,915.2,903.4,909.5,909.7,912.3,951.1,902.8,907.5,901.9,908.3,957.0,913.1
23-04-21_07:25:38,2,zstd,524288,209715200,2,797.01,1945864082,64.737,15.628,40.183,False,98.684,22.228,808.8,791.7,804.5,799.0,801.4,778.4,790.1,802.2,795.6,811.3,797.1,790.1,798.7,800.1,796.0,797.6,809.1,798.0,776.9,793.7
23-04-21_07:27:45,2,lz4,262144,52428800,2,843.39,2272736473,74.324,1.455,37.889,False,104.653,21.752,850.3,850.3,842.1,844.5,837.8,842.5,844.2,843.9,849.7,849.8,847.3,860.8,835.5,841.8,838.5,839.4,825.0,845.6,839.5,839.4
23-04-21_07:45:40,1,lzma,524288,104857600,2,46.19,1805883752,-90.453,21.698,-34.377,False,919.149,156.494,46.5,46.0,46.4,46.3,46.4,46.3,46.1,46.0,46.2,45.9,46.3,46.3,45.8,46.0,46.0,46.5,46.3,46.2,46.4,45.9
23-04-21_07:47:58,2,zlib,1048576,104857600,2,359.18,2077821031,-25.759,9.906,-7.926,False,105.792,31.768,360.5,359.0,355.9,361.2,358.5,360.6,358.1,359.1,359.7,360.5,364.0,354.4,358.6,362.9,357.0,359.2,357.8,355.2,363.6,358.0
23-04-21_07:49:06,2,none,1048576,104857600,2,922.94,4667585032,90.767,-102.385,-5.809,False,45.469,22.985,915.1,908.3,926.5,930.6,920.7,931.1,930.7,926.3,924.3,927.7,927.9,928.8,920.4,929.6,925.1,902.1,907.3,925.2,921.2,930.0
23-04-21_07:51:16,1,lz4,524288,52428800,2,828.34,2267408447,71.214,1.686,36.450,False,107.616,21.723,822.8,827.9,835.4,815.1,830.5,818.7,846.8,830.6,822.4,829.6,841.8,826.4,848.7,827.4,814.2,830.7,825.5,824.3,827.7,820.5
23-04-21_08:09:07,1,lzma,524288,104857600,2,46.15,1805883752,-90.462,21.698,-34.382,False,914.493,156.604,46.3,46.0,46.3,46.3,45.6,46.0,46.1,46.4,46.3,46.5,45.8,46.2,46.0,46.0,46.4,46.5,45.9,46.1,46.3,46.0
23-04-21_08:12:06,4,zstd,262144,209715200,1,675.30,1967459566,39.580,14.692,27.136,False,156.961,22.464,666.6,671.5,675.9,676.5,676.6,683.2,678.7,679.9,682.5,676.9,668.5,674.1,677.0,668.7,673.3,682.2,672.0,673.9,675.8,672.1
23-04-21_08:30:05,1,lzma,524288,104857600,2,46.19,1805883752,-90.453,21.698,-34.378,False,921.849,156.332,46.7,46.0,46.4,46.2,46.2,46.2,46.0,46.0,46.3,46.3,46.3,46.3,46.3,46.3,45.9,45.9,46.3,45.9,46.3,46.0
23-04-21_08:32:10,3,zstd,1048576,52428800,2,816.83,1955534851,68.834,15.209,42.021,False,103.694,21.381,840.3,804.2,854.6,812.8,803.5,810.7,800.8,816.4,805.3,816.0,802.8,817.3,814.3,815.2,842.7,805.8,854.0,806.9,795.3,817.8
23-04-21_08:34:26,3,zlib,262144,209715200,2,290.41,2086210103,-39.974,9.543,-15.216,False,102.609,34.004,315.4,314.5,308.8,304.6,272.4,301.8,300.0,270.7,269.4,268.9,269.5,268.6,268.9,296.1,329.0,296.2,296.8,266.6,295.7,294.5
23-04-21_08:36:38,1,lz4,524288,209715200,2,900.82,2263900001,86.195,1.838,44.016,True,109.942,21.842,867.5,901.7,895.4,910.9,906.9,898.4,898.2,904.4,892.5,945.3,898.9,898.3,891.3,904.7,889.5,910.3,903.0,900.2,913.6,885.3
23-04-21_08:37:48,4,none,262144,104857600,1,828.90,4668163578,71.329,-102.410,-15.540,False,45.788,24.090,819.6,828.6,825.6,837.3,825.8,822.9,831.3,831.5,826.8,822.1,826.3,830.4,831.6,823.5,832.2,833.9,833.2,832.1,834.2,829.4
23-04-21_08:39:59,1,lz4,524288,209715200,3,907.95,2263900001,87.667,1.838,44.753,True,108.908,21.926,909.7,947.4,884.3,927.7,887.1,915.9,919.9,897.2,894.7,909.0,909.5,921.5,902.7,908.0,891.9,907.1,886.3,903.7,903.1,932.1
23-04-21_08:42:07,1,lz4,262144,209715200,3,847.11,2272684063,75.093,1.457,38.275,False,105.923,21.832,842.6,842.9,849.1,837.9,834.9,892.8,846.4,838.7,850.0,837.6,859.2,889.8,855.0,833.9,839.5,829.6,838.6,836.1,841.6,846.0
23-04-21_08:44:16,1,lz4,262144,209715200,3,832.39,2272684063,72.051,1.457,36.754,False,107.537,22.138,833.3,823.1,829.6,831.8,825.6,826.6,826.2,821.7,822.7,821.1,874.0,837.2,842.7,878.0,825.0,823.2,825.2,828.1,829.6,823.1
23-04-21_08:46:34,2,zlib,262144,209715200,3,322.94,2086210103,-33.251,9.543,-11.854,False,103.489,33.953,328.9,327.4,330.3,341.7,326.2,327.4,329.1,284.3,295.5,312.6,321.6,335.8,323.6,326.5,322.7,323.0,325.5,327.8,323.9,325.0
23-04-21_08:48:43,1,lz4,524288,104857600,3,902.51,2264147157,86.543,1.827,44.185,True,107.543,21.589,895.8,903.1,952.2,899.2,892.5,901.9,895.9,909.7,895.3,905.6,901.2,904.8,899.0,888.1,895.7,903.3,901.0,904.5,910.2,891.0
23-04-21_08:50:54,1,lz4,524288,104857600,4,951.79,2264147157,96.729,1.827,49.278,True,110.244,20.776,929.4,956.3,1006.7,954.6,937.2,934.6,948.0,937.2,941.8,938.7,926.2,947.9,956.8,946.5,952.7,955.5,947.9,957.1,958.3,1002.4
23-04-21_08:53:03,1,lz4,262144,104857600,4,814.24,2272685626,68.299,1.457,34.878,False,106.209,22.373,814.8,811.4,811.6,822.7,811.8,823.9,810.3,814.0,806.9,813.9,821.6,821.0,812.7,807.1,817.6,807.0,827.0,810.0,807.5,811.8
23-04-21_08:55:10,3,lz4,262144,52428800,3,833.30,2272736473,72.238,1.455,36.847,False,105.022,22.117,831.3,826.4,811.6,828.6,822.1,821.6,827.8,819.1,812.4,818.7,899.3,900.2,883.3,818.3,805.1,828.5,815.8,824.3,848.4,823.2
23-04-21_08:56:20,3,none,524288,209715200,5,886.64,4667558544,83.263,-102.384,-9.560,False,46.324,23.621,909.5,882.6,879.4,885.0,895.1,885.1,889.4,887.1,886.5,887.8,888.2,886.1,888.6,880.4,888.1,883.6,875.6,888.2,883.2,883.3
23-04-21_08:58:31,2,lz4,1048576,104857600,5,945.89,2261544877,95.510,1.940,48.725,True,109.367,21.379,951.1,974.2,985.9,931.1,954.1,924.6,940.8,956.6,934.7,956.0,950.5,949.8,926.9,947.1,954.7,941.2,954.1,928.4,923.9,932.0
23-04-21_09:00:42,1,lz4,1048576,104857600,4,964.17,2261544877,99.289,1.940,50.615,True,109.708,21.172,966.4,977.3,952.5,972.1,954.6,969.7,944.4,976.3,971.9,975.6,966.5,976.2,968.1,942.7,947.7,973.3,950.0,969.4,956.7,972.0
23-04-21_09:18:20,4,lzma,2097152,52428800,3,45.28,1801176615,-90.640,21.902,-34.369,False,904.473,153.921,45.1,45.5,45.3,45.3,45.4,45.3,45.5,45.3,45.0,45.7,45.7,45.2,45.3,45.2,45.2,45.0,45.5,45.3,44.9,45.0
23-04-21_09:36:19,3,lzma,524288,104857600,5,46.17,1805883752,-90.457,21.698,-34.380,False,921.345,157.690,45.8,46.3,46.1,45.9,46.3,46.2,46.1,46.6,46.0,46.3,46.5,46.0,46.5,46.0,46.0,45.7,46.6,46.3,46.0,46.1
23-04-21_09:37:28,1,none,1048576,104857600,4,913.56,4667585032,88.828,-102.385,-6.778,False,45.844,23.206,910.7,901.2,915.0,915.0,910.8,910.9,917.3,912.6,909.8,916.2,913.1,917.1,911.4,912.8,920.0,913.5,927.3,912.7,917.1,906.7
23-04-21_09:38:39,2,none,1048576,52428800,4,807.58,4668094932,66.923,-102.407,-17.742,False,46.700,24.231,806.2,816.7,798.9,798.6,808.0,810.8,802.0,810.7,814.5,801.6,816.8,808.0,809.2,813.5,814.4,799.2,812.6,803.4,809.0,797.6
23-04-21_09:40:50,1,lz4,1048576,104857600,3,968.58,2261544877,100.199,1.940,51.070,True,110.089,21.014,956.8,971.4,961.9,959.5,982.8,965.1,964.7,958.8,974.2,969.4,955.6,968.3,986.2,966.6,965.7,969.0,964.0,952.1,1008.8,970.8
23-04-21_09:43:05,1,lz4,1048576,209715200,3,979.51,2259801929,102.458,2.016,52.237,True,112.623,21.591,998.5,940.0,981.2,953.1,1022.9,989.5,1034.6,976.2,955.4,1001.0,1006.9,977.0,976.9,949.6,978.2,989.7,956.9,946.1,999.1,957.4
23-04-21_09:45:16,1,lz4,524288,209715200,3,881.32,2263900001,82.164,1.838,42.001,False,109.173,22.058,883.0,864.9,879.9,878.5,883.9,875.8,884.9,898.9,892.5,875.8,884.0,881.4,868.7,863.3,885.2,891.1,869.6,923.5,869.3,872.2
23-04-21_09:47:29,1,lz4,2097152,209715200,3,982.83,2258482062,103.146,2.073,52.610,True,111.664,21.563,1010.6,974.8,907.2,965.8,968.2,941.9,998.6,1014.8,1020.0,992.3,988.0,972.2,1025.3,1030.0,966.2,971.5,988.0,955.1,973.5,992.6
23-04-21_09:49:43,1,lz4,4194304,209715200,3,1059.80,2257779544,119.055,2.104,60.579,True,112.438,21.260,1086.3,1079.1,1012.0,1079.8,1079.2,1006.7,1049.6,1026.2,1048.9,1082.6,1090.2,1015.8,1080.2,1000.7,1095.9,1065.9,1034.0,1084.6,1138.8,1039.5
23-04-21_09:51:58,1,lz4,4194304,314572800,3,1053.72,2257262996,117.797,2.126,59.962,False,113.818,21.648,987.1,1065.5,1003.6,1085.5,1036.5,1051.4,1049.7,1073.9,1077.7,1103.2,1093.8,978.9,1093.2,1076.7,1076.2,1045.2,1053.6,1021.3,1049.2,1052.3
23-04-21_09:54:13,1,lz4,4194304,314572800,3,1060.04,2257262996,119.104,2.126,60.615,True,113.188,21.704,1056.5,1068.6,1074.9,1033.5,1125.0,970.2,1038.2,1056.2,1080.9,1039.5,1080.5,1081.9,1075.0,1016.6,1078.7,1060.6,1038.8,1079.9,1091.5,1053.8
23-04-21_09:55:21,2,none,4194304,419430400,3,989.92,4667117234,104.610,-102.364,1.123,False,45.909,22.191,989.9,984.3,1000.2,984.6,995.4,983.2,988.7,990.4,1000.0,954.3,1013.0,996.4,982.1,991.5,1003.7,999.1,992.2,994.0,969.9,985.6
23-04-21_09:56:30,1,none,4194304,314572800,3,982.00,4667162914,102.975,-102.366,0.304,False,46.034,22.474,980.0,1016.2,966.9,956.1,977.2,986.0,993.7,970.4,988.1,935.4,981.5,971.8,1003.6,977.6,971.3,1007.8,1008.5,968.3,1004.1,975.6
23-04-21_09:58:50,2,zlib,2097152,314572800,3,369.22,2074817194,-23.685,10.037,-6.824,False,107.247,32.975,367.7,374.7,370.5,367.7,366.7,370.4,368.8,364.7,365.8,365.9,372.0,369.8,369.0,365.0,367.0,380.8,366.7,370.1,375.9,364.9
23-04-21_10:01:08,4,zlib,8388608,209715200,2,348.77,2074702037,-27.911,10.042,-8.935,False,105.712,32.148,363.4,359.9,355.6,350.4,352.7,338.1,342.2,343.9,344.9,344.2,340.6,369.2,365.4,354.4,324.9,355.2,351.3,340.1,343.5,335.5
23-04-21_10:03:18,3,zstd,4194304,209715200,2,1000.83,1603609019,106.865,30.468,68.667,True,107.805,21.727,971.1,1024.0,1002.3,1082.4,983.2,1073.1,933.1,1021.6,974.5,977.5,1013.5,977.9,970.1,1026.0,1049.6,981.0,964.0,968.6,997.2,1025.8
23-04-21_10:05:26,1,zstd,4194304,314572800,2,1078.00,1546622273,122.817,32.939,77.878,True,106.389,21.543,1085.9,1078.5,1092.2,1079.7,1073.5,1036.1,1096.9,1026.8,1088.4,1079.7,1115.2,1052.6,1206.1,1186.6,1005.3,1080.6,1039.6,1050.0,1048.7,1037.9
23-04-21_10:07:33,1,zstd,4194304,419430400,2,1084.34,1546622273,124.127,32.939,78.533,True,106.099,21.250,1045.9,1052.9,1082.5,1032.6,1059.8,1061.4,1114.0,1117.9,1052.8,1137.7,1059.4,1097.9,1120.0,1050.6,1049.3,1092.5,1099.2,1076.9,1067.3,1216.2
23-04-21_10:09:36,1,zstd,8388608,419430400,2,1132.46,1394823505,134.072,39.521,86.797,True,101.772,21.199,1150.8,1170.6,1138.0,1058.1,1119.6,1083.6,1204.3,1217.3,1137.6,1156.8,1168.0,1101.6,1127.7,1053.9,1124.0,1141.9,1154.0,1105.1,1071.8,1164.2
23-04-21_10:11:51,1,lz4,8388608,419430400,2,1072.10,2256854820,121.596,2.144,61.870,False,114.066,21.227,1098.3,1074.3,1123.0,1021.8,1048.6,1123.2,1038.4,1024.8,1089.0,991.7,1068.2,1052.3,1096.8,1160.0,1090.6,1103.0,997.0,1091.3,1068.4,1081.2
23-04-21_10:14:00,1,zstd,4194304,419430400,2,1070.90,1546622273,121.348,32.939,77.144,False,106.799,21.546,1012.2,1028.9,1158.9,1043.8,1150.2,1098.0,1174.8,1041.6,1045.1,1039.6,1047.0,1046.8,1104.6,1165.1,1050.1,1049.5,1053.7,1024.5,1048.8,1034.9
23-04-21_10:16:01,1,zstd,16777216,419430400,2,1131.02,2485259258,133.775,-7.760,63.008,False,100.297,21.264,1100.9,1128.4,1141.9,1113.9,1205.6,1160.4,1114.2,1126.9,1131.4,1110.5,1147.1,1123.7,1047.8,1157.5,1159.4,1130.9,1159.5,1124.7,1045.5,1190.3
23-04-21_10:18:17,3,lz4,16777216,524288000,2,1042.00,3265575870,115.376,-41.594,36.891,False,114.504,21.189,1006.3,1068.8,1059.7,1036.7,1030.0,1031.1,1057.8,1065.0,998.6,982.7,1036.9,1037.2,1004.4,1017.5,1046.2,1036.7,1111.2,1076.4,1063.1,1073.8
23-04-21_10:20:37,4,zlib,16777216,314572800,3,365.72,2887968769,-24.407,-25.221,-24.814,False,106.983,32.805,357.4,355.9,370.9,353.9,362.1,370.8,364.5,365.0,361.3,368.6,370.6,368.3,364.0,366.4,367.2,368.3,368.3,369.8,368.8,372.4
23-04-21_10:22:51,1,lz4,8388608,419430400,2,1093.58,2256854820,126.036,2.144,64.090,False,113.487,21.097,1122.5,1058.5,1109.9,1121.9,1078.3,1117.3,1064.6,1119.7,1113.4,1097.2,1099.0,1077.9,1018.2,1120.4,1058.8,1103.5,1105.8,1074.2,1091.1,1119.2
23-04-21_10:25:10,1,zlib,8388608,419430400,2,369.21,2074073577,-23.687,10.069,-6.809,False,106.497,32.454,376.9,368.6,377.2,369.5,375.6,349.9,333.7,340.4,367.4,375.0,383.0,373.6,366.8,370.2,375.1,384.2,373.8,374.2,376.0,373.0
23-04-21_10:27:12,1,zstd,8388608,314572800,2,1107.34,1394823505,128.881,39.521,84.201,False,100.690,21.492,1169.9,1073.5,1176.7,1106.5,1112.4,1089.4,1086.1,1129.2,1072.7,1080.0,1225.1,1107.7,1042.1,1098.5,1150.1,1071.4,1101.7,1092.4,1105.4,1055.8
23-04-21_10:29:32,1,zlib,8388608,419430400,2,370.99,2074073577,-23.319,10.069,-6.625,False,106.911,32.369,370.8,375.7,374.2,352.7,333.9,370.2,369.6,374.6,367.2,374.6,372.9,371.9,374.6,370.6,375.7,374.5,374.9,373.9,385.4,381.9
23-04-21_10:31:46,3,lz4,16777216,419430400,1,1083.10,3272789813,123.870,-41.907,40.982,False,113.596,20.692,1080.3,1059.2,1069.2,1098.1,1098.1,1060.8,1066.3,1134.0,1079.1,1083.9,1124.5,1069.6,1121.8,1079.2,1157.0,1061.6,1050.5,1051.7,1059.8,1057.5
23-04-21_10:33:47,1,zstd,8388608,314572800,2,1091.75,1394823505,125.657,39.521,82.589,False,99.486,21.579,1084.9,1131.4,1064.5,1092.8,1053.2,1096.0,1146.5,1044.0,1133.0,1088.0,1030.8,1129.2,1105.1,1108.9,1128.1,1081.8,1061.6,1098.2,1113.5,1043.2
23-04-21_10:49:44,4,lzma,16777216,524288000,1,62.38,2393634575,-87.107,-3.787,-45.447,False,839.494,117.380,62.1,62.0,62.0,62.6,62.0,62.6,62.0,62.6,62.3,61.9,62.4,62.2,62.3,62.9,62.2,62.8,62.4,62.8,62.4,62.8
23-04-21_10:51:47,2,zstd,8388608,314572800,1,1106.21,1394823505,128.647,39.521,84.084,False,102.259,21.087,1173.1,1081.1,1078.9,1071.8,1108.4,1078.4,1060.1,1155.0,1086.8,1150.8,1154.4,1080.4,1077.0,1081.5,1075.7,1151.8,1101.4,1141.9,1104.1,1111.5
23-04-21_10:54:04,4,lz4,4194304,314572800,3,1075.90,2257262996,122.383,2.126,62.254,False,114.663,21.694,1060.3,1074.8,1082.5,1071.5,1084.6,1046.3,1008.5,1098.2,1153.6,1083.7,1081.6,1097.5,1052.3,1103.4,1075.7,1096.2,1043.4,1058.4,1087.2,1058.4
23-04-21_11:10:24,3,lzma,4194304,419430400,3,62.45,1419678769,-87.092,38.443,-24.325,False,861.718,118.060,62.6,62.2,62.6,62.3,61.9,62.7,62.0,62.5,62.4,62.8,62.6,62.0,62.7,62.5,62.0,62.9,62.6,62.7,62.5,62.5
23-04-21_11:12:38,1,lz4,8388608,419430400,2,1059.07,2256854820,118.903,2.144,60.523,False,113.349,21.255,981.7,1067.6,1028.5,1115.1,1070.3,1116.5,1027.6,1044.1,1052.2,1066.7,1056.3,1065.0,1050.9,1045.0,1116.5,1087.4,1073.4,1046.5,1028.6,1041.6
23-04-21_11:14:59,1,zlib,8388608,419430400,2,366.06,2074073577,-24.338,10.069,-7.135,False,108.533,32.381,345.7,338.5,336.7,369.7,370.7,375.9,366.4,377.6,375.6,389.2,369.5,373.8,372.5,376.9,374.3,371.8,352.2,345.6,367.4,371.3
23-04-21_11:17:00,1,zstd,16777216,419430400,2,1095.28,2485259258,126.387,-7.760,59.314,False,98.574,21.917,1026.9,1084.3,1151.7,1124.0,1065.4,1125.5,1049.4,1073.1,1072.4,1117.9,1110.8,1142.5,1103.9,1066.8,1137.0,1074.8,1073.3,1134.3,1102.2,1069.2
23-04-21_11:19:14,1,lz4,8388608,419430400,2,1052.63,2256854820,117.573,2.144,59.858,False,112.785,21.453,1008.8,1024.7,1099.3,1017.3,1021.0,1003.2,985.4,1030.8,1079.4,1072.1,1041.2,1080.0,1049.1,1108.6,1111.9,1047.7,1095.4,1085.5,996.0,1095.3
23-04-21_11:21:17,2,zstd,16777216,524288000,2,1103.03,2485259258,127.989,-7.760,60.115,False,101.645,21.343,1036.9,1062.9,1068.1,1040.8,1056.8,1138.8,1221.0,1123.3,1071.1,1067.8,1190.9,1121.9,1085.3,1113.3,1075.2,1103.5,1117.0,1064.0,1153.9,1147.9
23-04-21_11:23:37,2,zlib,16777216,419430400,2,369.83,3033343868,-23.558,-31.525,-27.541,False,107.115,32.605,369.2,367.4,372.5,369.2,369.1,374.1,364.2,370.3,365.8,367.4,364.2,373.8,365.9,375.1,370.2,379.8,376.8,371.4,363.7,366.3
23-04-21_11:40:08,4,lzma,16777216,314572800,1,56.89,2534068661,-88.241,-9.876,-49.059,False,864.368,127.225,56.7,56.4,56.7,56.3,57.3,57.4,57.3,57.0,57.1,56.5,57.1,56.9,57.0,56.3,56.7,56.9,57.1,57.2,57.2,56.8
23-04-21_11:42:11,2,zstd,8388608,524288000,3,1073.39,1394823505,121.864,39.521,80.693,False,100.326,21.944,1062.2,1086.5,1085.0,1149.3,1048.4,1041.9,1083.1,1085.2,1079.3,1053.3,1055.0,1046.9,1082.0,1117.5,1053.5,1068.5,1067.2,1045.4,1078.9,1078.8
23-04-21_11:44:20,3,zstd,16777216,314572800,1,1034.40,2713925191,113.803,-17.675,48.064,False,107.746,21.398,1019.3,997.5,1008.0,1074.5,1067.4,1009.3,1070.0,1024.0,1011.5,1030.8,1050.4,1007.4,1017.2,1099.5,1064.8,1023.1,1069.6,1023.7,996.5,1023.5
23-04-21_11:45:28,2,none,16777216,419430400,2,1007.57,4667099026,108.258,-102.364,2.947,False,45.526,22.191,1006.8,1011.8,1013.4,1013.6,1016.3,1016.5,1004.7,1003.8,1009.8,1011.9,1003.8,997.8,987.0,1020.3,1014.2,1018.5,1015.6,1007.7,1013.3,964.6
23-04-21_11:47:29,1,zstd,8388608,419430400,1,1105.25,1394823505,128.449,39.521,83.985,False,99.872,21.097,1111.2,1105.0,1113.6,1104.5,1128.1,1106.6,1106.1,1167.3,1103.6,1083.1,1078.0,1149.7,1110.3,1108.5,1106.5,1081.7,1076.6,1102.5,1074.6,1087.4
23-04-21_11:49:43,2,lz4,8388608,419430400,1,1087.78,2256854820,124.838,2.144,63.491,False,113.957,20.679,1099.3,1096.0,1091.6,1105.5,1098.4,1066.2,1107.6,1084.8,1098.2,1080.2,1069.0,1088.0,1123.8,1088.6,1117.2,1015.5,1101.7,1090.9,1095.4,1037.9
23-04-21_11:51:46,2,zstd,16777216,419430400,1,1105.87,2485259258,128.577,-7.760,60.409,False,101.264,21.212,1089.1,1091.6,1109.2,1128.3,1112.2,1113.2,1100.1,1146.3,1091.9,1105.7,1084.3,1095.4,1080.9,1105.7,1107.4,1148.0,1090.2,1104.9,1105.8,1107.0
23-04-21_11:53:49,1,zstd,8388608,524288000,2,1084.64,1394823505,124.189,39.521,81.855,False,101.477,21.455,1083.1,1041.8,1056.7,1126.6,1111.4,1121.1,1123.7,1168.3,1053.5,1132.2,1203.7,1019.7,1073.7,1066.2,1036.4,1038.4,1059.5,1036.6,1073.7,1066.5
23-04-21_11:55:57,1,zstd,4194304,419430400,2,1073.32,1546622273,121.849,32.939,77.394,False,106.448,21.614,1082.8,1053.3,1079.6,1128.2,1096.2,1096.2,1055.7,1045.3,1079.2,1036.7,1113.6,1112.7,1082.3,1049.5,1079.7,1047.9,1059.9,1077.4,1046.4,1043.8
23-04-21_11:57:03,4,none,4194304,314572800,1,1058.08,4667162914,118.699,-102.366,8.166,False,45.507,21.087,1060.9,1073.2,1073.9,1079.3,1055.2,1055.7,1071.2,1071.0,1054.0,1035.7,1063.9,1073.5,1094.0,1049.6,1033.4,1045.0,1038.7,1040.5,1048.4,1044.4
23-04-21_11:59:05,1,zstd,16777216,419430400,2,1088.45,2485259258,124.975,-7.760,58.608,False,100.350,21.648,1049.4,1055.0,1101.8,1088.6,1081.8,1131.3,1105.5,1160.7,1102.8,1134.1,1077.0,1080.3,1098.6,1124.9,1003.7,1039.0,1036.8,1104.4,1093.6,1099.6
23-04-21_12:00:14,4,none,16777216,524288000,3,1012.71,4667075258,109.321,-102.363,3.479,False,45.838,22.273,1007.7,1003.9,1009.9,994.1,1052.8,1010.5,1001.7,1055.6,1012.4,1005.2,1005.3,1004.0,1001.4,999.5,1059.0,1006.7,1008.4,1006.0,1006.1,1003.7
23-04-21_12:02:20,1,zstd,4194304,419430400,2,1073.54,1546622273,121.894,32.939,77.417,False,105.209,21.500,1137.7,1102.2,1043.4,1094.7,1061.1,1057.3,1029.7,1112.3,1075.0,1078.8,1097.7,1054.1,1051.4,1044.5,1050.1,1067.4,1126.5,1086.4,1031.8,1068.6
23-04-21_12:04:24,1,zstd,8388608,419430400,3,1080.66,1394823505,123.367,39.521,81.444,False,101.253,22.379,1037.5,1040.5,1123.7,1134.5,1070.5,1126.1,1072.3,1037.5,1155.7,1076.3,1072.5,1068.9,1149.6,1092.1,1038.7,1062.6,1052.2,1070.5,1071.1,1060.3
23-04-21_12:05:31,1,none,8388608,419430400,2,1011.42,4667104706,109.055,-102.364,3.346,False,45.059,22.102,1030.8,970.5,1021.6,1026.1,1020.2,1021.8,1016.9,1019.2,1026.6,999.6,963.8,1020.0,975.9,1026.1,1020.2,997.4,1022.0,1018.3,1011.8,1019.6
23-04-21_12:21:29,1,lzma,8388608,419430400,2,62.36,1273178022,-87.111,44.795,-21.158,False,840.298,117.695,62.0,62.1,62.2,62.2,62.5,62.5,62.7,62.7,62.3,62.7,61.8,62.6,62.3,62.5,62.5,62.8,62.5,62.3,61.8,62.2
