time,number_of_changes,compression,Page Size,Cluster Size,Cluster Bunch,throughput(MB/s),size(MB),throughput_increase(%),size_decrease(%),performance(%),accepted,writing_time,processing_time,res_0,res_1,res_2,res_3,res_4,res_5,res_6,res_7,res_8,res_9,res_10,res_11,res_12,res_13,res_14,res_15,res_16,res_17,res_18,res_19
23-04-20_03:40:53,1,lz4,131072,41943040,2,677.78,2288603455,37.791,0.767,19.279,False,103.385,23.370,664.3,669.0,701.2,669.1,680.0,677.0,671.3,666.6,676.2,669.0,664.2,675.5,669.4,671.9,677.8,671.3,672.5,761.1,677.0,671.0
23-04-20_03:42:58,1,lz4,131072,41943040,2,705.16,2288603455,43.358,0.767,22.063,False,102.211,23.084,700.4,699.3,790.5,720.5,700.2,700.9,697.7,697.9,696.9,709.7,696.4,699.1,701.9,700.8,697.0,702.6,702.9,694.2,694.5,699.8
23-04-20_03:45:14,3,zlib,262144,41943040,4,336.72,2088276165,-31.545,9.453,-11.046,False,103.002,33.042,336.9,330.5,339.0,336.8,332.9,337.0,333.2,336.3,339.0,338.9,343.1,336.0,341.5,339.0,337.1,336.9,332.3,336.9,338.6,332.7
23-04-20_03:46:29,3,none,65536,41943040,4,558.84,4671767636,13.612,-102.566,-44.477,False,46.065,28.032,558.5,557.6,559.5,558.0,558.5,559.3,560.1,559.0,558.8,560.2,559.0,559.2,559.1,557.5,560.1,561.0,556.7,557.0,560.2,557.8
23-04-20_03:48:41,4,zlib,65536,52428800,4,271.05,2115611277,-44.897,8.268,-18.314,False,98.148,34.307,270.4,269.2,269.3,270.8,274.7,271.0,268.2,268.9,268.3,278.6,274.8,277.9,268.2,270.5,268.1,268.5,270.2,274.9,270.0,268.7
23-04-20_03:50:48,3,lz4,262144,31457280,2,801.21,2276366878,62.883,1.298,32.091,True,105.134,22.085,810.2,794.2,801.7,795.3,797.1,798.3,797.9,796.9,802.5,797.9,804.3,797.0,798.8,802.5,800.0,799.1,836.4,798.6,792.9,802.4
23-04-20_03:52:56,1,lz4,262144,41943040,2,835.19,2273221365,69.791,1.434,35.613,True,106.076,21.914,827.0,837.6,837.5,828.8,824.4,916.3,833.1,833.7,825.7,823.8,827.6,835.9,835.9,832.2,826.2,835.8,831.6,837.3,827.9,825.3
23-04-20_03:55:05,1,lz4,262144,41943040,3,838.50,2273221365,70.465,1.434,35.950,True,106.779,21.848,837.5,837.8,839.8,821.1,839.3,842.6,829.9,840.5,828.6,842.1,821.4,828.8,821.9,913.5,839.2,835.6,824.0,874.2,821.1,830.9
23-04-20_03:57:16,3,lz4,524288,52428800,4,859.28,2267408447,74.690,1.686,38.188,True,109.157,21.724,864.1,861.0,854.2,863.5,874.7,860.7,853.3,854.6,860.4,864.8,864.9,865.7,859.1,861.6,852.7,841.8,863.2,850.1,860.7,854.6
23-04-20_03:59:26,1,lz4,524288,104857600,4,903.24,2264147157,83.627,1.827,42.727,True,108.737,21.708,893.0,902.1,887.1,902.7,895.8,900.9,910.6,953.4,893.1,893.7,950.3,905.2,888.7,889.5,900.0,900.0,897.6,914.2,893.2,893.8
23-04-20_04:00:36,2,none,524288,209715200,4,901.92,4667558544,83.359,-102.384,-9.512,False,45.773,23.380,906.3,900.0,901.5,905.6,899.6,896.3,903.5,892.0,894.6,899.0,898.2,911.8,902.7,920.8,909.6,901.4,892.8,896.7,912.4,893.6
23-04-20_04:02:45,3,lz4,262144,209715200,3,778.51,2272684063,58.269,1.457,29.863,False,106.813,22.954,777.6,780.8,774.5,767.3,774.1,778.9,809.9,782.5,780.1,773.1,770.0,776.3,773.6,771.7,777.0,780.4,780.7,785.0,780.0,776.6
23-04-20_04:04:58,2,lz4,1048576,209715200,4,1000.62,2259801929,103.423,2.016,52.719,True,110.864,21.669,1009.9,1004.6,957.4,958.3,1009.5,1004.7,1009.3,1046.2,987.5,1011.3,1010.4,1000.2,993.7,957.7,1012.4,1007.5,1007.0,1015.7,995.5,1013.5
23-04-20_04:07:08,2,lz4,524288,104857600,4,902.60,2264147157,83.496,1.827,42.662,False,108.182,21.562,903.4,900.2,952.9,902.4,894.2,895.7,896.7,902.2,907.2,903.3,899.9,899.2,909.6,903.4,894.3,894.4,893.5,897.6,894.0,907.9
23-04-20_04:09:24,4,zlib,2097152,104857600,5,362.91,2076627582,-26.221,9.958,-8.131,False,104.500,32.236,368.3,369.3,382.2,372.0,370.0,360.9,330.6,358.4,342.1,341.9,365.6,370.7,363.8,368.4,365.1,364.9,368.3,367.2,362.1,366.5
23-04-20_04:11:28,4,zstd,524288,104857600,5,775.93,1950825062,57.746,15.413,36.579,False,100.546,22.669,768.0,776.9,768.8,778.0,777.9,766.3,757.1,776.9,773.7,767.2,776.1,777.0,809.8,775.4,778.7,764.6,813.4,774.8,776.3,761.8
23-04-20_04:29:26,2,lzma,1048576,314572800,4,46.08,1788306658,-90.633,22.460,-34.087,False,924.721,153.939,46.4,45.9,46.2,46.3,45.9,46.4,45.8,46.2,45.8,45.8,46.4,45.9,45.7,46.6,45.8,46.7,45.8,46.2,45.6,46.1
23-04-20_04:31:40,1,lz4,1048576,209715200,5,994.53,2259801929,102.185,2.016,52.100,True,111.646,22.117,987.6,1012.8,1006.6,1000.1,1002.7,987.7,989.7,980.1,987.7,989.2,992.3,1013.1,1011.5,998.1,959.7,982.8,1007.9,1004.2,989.3,987.5
23-04-20_04:49:16,1,lzma,1048576,209715200,5,48.58,1722609016,-90.123,25.308,-32.407,False,901.208,154.549,48.4,48.3,48.8,48.7,48.2,49.0,48.8,48.2,48.7,48.3,48.3,48.8,48.7,49.0,48.5,48.5,48.3,48.6,48.8,48.6
23-04-20_04:50:25,2,none,1048576,314572800,5,935.26,4667289180,90.136,-102.372,-6.118,False,45.635,22.981,944.1,932.4,943.7,942.5,937.5,933.1,918.4,931.8,942.5,933.4,939.9,942.3,941.3,901.2,927.8,928.8,939.4,946.3,938.3,940.4
23-04-20_04:50:47,1,lz4,2097152,209715200,5,893.67,2258482062,81.681,2.073,41.877,False,0.000,22.044,870.3,876.2,906.1,887.3,909.0,875.1,900.0,884.2,863.4,898.4,948.8,907.7,873.2,892.1,904.8,886.9,902.5,901.1,890.1,896.1
23-04-20_05:08:40,4,lzma,524288,104857600,4,46.29,1805883752,-90.590,21.698,-34.446,False,915.961,157.015,46.3,46.6,45.9,46.5,46.4,46.3,46.0,46.5,46.8,46.4,46.2,46.0,46.4,46.0,46.4,46.0,46.7,46.1,46.5,46.0
23-04-20_05:10:56,2,lz4,2097152,314572800,5,1059.88,2257959109,115.472,2.096,58.784,True,112.876,22.969,1126.5,1133.0,1107.4,1002.3,1048.2,1051.8,1033.0,1035.2,1075.4,1066.2,1029.1,1068.0,1045.9,1075.3,1035.7,1023.2,1069.8,1048.2,1067.2,1056.4
23-04-20_05:13:09,2,lz4,1048576,314572800,4,968.31,2260403126,96.856,1.990,49.423,False,110.889,22.318,948.2,947.9,998.1,1008.8,943.5,954.1,952.4,951.5,974.7,976.4,968.6,972.7,939.1,1005.4,938.3,957.5,968.7,995.2,951.9,1013.3
23-04-20_05:15:21,2,lz4,1048576,314572800,4,948.76,2260403126,92.881,1.990,47.435,False,109.415,22.683,921.9,944.3,924.4,913.8,940.4,953.0,946.9,952.2,929.4,940.9,937.0,943.1,948.6,931.0,941.6,930.2,1006.7,1014.5,996.3,959.1
23-04-20_05:17:33,2,lz4,2097152,209715200,4,1010.89,2258482062,105.511,2.073,53.792,False,110.503,21.692,1022.6,1000.7,1064.8,986.3,1024.2,1069.4,1028.3,1002.9,1028.7,1001.2,975.2,980.6,989.1,990.9,1024.9,994.6,1021.2,1012.5,1013.4,986.4
23-04-20_05:19:46,1,zstd,2097152,314572800,5,937.01,1769178380,90.492,23.289,56.890,False,108.924,23.445,953.2,924.0,963.5,933.6,931.9,924.0,917.3,951.0,948.7,932.0,947.4,941.6,941.1,933.2,929.2,929.6,951.7,930.6,921.3,935.3
23-04-20_05:22:06,1,lz4,4194304,314572800,5,1075.23,2257262996,118.592,2.126,60.359,True,117.570,22.546,1089.9,1096.2,1093.8,1094.2,1055.0,1049.2,1055.1,1086.8,1043.3,1090.1,1086.7,1074.4,1103.4,1107.5,1090.8,996.1,1082.3,1091.9,1023.6,1094.3
23-04-20_05:24:21,1,lz4,4194304,314572800,4,1071.67,2257262996,117.867,2.126,59.996,False,112.445,22.808,1148.2,1155.6,1145.9,1085.5,1083.4,1063.6,1042.8,1089.8,1039.5,1086.5,1043.7,1088.3,1082.2,1052.1,1083.6,1085.7,991.7,990.5,1083.6,991.2
23-04-20_05:26:37,1,lz4,4194304,314572800,4,1065.73,2257262996,116.660,2.126,59.393,False,113.870,22.281,1071.8,1073.2,1062.4,1077.8,1069.9,1076.4,1040.6,1063.7,1069.7,1070.2,1072.8,1022.6,1033.4,1069.6,1078.4,1111.4,1095.0,1033.6,1070.6,1051.3
23-04-20_05:43:50,3,lzma,2097152,314572800,4,49.92,1633337363,-89.852,29.179,-30.336,False,888.824,143.640,49.6,49.6,49.7,49.5,50.4,50.1,49.5,50.4,49.8,50.2,50.1,49.9,49.6,50.0,49.7,49.9,50.4,49.8,49.9,50.2
23-04-20_05:46:04,1,lz4,2097152,314572800,5,1072.09,2257959109,117.953,2.096,60.024,True,111.906,22.561,1116.6,1090.1,1049.1,1078.4,1080.8,1087.7,1037.9,1085.0,1079.3,1077.2,1079.9,1044.2,1071.9,1043.9,1055.1,1080.0,1081.0,1045.4,1077.2,1080.8
23-04-20_05:48:23,4,zlib,1048576,419430400,4,356.28,2077162133,-27.569,9.935,-8.817,False,105.709,33.645,355.8,353.1,358.0,354.8,362.9,354.3,351.9,352.7,358.4,357.5,357.9,357.9,367.8,358.5,351.7,351.7,354.0,354.8,355.6,356.5
23-04-20_05:50:39,1,lz4,2097152,419430400,5,1071.36,2257749485,117.804,2.105,59.954,True,112.589,22.751,1076.9,1058.4,1085.5,1044.5,1082.3,1091.2,1034.0,1079.9,1078.1,1085.1,1065.6,1055.3,1087.7,1051.1,1085.5,1080.2,1084.5,1047.1,1071.5,1082.6
23-04-20_05:52:59,2,zlib,2097152,419430400,4,369.39,2074817194,-24.904,10.037,-7.434,False,106.725,33.353,380.7,363.1,370.9,365.4,370.5,373.5,365.2,367.0,364.3,365.8,372.8,367.1,368.1,379.3,371.6,370.4,372.5,372.4,363.0,364.1
23-04-20_06:10:13,3,lzma,2097152,314572800,4,49.90,1633337363,-89.855,29.179,-30.338,False,890.045,143.745,49.6,50.1,49.5,50.0,49.7,50.2,50.2,50.0,49.8,50.0,50.3,50.0,50.3,49.7,49.4,49.9,49.6,50.2,49.8,49.6
23-04-20_06:12:27,1,lz4,1048576,419430400,5,984.36,2260005275,100.118,2.007,51.062,False,111.150,22.938,990.9,991.9,992.1,1033.4,962.5,991.5,992.4,990.2,980.1,989.6,972.1,964.0,954.9,1022.0,985.4,971.7,986.1,970.6,972.9,972.9
23-04-20_06:13:35,4,none,4194304,314572800,4,961.73,4667162914,95.517,-102.366,-3.425,False,45.518,22.518,958.7,950.7,983.2,973.4,961.6,961.1,962.3,960.0,975.0,954.7,958.4,954.9,962.2,960.6,963.8,961.1,953.9,962.1,961.5,955.4
23-04-20_06:15:47,1,zstd,2097152,419430400,5,944.38,1769178380,91.991,23.289,57.640,False,108.473,23.444,966.7,939.5,891.7,909.0,960.1,960.9,1012.1,930.4,928.6,997.9,922.1,916.8,937.4,952.1,946.5,946.0,944.3,945.0,948.0,932.7
23-04-20_06:32:09,4,lzma,4194304,524288000,4,62.46,1419678769,-87.302,38.443,-24.429,False,863.625,118.230,62.4,62.5,62.5,61.8,61.9,62.5,62.1,62.6,62.5,63.1,62.8,62.4,62.7,62.0,62.2,62.4,62.0,63.1,62.4,63.1
23-04-20_06:34:24,1,lz4,2097152,524288000,5,1089.68,2257749485,121.530,2.105,61.817,True,112.542,22.928,1105.5,1100.4,1072.6,1105.8,1104.8,1100.7,1051.5,1104.3,1098.7,1106.4,1063.8,1113.0,1074.0,1066.3,1095.5,1104.6,1033.6,1091.4,1103.4,1097.4
23-04-20_06:36:44,1,zlib,2097152,524288000,5,370.69,2074817194,-24.639,10.037,-7.301,False,106.254,33.665,372.9,379.8,371.8,371.8,364.1,371.6,366.8,368.7,367.0,371.2,371.4,372.7,371.6,372.0,365.6,373.1,372.0,364.9,372.6,372.1
23-04-20_06:53:54,2,lzma,2097152,419430400,5,49.77,1633337363,-89.881,29.179,-30.351,False,885.040,144.432,49.5,49.7,50.0,50.0,49.4,49.6,49.9,49.9,49.4,49.9,50.1,50.0,50.2,50.5,49.6,49.6,49.4,49.6,49.6,49.5
23-04-20_07:11:08,1,lzma,2097152,524288000,5,49.92,1633337363,-89.852,29.179,-30.336,False,890.214,144.028,49.5,50.1,49.9,50.0,50.0,49.5,50.3,49.6,49.5,50.0,50.2,50.1,49.6,50.2,49.6,49.4,50.3,50.0,50.6,50.0
23-04-20_07:13:23,1,lz4,2097152,419430400,5,1074.96,2257749485,118.537,2.105,60.321,True,112.015,22.738,1095.9,1041.4,1102.5,1092.4,1067.9,1053.7,1095.3,1054.6,1049.4,1138.1,1079.6,1082.8,1046.5,1064.0,1084.5,1079.6,1049.3,1085.3,1083.2,1053.3
23-04-20_07:30:33,2,lzma,2097152,419430400,4,49.88,1633337363,-89.859,29.179,-30.340,False,886.622,143.784,49.7,50.2,50.4,49.9,50.0,50.1,49.5,49.7,50.2,49.5,50.1,49.4,50.3,49.7,50.0,49.7,49.6,49.6,50.1,49.9
23-04-20_07:31:41,2,none,2097152,419430400,4,996.80,4667154296,102.647,-102.366,0.141,False,45.416,22.179,1004.7,1004.4,983.9,980.4,1000.8,990.9,994.7,998.7,1000.2,997.2,997.7,998.8,1001.2,996.0,1004.4,997.1,994.0,998.2,1011.3,981.5
23-04-20_07:33:57,1,lz4,2097152,524288000,5,1081.69,2257749485,119.904,2.105,61.005,True,113.438,22.822,1098.6,1073.7,1086.0,1104.2,1056.9,1088.1,1050.8,1113.8,1104.2,1101.6,1011.9,1098.6,1079.7,1124.6,1063.9,1097.1,1071.1,1094.3,1060.3,1054.5
23-04-20_07:36:11,1,lz4,1048576,524288000,5,957.82,2260005275,94.722,2.007,48.365,False,110.804,23.058,960.4,953.2,936.0,966.1,962.4,932.3,974.4,965.6,963.5,961.1,965.2,961.9,971.9,956.9,970.2,968.5,944.0,932.4,942.5,967.6
23-04-20_07:38:23,1,zstd,2097152,524288000,5,927.44,1769178380,88.546,23.289,55.918,False,107.944,23.584,918.4,914.5,914.6,894.2,907.3,935.9,945.3,938.8,896.8,960.5,951.2,947.9,910.3,927.2,932.4,942.9,922.8,914.1,928.5,945.3
23-04-20_07:40:43,4,zlib,4194304,419430400,4,371.53,2074190022,-24.470,10.064,-7.203,False,106.853,33.361,375.9,370.8,369.1,373.7,372.2,372.9,374.1,365.8,365.0,372.1,366.0,373.9,371.4,374.5,373.3,370.3,369.9,369.9,375.5,374.3
23-04-20_07:42:58,1,lz4,2097152,524288000,4,1079.74,2257749485,119.508,2.105,60.806,True,112.079,22.873,1094.4,1080.0,1087.7,1070.1,1094.5,1050.3,1074.7,1092.6,1084.8,1085.8,1069.5,1060.1,1090.0,1093.8,1083.3,1077.3,1089.7,1081.5,1045.7,1088.9
23-04-20_07:45:06,2,zstd,4194304,524288000,4,1092.30,1546622273,122.062,32.939,77.500,True,105.655,22.314,1111.3,1098.6,1023.0,1070.8,1061.1,1041.3,1045.8,1068.4,1121.0,1117.0,1117.0,1113.3,1120.2,1108.7,1110.8,1086.7,1114.6,1173.6,1067.8,1075.0
23-04-20_07:47:26,1,zlib,4194304,524288000,4,373.41,2074190022,-24.086,10.064,-7.011,False,107.075,33.410,369.0,377.6,379.4,372.8,371.2,373.3,369.1,368.2,373.6,371.8,372.0,372.8,374.7,373.3,370.3,368.5,376.6,384.6,373.6,375.8
23-04-20_07:49:43,4,lz4,8388608,419430400,3,1108.33,2256854820,125.322,2.144,63.733,False,114.294,22.424,1068.6,1119.4,1125.5,1101.9,1120.5,1113.0,1125.2,1074.7,1093.1,1133.9,1108.3,1120.2,1084.9,1132.3,1095.8,1085.4,1123.6,1131.2,1132.2,1077.1
23-04-20_07:51:53,1,zstd,4194304,524288000,5,1079.96,1546622273,119.554,32.939,76.246,False,107.452,22.715,1052.3,1026.7,1053.4,1125.4,1081.7,1129.4,1127.9,1032.8,1034.2,1118.9,1050.2,1081.8,1117.1,1048.7,1095.9,1101.4,1065.9,1030.3,1147.8,1077.4
23-04-20_07:54:05,2,zstd,2097152,524288000,5,937.66,1769178380,90.624,23.289,56.957,False,108.685,23.456,957.7,955.6,948.9,942.1,929.1,924.2,946.3,920.8,943.4,943.3,928.2,943.1,924.0,913.8,931.7,945.6,921.1,947.2,950.8,936.3
23-04-20_07:56:17,1,zstd,2097152,524288000,4,906.50,1769178380,84.290,23.289,53.790,False,108.661,23.203,887.4,882.5,905.3,908.6,885.8,874.6,914.0,945.6,948.3,928.5,894.7,903.4,900.5,869.0,882.3,899.4,914.6,965.8,877.1,942.8
23-04-20_07:58:29,1,zstd,2097152,524288000,4,945.41,1769178380,92.199,23.289,57.744,False,108.098,23.105,989.5,982.5,988.2,949.3,946.6,945.3,942.7,931.4,953.8,946.0,918.8,928.5,934.8,940.6,948.4,946.7,907.8,924.8,942.3,940.1
23-04-20_08:00:39,2,zstd,4194304,419430400,3,1096.21,1546622273,122.856,32.939,77.898,True,108.391,22.094,1048.1,1113.5,1114.2,1109.6,1024.0,1105.4,1109.7,1068.4,1129.0,1109.3,1184.1,1113.8,1021.4,1096.9,1105.1,1101.6,1117.3,1100.0,1045.0,1107.8
23-04-20_08:02:55,1,lz4,4194304,419430400,3,1081.34,2257060424,119.833,2.135,60.984,False,113.339,22.563,1105.5,1057.2,1093.0,1093.0,1109.7,1070.9,1095.8,1015.0,1086.9,1109.0,1109.1,1097.0,1107.5,1058.8,1085.7,1057.6,1087.3,1056.8,1053.9,1077.0
23-04-20_08:04:59,1,zstd,8388608,419430400,3,1092.47,1394823505,122.097,39.521,80.809,True,102.214,21.965,1129.2,1086.2,1043.1,1140.5,1019.3,1080.2,1076.5,1115.6,1094.9,1137.6,1125.2,1072.1,1101.2,1096.7,1132.8,1165.1,1078.5,1076.0,1042.5,1036.2
23-04-20_08:07:07,2,zstd,4194304,419430400,2,1074.81,1546622273,118.507,32.939,75.723,False,106.298,21.521,1032.7,1083.5,1128.5,1046.2,1102.6,1107.1,994.7,1036.2,1028.7,1086.5,1079.0,1021.8,1083.7,1117.8,1046.0,1138.0,1095.0,1091.3,1045.4,1131.7
23-04-20_08:09:10,1,zstd,8388608,314572800,3,1085.67,1394823505,120.714,39.521,80.117,False,101.346,21.968,1050.2,1075.8,1156.5,1070.2,1077.5,1148.1,1188.2,1075.1,1070.0,1112.2,1065.4,1066.2,1066.8,1078.1,1057.5,1078.6,1078.3,1072.1,1047.0,1079.2
23-04-20_08:11:15,1,zstd,8388608,419430400,4,1073.44,1394823505,118.227,39.521,78.874,False,101.968,22.385,1055.8,1032.7,1057.3,1143.6,1058.1,1050.1,1074.2,1132.9,1057.3,1151.9,1065.9,1076.1,1084.9,1051.5,1074.8,1047.0,1056.6,1062.9,1059.6,1075.5
23-04-20_08:13:25,2,zstd,4194304,419430400,4,1073.42,1546622273,118.225,32.939,75.582,False,107.642,22.397,1070.8,1068.8,1046.1,1050.0,1081.2,1079.2,1055.6,1141.8,1038.1,1078.7,1048.1,1097.4,1103.5,1071.7,1046.5,1073.6,1079.6,1068.5,1045.9,1123.2
23-04-20_08:29:44,4,lzma,4194304,524288000,2,62.36,1419678769,-87.321,38.443,-24.439,False,861.536,117.714,61.9,62.5,61.9,62.4,62.3,62.5,61.9,63.0,62.0,62.7,62.6,62.7,62.1,62.8,62.1,62.4,62.1,62.2,62.6,62.6
23-04-20_08:31:47,2,zstd,8388608,524288000,2,1093.13,1394823505,122.231,39.521,80.876,True,101.640,21.271,1070.9,1062.7,1088.3,1122.1,1074.9,1062.5,1088.0,1135.8,1064.7,1072.2,1111.9,1083.4,1094.4,1212.0,1072.0,1093.1,1128.6,1041.5,1071.7,1111.9
23-04-20_08:33:49,1,zstd,8388608,419430400,2,1061.04,1394823505,115.706,39.521,77.614,False,101.082,21.413,1018.4,1060.0,1080.2,1052.3,1068.6,1062.0,1066.7,1095.3,1067.9,1050.8,1074.5,1090.1,1021.8,1037.0,1066.6,1035.1,1055.9,1119.4,1053.6,1044.6
23-04-20_08:34:58,4,none,4194304,419430400,1,967.99,4667117234,96.790,-102.364,-2.787,False,46.495,22.124,976.8,957.7,993.0,973.9,992.0,969.2,949.6,983.6,939.5,921.9,978.7,966.8,963.8,954.8,973.8,956.7,983.7,960.3,979.6,984.2
23-04-20_08:37:01,1,zstd,8388608,419430400,2,1079.65,1394823505,119.490,39.521,79.505,False,101.295,21.486,1103.4,1070.7,1052.8,1070.8,1062.6,1088.8,1074.7,1062.0,1071.3,1050.1,1077.0,1133.4,1055.6,1081.4,1147.2,1132.4,1133.3,1031.3,1063.7,1030.5
23-04-20_08:39:04,1,zstd,8388608,524288000,3,1100.75,1394823505,123.781,39.521,81.651,True,100.821,22.017,1148.1,1119.4,1165.8,1154.4,1058.8,1044.2,1062.4,1150.7,1076.7,1068.9,1050.5,1032.4,1105.0,1122.0,1072.0,1145.8,1059.6,1076.8,1137.3,1164.3
23-04-20_08:41:19,1,lz4,8388608,524288000,3,1101.56,2256854820,123.945,2.144,63.045,False,113.517,21.749,1066.1,1117.9,1106.5,1110.6,1098.3,1120.6,1092.9,1117.6,1084.2,1093.9,1162.7,1080.2,1112.9,1066.4,1104.7,1112.5,1112.3,1065.7,1161.2,1044.1
23-04-20_08:43:21,1,zstd,16777216,524288000,3,1105.64,2485259258,124.774,-7.760,58.507,False,99.584,22.273,1121.9,1112.5,1111.2,1098.4,1151.8,1098.8,1153.1,1090.8,1116.1,1119.3,1108.9,1094.3,1086.6,1096.6,1099.3,1084.8,1095.3,1081.8,1107.3,1084.2
23-04-20_08:45:23,3,zstd,16777216,419430400,2,1111.13,2485259258,125.890,-7.760,59.065,False,100.236,21.612,1137.8,1089.7,1086.9,1103.2,1140.0,1079.3,1115.9,1115.7,1119.0,1153.6,1117.3,1133.9,1115.0,1094.1,1082.9,1110.0,1093.7,1135.8,1104.2,1094.8
23-04-20_08:47:25,1,zstd,8388608,524288000,4,1071.50,1394823505,117.833,39.521,78.677,False,99.963,22.359,1039.8,1050.4,1152.2,1163.3,1043.3,1075.2,1044.2,1039.0,1042.6,1141.6,1141.5,1041.9,1024.7,1040.1,1063.6,1047.4,1046.7,1140.5,1045.7,1046.4
23-04-20_08:49:27,1,zstd,8388608,524288000,4,1107.97,1394823505,125.247,39.521,82.384,True,99.638,22.103,1062.4,1156.7,1071.0,1059.3,1136.9,1225.9,1162.0,1150.2,1149.9,1038.8,1157.0,1076.2,1049.7,1036.7,1123.8,1119.9,1037.2,1150.2,1076.6,1118.8
23-04-20_09:05:29,1,lzma,8388608,524288000,4,62.44,1273178022,-87.306,44.795,-21.255,False,843.349,118.335,61.9,60.9,62.0,62.8,61.9,62.7,62.7,62.9,62.4,62.6,62.7,62.4,62.5,62.7,62.1,63.2,62.5,62.5,62.7,62.8
23-04-20_09:07:31,3,zstd,16777216,419430400,3,1112.43,2485259258,126.154,-7.760,59.197,False,100.584,22.181,1173.7,1090.8,1174.6,1113.9,1107.9,1108.3,1123.9,1092.5,1116.5,1118.2,1104.6,1119.3,1079.9,1115.7,1099.8,1114.0,1109.9,1087.9,1098.0,1099.1
23-04-20_09:08:40,1,none,8388608,524288000,4,1027.73,4667081286,108.935,-102.363,3.286,False,46.324,22.291,1033.5,1042.3,1017.1,1033.4,1000.9,1030.0,1050.5,1021.7,1009.1,1022.5,1029.1,1017.0,1031.9,989.2,1049.7,1058.2,1035.0,1026.6,1022.2,1034.8
23-04-20_09:24:44,3,lzma,16777216,524288000,5,62.48,2393634575,-87.299,-3.787,-45.543,False,845.407,118.439,61.8,62.4,62.5,62.8,62.7,62.9,62.2,62.2,62.5,62.7,62.6,62.8,62.7,62.6,62.3,62.2,62.5,62.1,62.4,62.4
